schema_version,protocol_hash,status,study,domain,truth,candidate,seed,n_observations,dimension,objective,deviance,gradient_norm,best_start,second_best_objective_gap,wall_seconds,jacobian_rank,aic,aicc,bic,gic_eff,gic_vol_025,gic_vol_050,gic_vol_100,ogic_p,ogic_e,d_obs,c_obs,prior_energy
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,10,25,3,-83.47960910992875,-166.99793368993952,8.099342367218677e-05,3,1.046739724586132e-05,82.287462100001,3,-160.99793368993952,-159.85507654708238,-157.34130621533492,-158.17137369284876,-153.590673326007,-149.00997295916522,-139.8485722254817,-161.51368361176065,-148.63641675249042,2.7421250390894323,18.32280146736707,0.03871547008203011
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,11,25,3,-77.79111028162025,-156.86176422242187,2.1116829055356636e-05,2,3.8610679098383116e-08,80.54596960000345,3,-150.86176422242187,-149.71890707956473,-147.20513674781728,-148.010739942431,-143.56968062647564,-139.12862131052026,-130.24650267860955,-151.3623136306282,-137.81798329941904,2.7497252958968343,17.76423726382147,1.2795436591813754
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,12,25,3,-79.33973432386664,-158.80892205624087,9.963482193581726e-06,4,1.010647565635736e-09,80.94437029999972,3,-152.80892205624087,-151.66606491338374,-149.15229458163628,-149.8889544585289,-145.3353995074635,-140.7818445563981,-131.67473465426733,-153.26663457264266,-140.4652488434717,2.77114374179911,18.21421980426158,0.12945340850760123
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,13,25,3,-80.63702632311494,-161.54330243848926,0.00038907985491201896,2,5.826974671663265e-07,79.47619879999547,3,-155.54330243848926,-154.40044529563212,-151.88667496388467,-152.77859036126986,-148.1723149655783,-143.56603956988675,-134.35348877850362,-156.0974806335563,-142.84895106346363,2.7229109024664786,18.425101582766246,0.2692497922593951
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,14,25,3,-84.62519170491692,-169.4080082403147,8.356547925308575e-06,3,1.9451249499979895e-08,81.53596079999988,3,-163.4080082403147,-162.26515109745756,-159.7513807657101,-160.49456030938288,-155.9518021236999,-151.40904393801696,-142.32352756665102,-163.86977165344868,-151.079350667102,2.7691182934330163,18.17103274273184,0.15762483048085607
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,15,25,3,-74.6392516381594,-149.28504332403995,4.041674173499318e-05,1,1.254818471352337e-11,77.82761340000434,3,-143.28504332403995,-142.1421861811828,-139.62841584943536,-140.40043016313075,-135.81395305787254,-131.2274759526143,-122.05452174209785,-143.76472278711896,-130.93259485528588,2.7601602684604907,18.345908421032902,0.006540047721173099
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,16,25,3,-83.24666756697968,-166.60442776775744,2.5180394943245733e-05,4,5.900453317053689e-07,81.04402560000017,3,-160.60442776775744,-159.4615706249003,-156.94780029315285,-157.81053150502024,-153.22215078865426,-148.6337700722883,-139.45700863955636,-161.14047280882562,-148.1398122684955,2.7319774794659155,18.353522865463873,0.11109263379807141
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,17,25,3,-77.77732140187163,-155.76594359821337,8.115024642174227e-05,3,1.439990597873475e-07,78.11369280000508,3,-149.76594359821337,-148.62308645535623,-146.10931612360878,-146.8035632369095,-142.2456071627317,-137.6876510885539,-128.57173894019832,-150.1973035829243,-137.32281850703208,2.7843200076445447,18.23182429671118,0.21130079447010472
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,18,25,3,-84.66774588865732,-170.34757177346026,3.2261244745567706e-05,1,8.399529889402402e-07,81.25533969999378,3,-164.34757177346026,-163.20471463060312,-160.69094429885567,-161.4091362582355,-156.93405029599035,-152.45896433374517,-143.50879240925485,-164.79380952754275,-151.435147928334,2.77688112295875,17.900343848980633,1.0120799961456042
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,19,25,3,-75.73794684195389,-152.04936977483354,3.8962258848749825e-05,0,1.5185008805929101e-09,81.09268020000309,3,-146.04936977483354,-144.9065126319764,-142.39274230022895,-143.10274181372577,-138.5927053709243,-134.08266892812284,-125.06259604251993,-146.49051727608946,-133.4357479127019,2.7794262493720394,18.040145771205843,0.5734760909257595
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,20,25,3,-75.9745003217082,-152.2993749782663,0.0002984013709467879,0,5.575399654844659e-06,81.86472030000004,3,-146.2993749782663,-145.15651783540915,-142.6427475036617,-143.57648714273395,-138.9779368191508,-134.3793864955677,-125.18228584840143,-146.87954003580498,-133.55479934908388,2.7099174712306575,18.39420129433252,0.35037433484988784
2.0,4ae7791832105e8d,ok,biochemical_haldane,biochemical,haldane,haldane,21,25,3,-83.73719854413008,-167.63228279310948,0.0003276936857778667,1,1.176800878965878e-10,87.5200721000001,3,-161.63228279310948,-160.48942565025234,-157.9756553185049,-158.8278758838619,-154.22078276236132,-149.6136896408607,-140.39950339785955,-162.16179720231597,-149.0460246022578,2.7352427953967644,18.42837248600237,0.15788570484931083
