scenario,rho_nn,resolution,gamma,mean,count
early_seir_infected_only,1.0,0.009999999776482582,0.0,0.05,80
early_seir_infected_only,1.0,0.009999999776482582,0.25,0.0625,80
early_seir_infected_only,1.0,0.009999999776482582,0.5,0.05,80
early_seir_infected_only,1.0,0.009999999776482582,1.0,0.025,80
early_seir_infected_only,1.0,0.03162277489900589,0.0,0.075,80
early_seir_infected_only,1.0,0.03162277489900589,0.25,0.1125,80
early_seir_infected_only,1.0,0.03162277489900589,0.5,0.0875,80
early_seir_infected_only,1.0,0.03162277489900589,1.0,0.0625,80
early_seir_infected_only,1.0,0.10000000149011612,0.0,0.1375,80
early_seir_infected_only,1.0,0.10000000149011612,0.25,0.1625,80
early_seir_infected_only,1.0,0.10000000149011612,0.5,0.175,80
early_seir_infected_only,1.0,0.10000000149011612,1.0,0.175,80
early_seir_infected_only,1.0,0.3162277638912201,0.0,0.3,80
early_seir_infected_only,1.0,0.3162277638912201,0.25,0.375,80
early_seir_infected_only,1.0,0.3162277638912201,0.5,0.3875,80
early_seir_infected_only,1.0,0.3162277638912201,1.0,0.4,80
early_seir_infected_only,1.0,1.0,0.0,0.45,80
early_seir_infected_only,1.0,1.0,0.25,0.5375,80
early_seir_infected_only,1.0,1.0,0.5,0.6,80
early_seir_infected_only,1.0,1.0,1.0,0.8375,80
early_seir_infected_only,1.0,3.1622776985168457,0.0,0.575,80
early_seir_infected_only,1.0,3.1622776985168457,0.25,0.7625,80
early_seir_infected_only,1.0,3.1622776985168457,0.5,0.95,80
early_seir_infected_only,1.0,3.1622776985168457,1.0,0.9875,80
early_seir_infected_only,1.0,10.0,0.0,0.6875,80
early_seir_infected_only,1.0,10.0,0.25,0.85,80
early_seir_infected_only,1.0,10.0,0.5,0.9625,80
early_seir_infected_only,1.0,10.0,1.0,0.9875,80
early_seir_infected_only,1.0,31.62277603149414,0.0,0.7375,80
early_seir_infected_only,1.0,31.62277603149414,0.25,0.8375,80
early_seir_infected_only,1.0,31.62277603149414,0.5,0.9125,80
early_seir_infected_only,1.0,31.62277603149414,1.0,0.975,80
early_seir_infected_only,1.0,100.0,0.0,0.7,80
early_seir_infected_only,1.0,100.0,0.25,0.7875,80
early_seir_infected_only,1.0,100.0,0.5,0.8625,80
early_seir_infected_only,1.0,100.0,1.0,0.9125,80
early_seir_infected_only,2.0,0.009999999776482582,0.0,0.05,80
early_seir_infected_only,2.0,0.009999999776482582,0.25,0.0625,80
early_seir_infected_only,2.0,0.009999999776482582,0.5,0.05,80
early_seir_infected_only,2.0,0.009999999776482582,1.0,0.025,80
early_seir_infected_only,2.0,0.03162277489900589,0.0,0.0625,80
early_seir_infected_only,2.0,0.03162277489900589,0.25,0.1125,80
early_seir_infected_only,2.0,0.03162277489900589,0.5,0.0875,80
early_seir_infected_only,2.0,0.03162277489900589,1.0,0.0625,80
early_seir_infected_only,2.0,0.10000000149011612,0.0,0.1,80
early_seir_infected_only,2.0,0.10000000149011612,0.25,0.15,80
early_seir_infected_only,2.0,0.10000000149011612,0.5,0.175,80
early_seir_infected_only,2.0,0.10000000149011612,1.0,0.175,80
early_seir_infected_only,2.0,0.3162277638912201,0.0,0.3,80
early_seir_infected_only,2.0,0.3162277638912201,0.25,0.375,80
early_seir_infected_only,2.0,0.3162277638912201,0.5,0.3875,80
early_seir_infected_only,2.0,0.3162277638912201,1.0,0.4,80
early_seir_infected_only,2.0,1.0,0.0,0.45,80
early_seir_infected_only,2.0,1.0,0.25,0.5375,80
early_seir_infected_only,2.0,1.0,0.5,0.6,80
early_seir_infected_only,2.0,1.0,1.0,0.8375,80
early_seir_infected_only,2.0,3.1622776985168457,0.0,0.5625,80
early_seir_infected_only,2.0,3.1622776985168457,0.25,0.7625,80
early_seir_infected_only,2.0,3.1622776985168457,0.5,0.95,80
early_seir_infected_only,2.0,3.1622776985168457,1.0,0.9875,80
early_seir_infected_only,2.0,10.0,0.0,0.6875,80
early_seir_infected_only,2.0,10.0,0.25,0.825,80
early_seir_infected_only,2.0,10.0,0.5,0.9375,80
early_seir_infected_only,2.0,10.0,1.0,0.975,80
early_seir_infected_only,2.0,31.62277603149414,0.0,0.725,80
early_seir_infected_only,2.0,31.62277603149414,0.25,0.825,80
early_seir_infected_only,2.0,31.62277603149414,0.5,0.9,80
early_seir_infected_only,2.0,31.62277603149414,1.0,0.925,80
early_seir_infected_only,2.0,100.0,0.0,0.6625,80
early_seir_infected_only,2.0,100.0,0.25,0.7,80
early_seir_infected_only,2.0,100.0,0.5,0.7875,80
early_seir_infected_only,2.0,100.0,1.0,0.7875,80
early_seir_infected_only,4.0,0.009999999776482582,0.0,0.0375,80
early_seir_infected_only,4.0,0.009999999776482582,0.25,0.05,80
early_seir_infected_only,4.0,0.009999999776482582,0.5,0.05,80
early_seir_infected_only,4.0,0.009999999776482582,1.0,0.025,80
early_seir_infected_only,4.0,0.03162277489900589,0.0,0.0375,80
early_seir_infected_only,4.0,0.03162277489900589,0.25,0.1,80
early_seir_infected_only,4.0,0.03162277489900589,0.5,0.0875,80
early_seir_infected_only,4.0,0.03162277489900589,1.0,0.0625,80
early_seir_infected_only,4.0,0.10000000149011612,0.0,0.1,80
early_seir_infected_only,4.0,0.10000000149011612,0.25,0.1375,80
early_seir_infected_only,4.0,0.10000000149011612,0.5,0.175,80
early_seir_infected_only,4.0,0.10000000149011612,1.0,0.175,80
early_seir_infected_only,4.0,0.3162277638912201,0.0,0.3,80
early_seir_infected_only,4.0,0.3162277638912201,0.25,0.35,80
early_seir_infected_only,4.0,0.3162277638912201,0.5,0.3875,80
early_seir_infected_only,4.0,0.3162277638912201,1.0,0.4,80
