schema_version,protocol_hash,status,scenario,truth,candidate,seed,observation,noise,n_observations,dimension,objective,deviance,forecast_mse,gradient_norm,best_start,wall_seconds,second_best_objective_gap,jacobian_rank,aic,aicc,bic,gic_eff,gic_vol_025,gic_vol_050,gic_vol_100,ogic_p,ogic_e,d_obs,c_obs,prior_energy
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,15,infected,0.02,16,14,-32.062740688038666,-84.7852034566093,0.006721210758809254,1.493241817691242e-05,2,69.76801780000096,3.0169644560373854e-11,8,-56.785203456609295,363.2147965433907,-45.96896134525236,-78.11843530635315,-75.90376370087714,-73.68909209540114,-69.25974888444912,-79.97614678204378,-55.2667949541733,2.404528337282758,8.85868642190403,20.65972208053196
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,16,infected,0.02,16,14,-28.847403168236927,-77.07432675791617,0.010321803549670395,1.463008622734056e-05,4,71.66978539997945,1.01214681080819e-09,8,-49.07432675791617,370.9256732420838,-38.25808464655923,-70.78769542628532,-68.74273468383761,-66.6977739413899,-62.60785245649448,-72.53948083489567,-49.514963366683006,2.2674229615102477,8.179842969790846,19.379520421442315
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,17,infected,0.02,16,14,-26.68572499781647,-76.12923413666772,0.009085583280056148,2.39879008037291e-05,0,73.58413529998506,2.376658869707171e-10,8,-48.12923413666772,371.8707658633323,-37.312992025310784,-70.04446843035029,-68.00026468837358,-65.95606094639687,-61.86765346244346,-71.74000348193002,-45.19463502772611,2.194615327368848,8.176814967906838,22.757784141034776
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,18,infected,0.02,16,14,-29.53523731814652,-81.59517903022713,0.008645100661063762,2.1317372996994723e-05,4,76.0195244999777,1.3237482221484242e-09,8,-53.59517903022713,366.40482096977286,-42.778936918870194,-75.37375575320661,-73.29595400617137,-71.21815225913613,-67.06254876506564,-77.1073707757128,-50.75926764815208,2.2439041272571667,8.311206988140961,22.524704393934083
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,19,infected,0.02,16,14,-33.25316746978362,-86.64478842744171,0.007624560884520078,1.2070201979373008e-05,4,63.18462300000829,8.771650072958437e-11,8,-58.64478842744171,361.3552115725583,-47.828546316084775,-80.31948493822382,-78.17665739075481,-76.0338298432858,-71.7481747483478,-82.08204643943556,-57.93502474969121,2.281370994003078,8.571310189876032,20.138453487874468
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,20,infected,0.02,16,14,-26.12873844393533,-76.18479981739831,0.006698236750061134,1.050488721912709e-05,2,61.255975200008834,8.26638313355943e-10,8,-48.184799817398314,371.8152001826017,-37.36855770604138,-69.84893597311121,-67.68948273707171,-65.53002950103222,-61.21112302895323,-71.61444014344798,-43.61966394371268,2.28517983697517,8.63781294415798,23.927322929527655
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,21,infected,0.02,16,14,-32.70061250958429,-86.18964168551025,0.0070935491977370535,2.5932169751376287e-05,3,55.15599430000293,1.0378897741247783e-10,8,-58.18964168551025,361.81035831448975,-47.37339957415332,-79.83573667950691,-77.66237345250839,-75.48901022550986,-71.14228377151282,-81.60626806428996,-56.707772111174485,2.2916868106101456,8.693452907994091,20.788416666341668
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,22,infected,0.02,16,14,-24.911015720604645,-71.15243788363975,0.008566993994144331,1.4324183244577602e-05,4,70.50663519999944,4.3709746933018323e-10,8,-43.15243788363975,376.8475621163602,-32.336195772282814,-64.95989690030491,-62.85962438059891,-60.75935186089291,-56.55880682148091,-66.68546380006033,-41.420941362385285,2.233487041789709,8.401090078824003,21.330406442430455
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,23,infected,0.02,16,14,-31.89835872352749,-85.50956716714444,0.00876771769467447,3.092977556165357e-05,1,69.93983230000595,8.08597633294994e-12,8,-57.50956716714444,362.49043283285556,-46.693325055787504,-79.28097070422972,-77.20408803487712,-75.1272053655245,-70.97344002681929,-81.01658455277163,-55.489186769644554,2.246491307186404,8.307530677410425,21.71284972008946
2.0,d2529863525fee49,ok,early_seir_infected_only,seir,neural_ode_h2,24,infected,0.02,16,14,-30.28485114514493,-81.83796672945849,0.007160873978076767,2.7474565566606014e-05,4,83.588379599998,4.374314244159905e-10,8,-53.837966729458486,366.16203327054154,-43.02172461810155,-75.31847815436706,-73.14671357214158,-70.97494898991609,-66.63141982546513,-77.13514981125016,-51.88264396138793,2.351408459104164,8.68705832890193,21.268264439168625
