scenario,seed,method,mse,log_score,coverage90,mean_width90,within_variance,between_variance,weight_sir,weight_tv_sir,weight_ude_sir_h2,weight_neural_ode_h2
early_seir_infected_only,5,equal,0.002254622196366211,1.6788594173802622,1.0,0.15552664558633725,0.0015998302763989773,0.0007605523302624567,0.25,0.25,0.25,0.25
early_seir_infected_only,5,aic,0.0008988236815699,2.079582943202101,1.0,0.13308833905965756,0.001788698418852805,2.4244842246185024e-05,0.8319903032306409,0.16790301321837345,0.00010282831624576503,3.855234739894372e-06
early_seir_infected_only,5,bic,0.0008362361937675868,2.1083558737605577,1.0,0.1299177498315571,0.0017155544998156828,1.3524287628821591e-05,0.9147436704921593,0.0852527937336839,3.49465484279191e-06,4.11193141399788e-08
early_seir_infected_only,5,gic_evid,0.0007935293597082061,2.1282241571942375,1.0,0.12788277802381007,0.0016708764780252294,5.645406406703689e-06,0.488330016342358,0.032989421728234075,0.4786721735240835,8.388405324430285e-06
early_seir_infected_only,5,stacking,0.0007741746310594336,2.1395022100374947,1.0,0.1264754711756788,0.001640103592469263,1.854983337647358e-12,0.9999999951471557,1.0174907145642217e-10,4.3359068755709875e-09,4.151883044823046e-10
early_seir_infected_only,5,hard_gic_pred,0.000765157433409054,2.141570547742983,1.0,0.12658044426103796,0.0016434152381755139,0.0,0.0,0.0,1.0,0.0
early_seir_infected_only,6,equal,0.0010774526347445447,1.8595132921575759,1.0,0.1722580291458381,0.0019057524640345939,0.0010334941712895284,0.25,0.25,0.25,0.25
early_seir_infected_only,6,aic,0.0005705207416620816,2.1123977088064785,1.0,0.14810016093088255,0.002094727007372473,0.00016476109909387571,0.4415563285962067,0.5583281770038302,0.0001121419571742511,3.3524427887993557e-06
early_seir_infected_only,6,bic,0.0003654644945748485,2.195929661271482,1.0,0.14027913507079473,0.0018692261828230875,0.0001554699830739142,0.6313316428490253,0.36866335443832987,4.956213313749275e-06,4.649933108747031e-08
early_seir_infected_only,6,gic_evid,0.00012862293656478984,2.2304532670707418,1.0,0.14442008099867604,0.0020769070219175696,0.00011098493339014753,0.5481901796646695,0.14064211398109877,0.3111644875295003,3.21882473137561e-06
early_seir_infected_only,6,stacking,0.0011980377163748035,1.9515965394936812,1.0,0.15959590551586467,0.0025951066198122803,1.3328141364441154e-05,0.020365993944007336,0.9796326442947746,1.3617612181867754e-06,6.563630576007631e-51
early_seir_infected_only,6,hard_gic_pred,0.0012343822778266024,1.9442478112786592,1.0,0.1599694020257241,0.002619302757715672,0.0,0.0,1.0,0.0,0.0
early_seir_infected_only,7,equal,0.0038558192545249115,1.2580993167594965,1.0,0.14134235107950563,0.0014177036927454777,0.0005186698856307527,0.25,0.25,0.25,0.25
early_seir_infected_only,7,aic,0.00236123011225632,1.6184785829669817,1.0,0.12666416993857602,0.0016261536758073087,1.1780114963974158e-06,0.8745408891676959,0.1253497922509517,0.00010800507555600413,1.3135057964968978e-06
early_seir_infected_only,7,bic,0.002342535668683655,1.6184943902291147,1.0,0.1256628579598807,0.0016035360699210317,6.237167240293409e-07,0.9379130668848996,0.06208333900418066,3.580445330793059e-06,1.3665588758769968e-08
