study,seed,criterion,truth,selected,correct
fhn_standard,2,ogic_e,fhn,fhn,1
fhn_standard,3,aic,fhn,fhn,1
fhn_standard,3,aicc,fhn,fhn,1
fhn_standard,3,bic,fhn,fhn,1
fhn_standard,3,gic_eff,fhn,fhn,1
fhn_standard,3,gic_vol_050,fhn,fhn,1
fhn_standard,3,ogic_e,fhn,fhn,1
fhn_standard,4,aic,fhn,fhn,1
fhn_standard,4,aicc,fhn,fhn,1
fhn_standard,4,bic,fhn,fhn,1
fhn_standard,4,gic_eff,fhn,fhn,1
fhn_standard,4,gic_vol_050,fhn,fhn,1
fhn_standard,4,ogic_e,fhn,fhn,1
fhn_standard,5,aic,fhn,fhn,1
fhn_standard,5,aicc,fhn,fhn,1
fhn_standard,5,bic,fhn,fhn,1
fhn_standard,5,gic_eff,fhn,fhn,1
fhn_standard,5,gic_vol_050,fhn,fhn,1
fhn_standard,5,ogic_e,fhn,fhn,1
fhn_standard,6,aic,fhn,fhn,1
fhn_standard,6,aicc,fhn,fhn,1
fhn_standard,6,bic,fhn,fhn,1
fhn_standard,6,gic_eff,fhn,fhn,1
fhn_standard,6,gic_vol_050,fhn,fhn,1
fhn_standard,6,ogic_e,fhn,fhn,1
fhn_standard,7,aic,fhn,fhn,1
fhn_standard,7,aicc,fhn,fhn,1
fhn_standard,7,bic,fhn,fhn,1
fhn_standard,7,gic_eff,fhn,fhn,1
fhn_standard,7,gic_vol_050,fhn,fhn,1
fhn_standard,7,ogic_e,fhn,fhn,1
fhn_standard,8,aic,fhn,fhn,1
fhn_standard,8,aicc,fhn,fhn,1
fhn_standard,8,bic,fhn,fhn,1
fhn_standard,8,gic_eff,fhn,fhn,1
fhn_standard,8,gic_vol_050,fhn,fhn,1
fhn_standard,8,ogic_e,fhn,fhn,1
fhn_standard,9,aic,fhn,fhn,1
fhn_standard,9,aicc,fhn,fhn,1
fhn_standard,9,bic,fhn,fhn,1
fhn_standard,9,gic_eff,fhn,fhn,1
fhn_standard,9,gic_vol_050,fhn,fhn,1
fhn_standard,9,ogic_e,fhn,fhn,1
fhn_standard,10,aic,fhn,fhn,1
fhn_standard,10,aicc,fhn,fhn,1
fhn_standard,10,bic,fhn,fhn,1
fhn_standard,10,gic_eff,fhn,fhn,1
fhn_standard,10,gic_vol_050,fhn,fhn,1
fhn_standard,10,ogic_e,fhn,fhn,1
fhn_standard,11,aic,fhn,tv_fhn,0
fhn_standard,11,aicc,fhn,fhn,1
fhn_standard,11,bic,fhn,fhn,1
fhn_standard,11,gic_eff,fhn,fhn,1
fhn_standard,11,gic_vol_050,fhn,fhn,1
fhn_standard,11,ogic_e,fhn,fhn,1
fhn_standard,12,aic,fhn,fhn,1
fhn_standard,12,aicc,fhn,fhn,1
fhn_standard,12,bic,fhn,fhn,1
fhn_standard,12,gic_eff,fhn,fhn,1
fhn_standard,12,gic_vol_050,fhn,fhn,1
fhn_standard,12,ogic_e,fhn,fhn,1
fhn_standard,13,aic,fhn,fhn,1
fhn_standard,13,aicc,fhn,fhn,1
fhn_standard,13,bic,fhn,fhn,1
fhn_standard,13,gic_eff,fhn,fhn,1
fhn_standard,13,gic_vol_050,fhn,fhn,1
fhn_standard,13,ogic_e,fhn,fhn,1
fhn_standard,14,aic,fhn,fhn,1
fhn_standard,14,aicc,fhn,fhn,1
fhn_standard,14,bic,fhn,fhn,1
fhn_standard,14,gic_eff,fhn,fhn,1
fhn_standard,14,gic_vol_050,fhn,fhn,1
fhn_standard,14,ogic_e,fhn,fhn,1
fhn_standard,15,aic,fhn,fhn,1
fhn_standard,15,aicc,fhn,fhn,1
fhn_standard,15,bic,fhn,fhn,1
fhn_standard,15,gic_eff,fhn,fhn,1
fhn_standard,15,gic_vol_050,fhn,fhn,1
fhn_standard,15,ogic_e,fhn,fhn,1
fhn_standard,16,aic,fhn,fhn,1
fhn_standard,16,aicc,fhn,fhn,1
fhn_standard,16,bic,fhn,fhn,1
fhn_standard,16,gic_eff,fhn,fhn,1
fhn_standard,16,gic_vol_050,fhn,fhn,1
fhn_standard,16,ogic_e,fhn,fhn,1
fhn_standard,17,aic,fhn,fhn,1
fhn_standard,17,aicc,fhn,fhn,1
fhn_standard,17,bic,fhn,fhn,1
fhn_standard,17,gic_eff,fhn,fhn,1
fhn_standard,17,gic_vol_050,fhn,fhn,1
fhn_standard,17,ogic_e,fhn,fhn,1
fhn_standard,18,aic,fhn,fhn,1
fhn_standard,18,aicc,fhn,fhn,1
fhn_standard,18,bic,fhn,fhn,1
fhn_standard,18,gic_eff,fhn,fhn,1
fhn_standard,18,gic_vol_050,fhn,fhn,1
fhn_standard,18,ogic_e,fhn,fhn,1
fhn_standard,19,aic,fhn,fhn,1
fhn_standard,19,aicc,fhn,fhn,1
fhn_standard,19,bic,fhn,fhn,1
fhn_standard,19,gic_eff,fhn,fhn,1
fhn_standard,19,gic_vol_050,fhn,fhn,1
fhn_standard,19,ogic_e,fhn,fhn,1
fhn_standard,20,aic,fhn,fhn,1
fhn_standard,20,aicc,fhn,fhn,1
fhn_standard,20,bic,fhn,fhn,1
fhn_standard,20,gic_eff,fhn,fhn,1
fhn_standard,20,gic_vol_050,fhn,fhn,1
fhn_standard,20,ogic_e,fhn,fhn,1
fhn_standard,21,aic,fhn,fhn,1
fhn_standard,21,aicc,fhn,fhn,1
fhn_standard,21,bic,fhn,fhn,1
fhn_standard,21,gic_eff,fhn,fhn,1
fhn_standard,21,gic_vol_050,fhn,fhn,1
fhn_standard,21,ogic_e,fhn,fhn,1
fhn_standard,22,aic,fhn,fhn,1
fhn_standard,22,aicc,fhn,fhn,1
fhn_standard,22,bic,fhn,fhn,1
fhn_standard,22,gic_eff,fhn,fhn,1
fhn_standard,22,gic_vol_050,fhn,fhn,1
fhn_standard,22,ogic_e,fhn,fhn,1
fhn_standard,23,aic,fhn,fhn,1
fhn_standard,23,aicc,fhn,fhn,1
fhn_standard,23,bic,fhn,fhn,1
fhn_standard,23,gic_eff,fhn,fhn,1
fhn_standard,23,gic_vol_050,fhn,fhn,1
fhn_standard,23,ogic_e,fhn,fhn,1
fhn_standard,24,aic,fhn,fhn,1
fhn_standard,24,aicc,fhn,fhn,1
fhn_standard,24,bic,fhn,fhn,1
fhn_standard,24,gic_eff,fhn,fhn,1
fhn_standard,24,gic_vol_050,fhn,fhn,1
fhn_standard,24,ogic_e,fhn,fhn,1
fhn_standard,25,aic,fhn,fhn,1
fhn_standard,25,aicc,fhn,fhn,1
fhn_standard,25,bic,fhn,fhn,1
fhn_standard,25,gic_eff,fhn,fhn,1
fhn_standard,25,gic_vol_050,fhn,fhn,1
fhn_standard,25,ogic_e,fhn,fhn,1
fhn_standard,26,aic,fhn,fhn,1
fhn_standard,26,aicc,fhn,fhn,1
fhn_standard,26,bic,fhn,fhn,1
fhn_standard,26,gic_eff,fhn,fhn,1
fhn_standard,26,gic_vol_050,fhn,fhn,1
fhn_standard,26,ogic_e,fhn,fhn,1
fhn_standard,27,aic,fhn,fhn,1
fhn_standard,27,aicc,fhn,fhn,1
fhn_standard,27,bic,fhn,fhn,1
fhn_standard,27,gic_eff,fhn,fhn,1
fhn_standard,27,gic_vol_050,fhn,fhn,1
fhn_standard,27,ogic_e,fhn,fhn,1
fhn_standard,28,aic,fhn,fhn,1
fhn_standard,28,aicc,fhn,fhn,1
fhn_standard,28,bic,fhn,fhn,1
fhn_standard,28,gic_eff,fhn,fhn,1
fhn_standard,28,gic_vol_050,fhn,fhn,1
fhn_standard,28,ogic_e,fhn,fhn,1
fhn_standard,29,aic,fhn,fhn,1
fhn_standard,29,aicc,fhn,fhn,1
fhn_standard,29,bic,fhn,fhn,1
fhn_standard,29,gic_eff,fhn,fhn,1
fhn_standard,29,gic_vol_050,fhn,fhn,1
fhn_standard,29,ogic_e,fhn,fhn,1
fhn_ude,0,aic,ude_fhn,ude_fhn,1
fhn_ude,0,aicc,ude_fhn,ude_fhn,1
fhn_ude,0,bic,ude_fhn,ude_fhn,1
fhn_ude,0,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,0,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,0,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,1,aic,ude_fhn,ude_fhn,1
fhn_ude,1,aicc,ude_fhn,ude_fhn,1
fhn_ude,1,bic,ude_fhn,tv_fhn,0
fhn_ude,1,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,1,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,1,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,2,aic,ude_fhn,tv_fhn,0
fhn_ude,2,aicc,ude_fhn,tv_fhn,0
fhn_ude,2,bic,ude_fhn,tv_fhn,0
fhn_ude,2,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,2,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,2,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,3,aic,ude_fhn,ude_fhn,1
fhn_ude,3,aicc,ude_fhn,ude_fhn,1
fhn_ude,3,bic,ude_fhn,ude_fhn,1
fhn_ude,3,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,3,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,3,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,4,aic,ude_fhn,ude_fhn,1
fhn_ude,4,aicc,ude_fhn,ude_fhn,1
fhn_ude,4,bic,ude_fhn,tv_fhn,0
fhn_ude,4,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,4,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,4,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,5,aic,ude_fhn,ude_fhn,1
fhn_ude,5,aicc,ude_fhn,ude_fhn,1
fhn_ude,5,bic,ude_fhn,ude_fhn,1
fhn_ude,5,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,5,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,5,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,6,aic,ude_fhn,ude_fhn,1
fhn_ude,6,aicc,ude_fhn,ude_fhn,1
fhn_ude,6,bic,ude_fhn,tv_fhn,0
fhn_ude,6,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,6,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,6,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,7,aic,ude_fhn,ude_fhn,1
fhn_ude,7,aicc,ude_fhn,tv_fhn,0
fhn_ude,7,bic,ude_fhn,tv_fhn,0
fhn_ude,7,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,7,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,7,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,8,aic,ude_fhn,ude_fhn,1
fhn_ude,8,aicc,ude_fhn,ude_fhn,1
fhn_ude,8,bic,ude_fhn,tv_fhn,0
fhn_ude,8,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,8,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,8,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,9,aic,ude_fhn,ude_fhn,1
fhn_ude,9,aicc,ude_fhn,ude_fhn,1
fhn_ude,9,bic,ude_fhn,ude_fhn,1
fhn_ude,9,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,9,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,9,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,10,aic,ude_fhn,ude_fhn,1
fhn_ude,10,aicc,ude_fhn,ude_fhn,1
fhn_ude,10,bic,ude_fhn,ude_fhn,1
fhn_ude,10,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,10,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,10,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,11,aic,ude_fhn,ude_fhn,1
fhn_ude,11,aicc,ude_fhn,ude_fhn,1
fhn_ude,11,bic,ude_fhn,tv_fhn,0
fhn_ude,11,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,11,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,11,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,12,aic,ude_fhn,ude_fhn,1
fhn_ude,12,aicc,ude_fhn,ude_fhn,1
fhn_ude,12,bic,ude_fhn,tv_fhn,0
fhn_ude,12,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,12,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,12,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,13,aic,ude_fhn,ude_fhn,1
fhn_ude,13,aicc,ude_fhn,ude_fhn,1
fhn_ude,13,bic,ude_fhn,tv_fhn,0
fhn_ude,13,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,13,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,13,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,14,aic,ude_fhn,ude_fhn,1
fhn_ude,14,aicc,ude_fhn,ude_fhn,1
fhn_ude,14,bic,ude_fhn,ude_fhn,1
fhn_ude,14,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,14,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,14,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,15,aic,ude_fhn,tv_fhn,0
fhn_ude,15,aicc,ude_fhn,tv_fhn,0
fhn_ude,15,bic,ude_fhn,tv_fhn,0
fhn_ude,15,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,15,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,15,ogic_e,ude_fhn,tv_fhn,0
fhn_ude,16,aic,ude_fhn,ude_fhn,1
fhn_ude,16,aicc,ude_fhn,ude_fhn,1
fhn_ude,16,bic,ude_fhn,ude_fhn,1
fhn_ude,16,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,16,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,16,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,17,aic,ude_fhn,ude_fhn,1
fhn_ude,17,aicc,ude_fhn,ude_fhn,1
fhn_ude,17,bic,ude_fhn,tv_fhn,0
fhn_ude,17,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,17,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,17,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,18,aic,ude_fhn,tv_fhn,0
fhn_ude,18,aicc,ude_fhn,tv_fhn,0
fhn_ude,18,bic,ude_fhn,tv_fhn,0
fhn_ude,18,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,18,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,18,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,19,aic,ude_fhn,ude_fhn,1
fhn_ude,19,aicc,ude_fhn,ude_fhn,1
fhn_ude,19,bic,ude_fhn,tv_fhn,0
fhn_ude,19,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,19,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,19,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,20,aic,ude_fhn,ude_fhn,1
fhn_ude,20,aicc,ude_fhn,ude_fhn,1
fhn_ude,20,bic,ude_fhn,ude_fhn,1
fhn_ude,20,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,20,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,20,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,21,aic,ude_fhn,ude_fhn,1
fhn_ude,21,aicc,ude_fhn,ude_fhn,1
fhn_ude,21,bic,ude_fhn,tv_fhn,0
fhn_ude,21,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,21,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,21,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,22,aic,ude_fhn,ude_fhn,1
fhn_ude,22,aicc,ude_fhn,ude_fhn,1
fhn_ude,22,bic,ude_fhn,tv_fhn,0
fhn_ude,22,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,22,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,22,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,23,aic,ude_fhn,ude_fhn,1
fhn_ude,23,aicc,ude_fhn,ude_fhn,1
fhn_ude,23,bic,ude_fhn,tv_fhn,0
fhn_ude,23,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,23,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,23,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,24,aic,ude_fhn,tv_fhn,0
fhn_ude,24,aicc,ude_fhn,tv_fhn,0
fhn_ude,24,bic,ude_fhn,tv_fhn,0
fhn_ude,24,gic_eff,ude_fhn,tv_fhn,0
fhn_ude,24,gic_vol_050,ude_fhn,tv_fhn,0
fhn_ude,24,ogic_e,ude_fhn,tv_fhn,0
fhn_ude,25,aic,ude_fhn,ude_fhn,1
fhn_ude,25,aicc,ude_fhn,tv_fhn,0
fhn_ude,25,bic,ude_fhn,tv_fhn,0
fhn_ude,25,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,25,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,25,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,26,aic,ude_fhn,ude_fhn,1
fhn_ude,26,aicc,ude_fhn,ude_fhn,1
fhn_ude,26,bic,ude_fhn,ude_fhn,1
fhn_ude,26,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,26,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,26,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,27,aic,ude_fhn,ude_fhn,1
fhn_ude,27,aicc,ude_fhn,ude_fhn,1
fhn_ude,27,bic,ude_fhn,fhn,0
fhn_ude,27,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,27,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,27,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,28,aic,ude_fhn,ude_fhn,1
fhn_ude,28,aicc,ude_fhn,ude_fhn,1
fhn_ude,28,bic,ude_fhn,ude_fhn,1
fhn_ude,28,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,28,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,28,ogic_e,ude_fhn,ude_fhn,1
fhn_ude,29,aic,ude_fhn,ude_fhn,1
fhn_ude,29,aicc,ude_fhn,ude_fhn,1
fhn_ude,29,bic,ude_fhn,tv_fhn,0
fhn_ude,29,gic_eff,ude_fhn,ude_fhn,1
fhn_ude,29,gic_vol_050,ude_fhn,ude_fhn,1
fhn_ude,29,ogic_e,ude_fhn,ude_fhn,1
