study,seed,criterion,truth,selected,correct,selection_gap,support_entropy
biochemical_ude,22,aic,ude_mm,mm,0,3.400677886100965,0.43229900990429165
biochemical_ude,22,aicc,ude_mm,mm,0,3.9980804835035713,0.36553980600991653
biochemical_ude,22,bic,ude_mm,mm,0,4.619553710969143,0.30329512759211347
biochemical_ude,22,gic_pred,ude_mm,mm,0,0.26744744544760124,1.073149049250131
biochemical_ude,22,gic_evid,ude_mm,mm,0,0.6472939922677483,0.7400668968519173
biochemical_ude,22,gic_eff_logn,ude_mm,mm,0,0.6568707014760093,1.0439544486406693
biochemical_ude,23,aic,ude_mm,mm,0,3.019976539792964,0.4749842393961215
biochemical_ude,23,aicc,ude_mm,mm,0,3.61737913719557,0.4064124482617115
biochemical_ude,23,bic,ude_mm,mm,0,4.238852364661142,0.3407001115951429
biochemical_ude,23,gic_pred,ude_mm,mm,0,0.35730154439397666,1.103669061762858
biochemical_ude,23,gic_evid,ude_mm,mm,0,0.7364435040776982,0.7421017227805234
biochemical_ude,23,gic_eff_logn,ude_mm,mm,0,0.8073530202666461,1.0701961174789014
biochemical_ude,24,aic,ude_mm,mm,0,3.0139128066308274,0.4757349385197257
biochemical_ude,24,aicc,ude_mm,mm,0,3.6113154040334337,0.40707693142858203
biochemical_ude,24,bic,ude_mm,mm,0,4.232788631499005,0.3413186513453596
biochemical_ude,24,gic_pred,ude_mm,mm,0,0.37313920212835683,1.1093007648257152
biochemical_ude,24,gic_evid,ude_mm,mm,0,0.7061952797563436,0.7511987176465255
biochemical_ude,24,gic_eff_logn,ude_mm,mm,0,0.7190725439959067,1.0697069484267216
biochemical_ude,25,aic,ude_mm,mm,0,2.510412494024763,0.5304695367947527
biochemical_ude,25,aicc,ude_mm,mm,0,3.1078150914273692,0.4629873723493315
biochemical_ude,25,bic,ude_mm,mm,0,3.729288318892941,0.39423829174099057
biochemical_ude,25,gic_pred,ude_mm,mm,0,0.4539403148287988,1.1017557354916572
biochemical_ude,25,gic_evid,ude_mm,mm,0,0.6733011036428138,0.7628074071321845
biochemical_ude,25,gic_eff_logn,ude_mm,mm,0,0.7428146381680563,1.0819662780212103
biochemical_ude,26,aic,ude_mm,mm,0,3.673626259026946,0.407697407811502
biochemical_ude,26,aicc,ude_mm,mm,0,4.271028856429552,0.3374306550152754
biochemical_ude,26,bic,ude_mm,mm,0,4.892502083895124,0.2781670657110407
biochemical_ude,26,gic_pred,ude_mm,ude_mm,1,1.1981548402895044,1.0135268049627153
biochemical_ude,26,gic_evid,ude_mm,mm,0,1.9617625175261821,0.6497208066752913
biochemical_ude,26,gic_eff_logn,ude_mm,mm,0,0.10209392028625075,1.0512151921769068
biochemical_ude,27,aic,ude_mm,mm,0,4.462507879727411,0.3557137946601915
biochemical_ude,27,aicc,ude_mm,mm,0,5.059910477130018,0.2633698297061939
biochemical_ude,27,bic,ude_mm,mm,0,5.681383704595589,0.2138763843255578
biochemical_ude,27,gic_pred,ude_mm,ude_mm,1,5.203242455684887,0.39143188403506746
biochemical_ude,27,gic_evid,ude_mm,ude_mm,1,1.741971150628757,0.624247455347642
biochemical_ude,27,gic_eff_logn,ude_mm,ude_mm,1,3.7403428870580626,0.5547954141680025
biochemical_ude,28,aic,ude_mm,mm,0,4.5252387502070235,0.7673146360529609
biochemical_ude,28,aicc,ude_mm,mm,0,5.7694959925249805,0.20990418872316047
biochemical_ude,28,bic,ude_mm,mm,0,6.390969219990566,0.17974922657524378
biochemical_ude,28,gic_pred,ude_mm,ude_mm,1,5.632442274178544,0.2502101918021233
biochemical_ude,28,gic_evid,ude_mm,ude_mm,1,5.850927342277515,0.20385703342635167
biochemical_ude,28,gic_eff_logn,ude_mm,ude_mm,1,6.635632722466966,0.2182101718636842
biochemical_ude,29,aic,ude_mm,mm,0,5.004694878404166,0.3911442531399181
biochemical_ude,29,aicc,ude_mm,mm,0,5.602097475806772,0.21990519748252524
biochemical_ude,29,bic,ude_mm,mm,0,6.223570703272344,0.1786209337207715
biochemical_ude,29,gic_pred,ude_mm,ude_mm,1,5.571485682920667,0.36988448982237526
biochemical_ude,29,gic_evid,ude_mm,ude_mm,1,3.3835483441940255,0.44023726979922817
biochemical_ude,29,gic_eff_logn,ude_mm,ude_mm,1,5.922834344063318,0.36744450713444626
ecology_rm,0,aic,rm,rm,1,11.646062109075388,0.020373043978612275
ecology_rm,0,aicc,rm,rm,1,19.05495959456863,0.0007813426036180933
ecology_rm,0,bic,rm,rm,1,28.663137189436128,9.382133348254496e-06
ecology_rm,0,gic_pred,rm,neural_ode,0,0.9549903970926721,0.7165031005476319
ecology_rm,0,gic_evid,rm,rm,1,11.356363383978959,0.022883136241608173
ecology_rm,0,gic_eff_logn,rm,rm,1,2.6600186464536932,0.6208531384010845
ecology_rm,1,aic,rm,rm,1,18.203541147011947,0.002010599614206651
ecology_rm,1,aicc,rm,rm,1,24.7936202415747,9.323113198183397e-05
ecology_rm,1,bic,rm,rm,1,33.62750033082972,1.3069554814006198e-06
ecology_rm,1,gic_pred,rm,rm,1,4.099900372116508,0.5178629190468362
ecology_rm,1,gic_evid,rm,rm,1,16.04119725173709,0.005473579429829235
ecology_rm,1,gic_eff_logn,rm,rm,1,3.4217068995587283,0.4614843225738855
ecology_rm,2,aic,rm,rm,1,14.462016093231227,0.007358377679134729
ecology_rm,2,aicc,rm,rm,1,21.87091357872447,0.0003016605175616811
ecology_rm,2,bic,rm,rm,1,31.479091173591968,3.887495699700783e-06
ecology_rm,2,gic_pred,rm,rm,1,2.737881060959012,0.827714272176773
ecology_rm,2,gic_evid,rm,rm,1,15.948778663209595,0.0033521349132802406
ecology_rm,2,gic_eff_logn,rm,rm,1,2.8970145790220556,0.5774374280798715
ecology_rm,3,aic,rm,rm,1,15.877030107139376,0.0031888310672737222
ecology_rm,3,aicc,rm,rm,1,23.285927592632618,0.00011108120107900363
ecology_rm,3,bic,rm,rm,1,32.89410518750012,1.2566327792468777e-06
ecology_rm,3,gic_pred,rm,rm,1,2.5663754294831165,0.5238777095254075
ecology_rm,3,gic_evid,rm,rm,1,14.127327243646619,0.006894307023086749
ecology_rm,3,gic_eff_logn,rm,rm,1,5.426674883691817,0.2341892914837635
ecology_rm,4,aic,rm,rm,1,17.779957210658324,0.0014149886126164368
ecology_rm,4,aicc,rm,rm,1,25.188854696151566,4.922283520651413e-05
ecology_rm,4,bic,rm,rm,1,34.797032291019065,5.591848946512698e-07
ecology_rm,4,gic_pred,rm,rm,1,5.58043369436615,0.2524323113886919
ecology_rm,4,gic_evid,rm,rm,1,18.64025853399309,0.0009683102083931206
ecology_rm,4,gic_eff_logn,rm,rm,1,9.62249579839127,0.08921294899092791
ecology_rm,5,aic,rm,rm,1,15.71940160885731,0.0035528030497244557
ecology_rm,5,aicc,rm,rm,1,23.128299094350552,0.00012745624262655537
ecology_rm,5,bic,rm,rm,1,32.73647668921805,1.4779927840823629e-06
ecology_rm,5,gic_pred,rm,rm,1,2.6966757173156566,0.563593010105397
ecology_rm,5,gic_evid,rm,rm,1,13.530630070484392,0.009013162534507761
ecology_rm,5,gic_eff_logn,rm,rm,1,5.863206782218697,0.27729409886775735
ecology_rm,6,aic,rm,rm,1,14.567524806314168,0.00570103215933863
ecology_rm,6,aicc,rm,rm,1,21.97642229180741,0.0002035937660456695
ecology_rm,6,bic,rm,rm,1,31.58459988667491,2.3410284272016138e-06
ecology_rm,6,gic_pred,rm,rm,1,0.7775904085524985,0.6810140263476725
ecology_rm,6,gic_evid,rm,rm,1,10.831237107392923,0.02841244194766378
ecology_rm,6,gic_eff_logn,rm,rm,1,3.1281436764158457,0.4705898950158299
ecology_rm,7,aic,rm,rm,1,15.591871544987384,0.003668184015726172
ecology_rm,7,aicc,rm,rm,1,23.000769030480626,0.00012959989177890212
ecology_rm,7,bic,rm,rm,1,32.608946625348125,1.4824037615273625e-06
ecology_rm,7,gic_pred,rm,rm,1,2.186917475087853,0.5875161775306351
ecology_rm,7,gic_evid,rm,rm,1,12.949837319526694,0.011521620581180303
ecology_rm,7,gic_eff_logn,rm,rm,1,4.946923189431857,0.3114347683889007
ecology_rm,8,aic,rm,rm,1,15.894241923442564,0.0031971507927173333
ecology_rm,8,aicc,rm,rm,1,23.303139408935806,0.00011212877874228575
ecology_rm,8,bic,rm,rm,1,32.911317003803305,1.2757987646496712e-06
ecology_rm,8,gic_pred,rm,rm,1,3.037522384094302,0.48875367845284107
ecology_rm,8,gic_evid,rm,rm,1,14.771159878674467,0.0052074822894072875
ecology_rm,8,gic_eff_logn,rm,rm,1,6.380612358940596,0.1932213690304352
ecology_rm,9,aic,rm,rm,1,11.835847317355615,0.01858811849400348
ecology_rm,9,aicc,rm,rm,1,19.244744802848857,0.0007046442162938143
ecology_rm,9,bic,rm,rm,1,28.852922397716355,8.391630692599224e-06
ecology_rm,9,gic_pred,rm,rm,1,0.8976525108233773,0.6759471611207902
ecology_rm,9,gic_evid,rm,rm,1,19.46159979902197,0.0006422697047840927
ecology_rm,9,gic_eff_logn,rm,rm,1,6.281222449535903,0.18535093422072754
ecology_rm,10,aic,rm,rm,1,14.917122470467177,0.005442381926075172
ecology_rm,10,aicc,rm,rm,1,22.32601995596042,0.00020783582971169878
ecology_rm,10,bic,rm,rm,1,31.934197550827918,2.5341768897020105e-06
ecology_rm,10,gic_pred,rm,rm,1,2.287659332678686,0.7334632753336428
ecology_rm,10,gic_evid,rm,rm,1,14.924864252687428,0.005285114783671668
ecology_rm,10,gic_eff_logn,rm,rm,1,4.59231396406588,0.4783439360742513
ecology_rm,11,aic,rm,rm,1,15.789612662781508,0.0033142203815934774
ecology_rm,11,aicc,rm,rm,1,23.19851014827475,0.00011560038178950906
ecology_rm,11,bic,rm,rm,1,32.80668774314225,1.3088603861950236e-06
ecology_rm,11,gic_pred,rm,rm,1,0.8534305355000242,0.6711701979527879
ecology_rm,11,gic_evid,rm,rm,1,11.151645633531928,0.024824820584866434
ecology_rm,11,gic_eff_logn,rm,rm,1,1.9848723237425077,0.5841244488773106
ecology_rm,12,aic,rm,rm,1,15.92534940865994,0.003490767563640327
ecology_rm,12,aicc,rm,rm,1,23.334246894153182,0.00013133332014382806
ecology_rm,12,bic,rm,rm,1,32.94242448902068,1.5866911612414419e-06
ecology_rm,12,gic_pred,rm,rm,1,4.09443683936297,0.5001609508602238
ecology_rm,12,gic_evid,rm,rm,1,17.749778871331443,0.001536421831271785
ecology_rm,12,gic_eff_logn,rm,rm,1,5.892496622658683,0.2658157113403455
ecology_rm,13,aic,rm,rm,1,12.047078588158968,0.016993000978867034
ecology_rm,13,aicc,rm,rm,1,19.45597607365218,0.0006408322545767257
ecology_rm,13,bic,rm,rm,1,29.064153668519708,7.610023901745901e-06
ecology_rm,13,gic_pred,rm,neural_ode,0,0.8581574082078873,0.6780863902447055
ecology_rm,13,gic_evid,rm,rm,1,11.164105270243397,0.024702627311635326
ecology_rm,13,gic_eff_logn,rm,rm,1,2.4333320546560913,0.554164920093104
ecology_rm,14,aic,rm,rm,1,14.519385038448434,0.0108885575783403
ecology_rm,14,aicc,rm,rm,1,20.575445644509074,0.0005648746038191697
ecology_rm,14,bic,rm,rm,1,29.409325733764092,8.521595044904355e-06
ecology_rm,14,gic_pred,rm,rm,1,0.6812799302776966,0.8874306825343868
ecology_rm,14,gic_evid,rm,rm,1,17.930726190977254,0.002001016394274923
ecology_rm,14,gic_eff_logn,rm,rm,1,0.8534660258643498,0.6984314672013763
ecology_rm,15,aic,rm,rm,1,13.81895989998361,0.00792351253952712
ecology_rm,15,aicc,rm,rm,1,21.227857385476852,0.0002874325031571667
ecology_rm,15,bic,rm,rm,1,30.83603498034435,3.3379393574041776e-06
ecology_rm,15,gic_pred,rm,rm,1,2.293699541031117,0.5707240862246202
ecology_rm,15,gic_evid,rm,rm,1,18.261600727663847,0.0011057684219383489
ecology_rm,15,gic_eff_logn,rm,rm,1,7.052885818329344,0.16239166850886083
ecology_rm,16,aic,rm,rm,1,13.660172109110476,0.009164251608309651
ecology_rm,16,aicc,rm,rm,1,21.069069594603718,0.00035111120367069216
ecology_rm,16,bic,rm,rm,1,30.677247189471217,4.270011430857886e-06
ecology_rm,16,gic_pred,rm,rm,1,2.531799944486636,0.7321942793239201
ecology_rm,16,gic_evid,rm,rm,1,19.465106664211532,0.0009101409036077718
ecology_rm,16,gic_eff_logn,rm,rm,1,4.456585612249455,0.4060440000495316
ecology_rm,17,aic,rm,rm,1,16.84558666579852,0.0025652866514878823
ecology_rm,17,aicc,rm,rm,1,24.254484151291763,0.00010156065818323142
ecology_rm,17,bic,rm,rm,1,33.86266174615926,1.2797825143978525e-06
ecology_rm,17,gic_pred,rm,rm,1,3.7527182181785292,0.5791071931821817
ecology_rm,17,gic_evid,rm,rm,1,14.295977677875953,0.006939120605276512
ecology_rm,17,gic_eff_logn,rm,rm,1,4.877052077177325,0.40305866730068934
ecology_rm,18,aic,rm,rm,1,15.713878363852132,0.0034924066496434913
ecology_rm,18,aicc,rm,rm,1,23.122775849345373,0.00012357147514029118
ecology_rm,18,bic,rm,rm,1,32.73095344421287,1.4158688521609106e-06
ecology_rm,18,gic_pred,rm,rm,1,2.2557975767427365,0.586664019443751
ecology_rm,18,gic_evid,rm,rm,1,13.197102920620921,0.010361210316637611
ecology_rm,18,gic_eff_logn,rm,rm,1,4.959299457615998,0.3197220246579851
ecology_rm,19,aic,rm,rm,1,16.105847988113396,0.002922947625591808
ecology_rm,19,aicc,rm,rm,1,23.514745473606638,0.00010247760563984986
ecology_rm,19,bic,rm,rm,1,33.12292306847414,1.1664662609421086e-06
ecology_rm,19,gic_pred,rm,rm,1,3.041765454069207,0.4928147539709045
ecology_rm,19,gic_evid,rm,rm,1,14.558804992474336,0.005720624992870522
ecology_rm,19,gic_eff_logn,rm,rm,1,6.164310950813729,0.21324427803777918
ecology_rm,20,aic,rm,rm,1,13.747141851050799,0.008144242243172256
ecology_rm,20,aicc,rm,rm,1,21.15603933654404,0.00029515583256645004
ecology_rm,20,bic,rm,rm,1,30.76421693141154,3.423905952555515e-06
ecology_rm,20,gic_pred,rm,rm,1,2.4836529457808183,0.5348245571975262
ecology_rm,20,gic_evid,rm,rm,1,18.629854725220497,0.0009299579994608919
ecology_rm,20,gic_eff_logn,rm,rm,1,7.521250753154732,0.11299821436108755
ecology_rm,21,aic,rm,rm,1,15.19958825371043,0.004778117850190378
ecology_rm,21,aicc,rm,rm,1,22.608485739203672,0.00018094286876752617
ecology_rm,21,bic,rm,rm,1,32.21666333407117,2.1930467403872954e-06
ecology_rm,21,gic_pred,rm,rm,1,2.536873784770762,0.6726225029251585
ecology_rm,21,gic_evid,rm,rm,1,15.744486698489823,0.003662687974866641
ecology_rm,21,gic_eff_logn,rm,rm,1,5.622552170747895,0.38596238954657247
ecology_rm,22,aic,rm,rm,1,15.126943007828459,0.004442944722255836
ecology_rm,22,aicc,rm,rm,1,22.5358404933217,0.0001567405589353282
ecology_rm,22,bic,rm,rm,1,32.1440180881892,1.7877798028201232e-06
ecology_rm,22,gic_pred,rm,rm,1,2.692402562255154,0.5093249313759198
ecology_rm,22,gic_evid,rm,rm,1,15.753378848207745,0.0033673979646850426
ecology_rm,22,gic_eff_logn,rm,rm,1,6.48450837060949,0.16034591891778946
ecology_rm,23,aic,rm,rm,1,15.931661819005399,0.003117569465067967
ecology_rm,23,aicc,rm,rm,1,23.34055930449864,0.00010862047235178635
ecology_rm,23,bic,rm,rm,1,32.94873689936614,1.2291612237401955e-06
ecology_rm,23,gic_pred,rm,rm,1,3.157557148396677,0.46122546541824894
ecology_rm,23,gic_evid,rm,rm,1,15.286338287276607,0.0041435009977315385
ecology_rm,23,gic_eff_logn,rm,rm,1,6.588513587248997,0.1598632953391401
ecology_rm,24,aic,rm,rm,1,15.655356599712718,0.003528102941583687
ecology_rm,24,aicc,rm,rm,1,23.06425408520596,0.00012358535203968823
ecology_rm,24,bic,rm,rm,1,32.67243168007346,1.4036174547688243e-06
ecology_rm,24,gic_pred,rm,rm,1,2.080847713029698,0.5798662300755686
ecology_rm,24,gic_evid,rm,rm,1,12.396818102150405,0.014607801891627708
ecology_rm,24,gic_eff_logn,rm,rm,1,4.660520486908581,0.30809316875117937
ecology_rm,25,aic,rm,rm,1,14.59004855719661,0.005641238879708975
ecology_rm,25,aicc,rm,rm,1,21.99894604268985,0.00020128732177163437
ecology_rm,25,bic,rm,rm,1,31.60712363755735,2.3130805281755764e-06
ecology_rm,25,gic_pred,rm,rm,1,1.7870470405738388,0.608966710292039
ecology_rm,25,gic_evid,rm,rm,1,14.465726806522213,0.005947268812116477
ecology_rm,25,gic_eff_logn,rm,rm,1,5.187269742038325,0.26305216605895915
ecology_rm,26,aic,rm,rm,1,7.893372906314767,0.09410806978634022
ecology_rm,26,aicc,rm,rm,1,15.30227039180798,0.004122611027001838
ecology_rm,26,bic,rm,rm,1,24.910447986675507,5.2607524682079637e-05
ecology_rm,26,gic_pred,rm,neural_ode,0,3.557364108690251,0.43168797780121476
ecology_rm,26,gic_evid,rm,rm,1,14.66595931584493,0.005687972775311367
ecology_rm,26,gic_eff_logn,rm,rm,1,1.2810827523076398,0.7178345421558957
ecology_rm,27,aic,rm,rm,1,12.490819672101168,0.014104598395218784
ecology_rm,27,aicc,rm,rm,1,19.89971715759441,0.0005273668617968219
ecology_rm,27,bic,rm,rm,1,29.507894752461908,6.236007302549984e-06
ecology_rm,27,gic_pred,rm,rm,1,0.23776330406423085,0.7154069484149247
ecology_rm,27,gic_evid,rm,rm,1,12.670788573128249,0.013010285716780767
ecology_rm,27,gic_eff_logn,rm,rm,1,4.222889623251433,0.38756914527220765
ecology_rm,28,aic,rm,rm,1,17.258514358293155,0.0018924984004826976
ecology_rm,28,aicc,rm,rm,1,24.667411843786397,6.90269310775011e-05
ecology_rm,28,bic,rm,rm,1,34.275589438653896,8.154339667770753e-07
ecology_rm,28,gic_pred,rm,rm,1,4.071251681773447,0.4352243846136111
ecology_rm,28,gic_evid,rm,rm,1,14.439833635296338,0.006132062847354376
ecology_rm,28,gic_eff_logn,rm,rm,1,7.062786820210704,0.23149213821404274
ecology_rm,29,aic,rm,rm,1,14.069923673384721,0.007168775187837557
ecology_rm,29,aicc,rm,rm,1,21.478821158877963,0.00026039387351740835
ecology_rm,29,bic,rm,rm,1,31.086998753745462,3.03092134778412e-06
ecology_rm,29,gic_pred,rm,rm,1,1.1235115017918815,0.6846685340378463
ecology_rm,29,gic_evid,rm,rm,1,13.988253361773076,0.007339882347850266
ecology_rm,29,gic_eff_logn,rm,rm,1,4.371207335571853,0.3678018355247126
fhn_standard,0,aic,fhn,fhn,1,1.4450186054316987,0.6327352678033319
fhn_standard,0,aicc,fhn,fhn,1,1.8370331244879594,0.5980700623647842
fhn_standard,0,bic,fhn,fhn,1,7.03659969662516,0.13053173751997266
fhn_standard,0,gic_pred,fhn,fhn,1,0.1907235350770975,1.0871770999307808
fhn_standard,0,gic_evid,fhn,fhn,1,0.14053957315144316,0.7821239428817885
fhn_standard,0,gic_eff_logn,fhn,fhn,1,0.47868515164634573,0.8198025909282618
fhn_standard,1,aic,fhn,fhn,1,3.62743263818669,0.4067594881380602
fhn_standard,1,aicc,fhn,fhn,1,4.019447157242951,0.36367089582130246
fhn_standard,1,bic,fhn,fhn,1,9.219013729380151,0.055350636139317615
fhn_standard,1,gic_pred,fhn,fhn,1,0.8528728078549079,0.9542248540511161
fhn_standard,1,gic_evid,fhn,fhn,1,1.0664670127727618,0.7014080874039257
fhn_standard,1,gic_eff_logn,fhn,fhn,1,3.105410164977968,0.5402363209979026
fhn_standard,2,aic,fhn,fhn,1,3.423963159722007,0.4289120298763844
fhn_standard,2,aicc,fhn,fhn,1,3.8159776787782675,0.3851854779258856
fhn_standard,2,bic,fhn,fhn,1,9.015544250915468,0.060110070542516505
fhn_standard,2,gic_pred,fhn,fhn,1,1.0210921433030649,0.9639459826666682
fhn_standard,2,gic_evid,fhn,fhn,1,0.9584238019853615,0.707164372784569
fhn_standard,2,gic_eff_logn,fhn,fhn,1,2.945199217672041,0.5622218179758924
fhn_standard,3,aic,fhn,fhn,1,3.511333313836303,0.4190811113847533
fhn_standard,3,aicc,fhn,fhn,1,3.903347832892564,0.3758086621596746
fhn_standard,3,bic,fhn,fhn,1,9.102914405029765,0.05802121664300779
fhn_standard,3,gic_pred,fhn,fhn,1,0.03839009649931313,0.9532604925291632
fhn_standard,3,gic_evid,fhn,fhn,1,0.04655564037886961,0.7293364350563458
fhn_standard,3,gic_eff_logn,fhn,fhn,1,0.0911989484127389,0.743170150695113
fhn_standard,4,aic,fhn,fhn,1,0.5431623396208352,0.6849478197429014
fhn_standard,4,aicc,fhn,fhn,1,0.9351768586770959,0.6668001607288332
fhn_standard,4,bic,fhn,fhn,1,6.1347434308142965,0.18190907380615093
fhn_standard,4,gic_pred,fhn,tv_fhn,0,0.057389619027219396,1.077403805792032
fhn_standard,4,gic_evid,fhn,fhn,1,1.3566807367756155,0.7544253807257422
fhn_standard,4,gic_eff_logn,fhn,fhn,1,3.0974611003779273,0.6917970582088873
fhn_standard,5,aic,fhn,fhn,1,1.4567556131664787,0.6331487968647329
fhn_standard,5,aicc,fhn,fhn,1,1.8487701322227963,0.5973371105853149
fhn_standard,5,bic,fhn,fhn,1,7.04833670435994,0.12995543405166943
fhn_standard,5,gic_pred,fhn,ude_fhn,0,0.22425712421761546,1.0715760667532495
fhn_standard,5,gic_evid,fhn,fhn,1,1.096167089379719,0.7334963901380153
fhn_standard,5,gic_eff_logn,fhn,fhn,1,2.538003502740139,0.6782399062433879
fhn_standard,6,aic,fhn,fhn,1,2.348304781449542,0.5478121942467453
fhn_standard,6,aicc,fhn,fhn,1,2.740319300505803,0.5043102885020391
fhn_standard,6,bic,fhn,fhn,1,7.9398858726430035,0.0922412566822668
fhn_standard,6,gic_pred,fhn,fhn,1,0.8999263279689558,1.0366670565483835
fhn_standard,6,gic_evid,fhn,fhn,1,1.0787301750487472,0.7206170484477882
fhn_standard,6,gic_eff_logn,fhn,fhn,1,3.1605722245409424,0.5802651390512452
fhn_standard,7,aic,fhn,fhn,1,3.6158106708422793,0.4076597616529632
fhn_standard,7,aicc,fhn,fhn,1,4.00782518989854,0.3647915546811118
fhn_standard,7,bic,fhn,fhn,1,9.20739176203574,0.05561267911941226
fhn_standard,7,gic_pred,fhn,fhn,1,0.5699077059566662,0.9574254043250429
fhn_standard,7,gic_evid,fhn,fhn,1,0.4061350119252438,0.7240100066019406
fhn_standard,7,gic_eff_logn,fhn,fhn,1,1.5086159912291919,0.6908349371519121
fhn_standard,8,aic,fhn,fhn,1,2.922716980432483,0.4851181955019224
fhn_standard,8,aicc,fhn,fhn,1,3.314731499488744,0.4402357003901187
fhn_standard,8,bic,fhn,fhn,1,8.514298071625944,0.07351370217861941
fhn_standard,8,gic_pred,fhn,fhn,1,0.7953537215867641,1.0010518288816745
fhn_standard,8,gic_evid,fhn,fhn,1,1.0672832109150932,0.7088902811777908
fhn_standard,8,gic_eff_logn,fhn,fhn,1,3.1038004893695756,0.5606218548060151
fhn_standard,9,aic,fhn,fhn,1,0.5073537152769632,0.6865071182060375
fhn_standard,9,aicc,fhn,fhn,1,0.8993682343332239,0.668860582383235
fhn_standard,9,bic,fhn,fhn,1,6.0989348064704245,0.18425513972656937
fhn_standard,9,gic_pred,fhn,fhn,1,0.03598183982512637,1.0967929280300481
fhn_standard,9,gic_evid,fhn,fhn,1,0.8598201014530673,0.7855192661526478
fhn_standard,9,gic_eff_logn,fhn,fhn,1,2.747302666623966,0.7052938265010293
fhn_standard,10,aic,fhn,fhn,1,2.8615321889181473,0.4914831440965955
fhn_standard,10,aicc,fhn,fhn,1,3.253546707974408,0.44693980246447307
fhn_standard,10,bic,fhn,fhn,1,8.453113280111609,0.07532738057003877
fhn_standard,10,gic_pred,fhn,fhn,1,0.020520936701416304,1.0059837616798188
fhn_standard,10,gic_evid,fhn,fhn,1,0.033138257678615446,0.7436349382830345
fhn_standard,10,gic_eff_logn,fhn,fhn,1,0.05071727535840864,0.765504052218004
fhn_standard,11,aic,fhn,tv_fhn,0,0.24511569703838632,0.691853449981651
fhn_standard,11,aicc,fhn,fhn,1,0.1468988220178744,0.6926319642727539
fhn_standard,11,bic,fhn,fhn,1,5.346465394155075,0.23936496646619754
fhn_standard,11,gic_pred,fhn,tv_fhn,0,0.9364403116661606,1.0543606463721362
fhn_standard,11,gic_evid,fhn,fhn,1,0.3502074500768231,0.8506513298720066
fhn_standard,11,gic_eff_logn,fhn,fhn,1,1.1070450818773452,0.9017883604364971
fhn_standard,12,aic,fhn,fhn,1,2.4224148931444347,0.5398724171598809
fhn_standard,12,aicc,fhn,fhn,1,2.8144294122006954,0.49607618170424056
fhn_standard,12,bic,fhn,fhn,1,8.013995984337896,0.08960159998186425
fhn_standard,12,gic_pred,fhn,fhn,1,0.8145232407014191,1.0327699558243133
fhn_standard,12,gic_evid,fhn,fhn,1,1.0511309776547364,0.7166856779777319
fhn_standard,12,gic_eff_logn,fhn,fhn,1,2.809606171096277,0.6103192647955888
fhn_standard,13,aic,fhn,fhn,1,3.5988419932425586,0.40983823384820706
fhn_standard,13,aicc,fhn,fhn,1,3.9908565122988193,0.3666575997222983
fhn_standard,13,bic,fhn,fhn,1,9.19042308443602,0.0559973763938745
fhn_standard,13,gic_pred,fhn,fhn,1,1.0059875683978703,0.9513703750359417
fhn_standard,13,gic_evid,fhn,fhn,1,1.345492747226217,0.6811362574750383
fhn_standard,13,gic_eff_logn,fhn,fhn,1,3.3691577280305296,0.5118285086695583
fhn_standard,14,aic,fhn,fhn,1,3.739134024988516,0.39427289580565483
fhn_standard,14,aicc,fhn,fhn,1,4.131148544044777,0.3519731924185973
fhn_standard,14,bic,fhn,fhn,1,9.330715116181977,0.052890522339487184
fhn_standard,14,gic_pred,fhn,fhn,1,0.8892818442790258,0.9444437343029344
fhn_standard,14,gic_evid,fhn,fhn,1,0.7668887090612202,0.7123523846538896
fhn_standard,14,gic_eff_logn,fhn,fhn,1,2.3418183836437265,0.6142391003792664
fhn_standard,15,aic,fhn,fhn,1,3.254443832386414,0.44776599304475545
fhn_standard,15,aicc,fhn,fhn,1,3.646458351442675,0.4035352049032421
fhn_standard,15,bic,fhn,fhn,1,8.84602492357999,0.06436493770187639
fhn_standard,15,gic_pred,fhn,fhn,1,1.0246392699573335,0.9766259370594834
fhn_standard,15,gic_evid,fhn,fhn,1,0.9596235006917482,0.7096552690534597
fhn_standard,15,gic_eff_logn,fhn,fhn,1,2.957185005866336,0.5674696842609129
fhn_standard,16,aic,fhn,fhn,1,2.5381836289629405,0.527104566530661
fhn_standard,16,aicc,fhn,fhn,1,2.930198148019201,0.4830999270016176
fhn_standard,16,bic,fhn,fhn,1,8.129764720156402,0.08561564777173256
fhn_standard,16,gic_pred,fhn,fhn,1,0.2437368021282964,1.023526896557429
fhn_standard,16,gic_evid,fhn,fhn,1,0.16625838819868477,0.7430724530446724
fhn_standard,16,gic_eff_logn,fhn,fhn,1,0.5992363461773493,0.7614548144901174
fhn_standard,17,aic,fhn,fhn,1,0.39615065736830957,0.690329277945729
fhn_standard,17,aicc,fhn,fhn,1,0.7881651764245703,0.6746733242854348
fhn_standard,17,bic,fhn,fhn,1,5.987731748561771,0.19169781779715175
fhn_standard,17,gic_pred,fhn,ude_fhn,0,0.3990535729603266,1.0916177804306395
fhn_standard,17,gic_evid,fhn,fhn,1,0.9527091305233739,0.7567608162477546
fhn_standard,17,gic_eff_logn,fhn,fhn,1,2.190759503766799,0.7724104129051608
fhn_standard,18,aic,fhn,fhn,1,2.922961575813588,0.48468360597330995
fhn_standard,18,aicc,fhn,fhn,1,3.3149760948698486,0.44010044633818773
fhn_standard,18,bic,fhn,fhn,1,8.51454266700705,0.07350652911708042
