scenario,seed,criterion,interpretation,candidate,weight
missing_neural_feedback,34,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7269624901550416
missing_neural_feedback,34,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.2730375064627319
missing_neural_feedback,35,gic_pred,predictive_support,neural_ode_h2,0.20055701134697362
missing_neural_feedback,35,gic_pred,predictive_support,seir,4.760399958135867e-12
missing_neural_feedback,35,gic_pred,predictive_support,sir,7.404998782514211e-26
missing_neural_feedback,35,gic_pred,predictive_support,tv_sir,0.3100234364946825
missing_neural_feedback,35,gic_pred,predictive_support,ude_sir_h2,0.4894195521535834
missing_neural_feedback,35,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,7.318228112986065e-08
missing_neural_feedback,35,gic_evid,equal_prior_posterior_approximation,seir,2.3113255269008513e-10
missing_neural_feedback,35,gic_evid,equal_prior_posterior_approximation,sir,2.1239245973931875e-24
missing_neural_feedback,35,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5728579509244411
missing_neural_feedback,35,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.4271419756621452
missing_neural_feedback,36,gic_pred,predictive_support,neural_ode_h2,0.8275130149684617
missing_neural_feedback,36,gic_pred,predictive_support,seir,2.0575440729636573e-17
missing_neural_feedback,36,gic_pred,predictive_support,sir,2.387332457535084e-32
missing_neural_feedback,36,gic_pred,predictive_support,tv_sir,0.018536422241819853
missing_neural_feedback,36,gic_pred,predictive_support,ude_sir_h2,0.1539505627897185
missing_neural_feedback,36,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.433989947801773e-06
missing_neural_feedback,36,gic_evid,equal_prior_posterior_approximation,seir,7.949375227932926e-15
missing_neural_feedback,36,gic_evid,equal_prior_posterior_approximation,sir,5.452150571904534e-30
missing_neural_feedback,36,gic_evid,equal_prior_posterior_approximation,tv_sir,0.28763051974369436
missing_neural_feedback,36,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.7123670462663498
missing_neural_feedback,37,gic_pred,predictive_support,neural_ode_h2,0.7485634508459521
missing_neural_feedback,37,gic_pred,predictive_support,seir,3.6926685137581425e-24
missing_neural_feedback,37,gic_pred,predictive_support,sir,4.492398729276085e-42
missing_neural_feedback,37,gic_pred,predictive_support,tv_sir,0.04976927057677477
missing_neural_feedback,37,gic_pred,predictive_support,ude_sir_h2,0.2016672785772733
missing_neural_feedback,37,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.699160144151899e-07
missing_neural_feedback,37,gic_evid,equal_prior_posterior_approximation,seir,1.074228041113792e-21
missing_neural_feedback,37,gic_evid,equal_prior_posterior_approximation,sir,7.69798134649192e-40
missing_neural_feedback,37,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5529773620406772
missing_neural_feedback,37,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.4470220680433084
missing_neural_feedback,38,gic_pred,predictive_support,neural_ode_h2,0.04701739520930681
missing_neural_feedback,38,gic_pred,predictive_support,seir,1.8996452328292596e-15
missing_neural_feedback,38,gic_pred,predictive_support,sir,7.918652851200296e-32
missing_neural_feedback,38,gic_pred,predictive_support,tv_sir,0.4376770514617262
missing_neural_feedback,38,gic_pred,predictive_support,ude_sir_h2,0.5153055533289651
missing_neural_feedback,38,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.15187036515633e-09
missing_neural_feedback,38,gic_evid,equal_prior_posterior_approximation,seir,9.11362412346153e-14
missing_neural_feedback,38,gic_evid,equal_prior_posterior_approximation,sir,2.2503576800837277e-30
missing_neural_feedback,38,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6885269197737491
missing_neural_feedback,38,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.31147307507428934
missing_neural_feedback,39,gic_pred,predictive_support,neural_ode_h2,0.18553902342511444
missing_neural_feedback,39,gic_pred,predictive_support,seir,2.210298880113997e-12
missing_neural_feedback,39,gic_pred,predictive_support,sir,5.252504593664807e-26
missing_neural_feedback,39,gic_pred,predictive_support,tv_sir,0.16712942883526888
missing_neural_feedback,39,gic_pred,predictive_support,ude_sir_h2,0.6473315477374063
missing_neural_feedback,39,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.2337342899747527e-08
missing_neural_feedback,39,gic_evid,equal_prior_posterior_approximation,seir,1.4114716348662337e-10
missing_neural_feedback,39,gic_evid,equal_prior_posterior_approximation,sir,1.977386258648517e-24
missing_neural_feedback,39,gic_evid,equal_prior_posterior_approximation,tv_sir,0.4576828546970943
missing_neural_feedback,39,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.5423171228244156
missing_neural_feedback,40,gic_pred,predictive_support,neural_ode_h2,0.3155725707463839
missing_neural_feedback,40,gic_pred,predictive_support,seir,3.75381800221838e-11
missing_neural_feedback,40,gic_pred,predictive_support,sir,6.419103103699452e-24
missing_neural_feedback,40,gic_pred,predictive_support,tv_sir,0.1519222650030232
missing_neural_feedback,40,gic_pred,predictive_support,ude_sir_h2,0.5325051642130547
missing_neural_feedback,40,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.9683661083799197e-07
missing_neural_feedback,40,gic_evid,equal_prior_posterior_approximation,seir,2.3533766824173304e-09
missing_neural_feedback,40,gic_evid,equal_prior_posterior_approximation,sir,2.378971045965678e-22
missing_neural_feedback,40,gic_evid,equal_prior_posterior_approximation,tv_sir,0.3677910188491914
missing_neural_feedback,40,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.6322087819608212
missing_neural_feedback,41,gic_pred,predictive_support,neural_ode_h2,0.4191251310037939
missing_neural_feedback,41,gic_pred,predictive_support,seir,6.006233233517188e-19
missing_neural_feedback,41,gic_pred,predictive_support,sir,9.602405007740009e-36
missing_neural_feedback,41,gic_pred,predictive_support,tv_sir,0.18802060531596576
missing_neural_feedback,41,gic_pred,predictive_support,ude_sir_h2,0.39285426368024035
missing_neural_feedback,41,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.0355216362077091e-07
missing_neural_feedback,41,gic_evid,equal_prior_posterior_approximation,seir,4.900219561019874e-17
missing_neural_feedback,41,gic_evid,equal_prior_posterior_approximation,sir,4.6945684734865985e-34
missing_neural_feedback,41,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6460471104802006
missing_neural_feedback,41,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.35395278596763563
missing_neural_feedback,42,gic_pred,predictive_support,neural_ode_h2,0.5862591030062364
missing_neural_feedback,42,gic_pred,predictive_support,seir,6.251236184727545e-23
missing_neural_feedback,42,gic_pred,predictive_support,sir,1.1121211015124925e-40
missing_neural_feedback,42,gic_pred,predictive_support,tv_sir,0.15823234349883938
missing_neural_feedback,42,gic_pred,predictive_support,ude_sir_h2,0.2555085534949242
missing_neural_feedback,42,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.309164678383755e-07
missing_neural_feedback,42,gic_evid,equal_prior_posterior_approximation,seir,1.001417087997748e-20
missing_neural_feedback,42,gic_evid,equal_prior_posterior_approximation,sir,1.0660705471384667e-38
missing_neural_feedback,42,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7142719050163755
missing_neural_feedback,42,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.2857275640671566
missing_neural_feedback,43,gic_pred,predictive_support,neural_ode_h2,0.8475891430968542
missing_neural_feedback,43,gic_pred,predictive_support,seir,1.1879263760275927e-15
missing_neural_feedback,43,gic_pred,predictive_support,sir,1.4385449439062515e-29
missing_neural_feedback,43,gic_pred,predictive_support,tv_sir,0.02199713837262649
missing_neural_feedback,43,gic_pred,predictive_support,ude_sir_h2,0.13041371853051822
missing_neural_feedback,43,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.4097199419378546e-06
missing_neural_feedback,43,gic_evid,equal_prior_posterior_approximation,seir,4.438158748550573e-13
missing_neural_feedback,43,gic_evid,equal_prior_posterior_approximation,sir,3.1654441117987748e-27
missing_neural_feedback,43,gic_evid,equal_prior_posterior_approximation,tv_sir,0.3389645276238464
missing_neural_feedback,43,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.6610330626557679
missing_neural_feedback,44,gic_pred,predictive_support,neural_ode_h2,0.11756708004345687
missing_neural_feedback,44,gic_pred,predictive_support,seir,1.1940609437542473e-19
missing_neural_feedback,44,gic_pred,predictive_support,sir,5.980842938625712e-37
missing_neural_feedback,44,gic_pred,predictive_support,tv_sir,0.2580339860454297
missing_neural_feedback,44,gic_pred,predictive_support,ude_sir_h2,0.6243989339111133
missing_neural_feedback,44,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.4105738925707219e-08
missing_neural_feedback,44,gic_evid,equal_prior_posterior_approximation,seir,7.154762783367826e-18
missing_neural_feedback,44,gic_evid,equal_prior_posterior_approximation,sir,2.1134823561729605e-35
missing_neural_feedback,44,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6102740175831464
missing_neural_feedback,44,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.3897259683111148
missing_neural_feedback,45,gic_pred,predictive_support,neural_ode_h2,0.09463555632266259
missing_neural_feedback,45,gic_pred,predictive_support,seir,2.1484161385708388e-19
missing_neural_feedback,45,gic_pred,predictive_support,sir,1.9534092550667675e-37
missing_neural_feedback,45,gic_pred,predictive_support,tv_sir,0.5829393116821092
missing_neural_feedback,45,gic_pred,predictive_support,ude_sir_h2,0.32242513199522815
missing_neural_feedback,45,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.793629788535821e-09
missing_neural_feedback,45,gic_evid,equal_prior_posterior_approximation,seir,9.504996236429592e-18
missing_neural_feedback,45,gic_evid,equal_prior_posterior_approximation,sir,5.0896508810245756e-36
missing_neural_feedback,45,gic_evid,equal_prior_posterior_approximation,tv_sir,0.8525415073093103
missing_neural_feedback,45,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.1474584858970598
missing_neural_feedback,46,gic_pred,predictive_support,neural_ode_h2,0.4824199873036609
missing_neural_feedback,46,gic_pred,predictive_support,seir,6.124294436080283e-19
missing_neural_feedback,46,gic_pred,predictive_support,sir,2.5051098809396854e-35
missing_neural_feedback,46,gic_pred,predictive_support,tv_sir,0.15870835842541606
missing_neural_feedback,46,gic_pred,predictive_support,ude_sir_h2,0.358871654270923
missing_neural_feedback,46,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.017388521815671e-07
missing_neural_feedback,46,gic_evid,equal_prior_posterior_approximation,seir,9.376798682915298e-17
missing_neural_feedback,46,gic_evid,equal_prior_posterior_approximation,sir,2.2804160791326703e-33
missing_neural_feedback,46,gic_evid,equal_prior_posterior_approximation,tv_sir,0.569882292082916
missing_neural_feedback,46,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.43011720617823174
missing_neural_feedback,47,gic_pred,predictive_support,neural_ode_h2,0.059059138476983214
missing_neural_feedback,47,gic_pred,predictive_support,seir,5.3683979096876166e-20
missing_neural_feedback,47,gic_pred,predictive_support,sir,4.196030745170088e-38
missing_neural_feedback,47,gic_pred,predictive_support,tv_sir,0.45285527407318293
missing_neural_feedback,47,gic_pred,predictive_support,ude_sir_h2,0.4880855874498337
missing_neural_feedback,47,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.545899724200997e-09
missing_neural_feedback,47,gic_evid,equal_prior_posterior_approximation,seir,2.364833372722914e-18
missing_neural_feedback,47,gic_evid,equal_prior_posterior_approximation,sir,1.0934625894554471e-36
missing_neural_feedback,47,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7730858824399492
missing_neural_feedback,47,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.22691411401415093
missing_neural_feedback,48,gic_pred,predictive_support,neural_ode_h2,0.06954726590824575
missing_neural_feedback,48,gic_pred,predictive_support,seir,1.727660592501618e-23
missing_neural_feedback,48,gic_pred,predictive_support,sir,8.763187440450198e-43
missing_neural_feedback,48,gic_pred,predictive_support,tv_sir,0.4609934326525547
missing_neural_feedback,48,gic_pred,predictive_support,ude_sir_h2,0.46945930143919956
missing_neural_feedback,48,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.167008740680342e-08
missing_neural_feedback,48,gic_evid,equal_prior_posterior_approximation,seir,1.2988676542138611e-21
missing_neural_feedback,48,gic_evid,equal_prior_posterior_approximation,sir,3.9153916314184727e-41
missing_neural_feedback,48,gic_evid,equal_prior_posterior_approximation,tv_sir,0.8363600822288411
missing_neural_feedback,48,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.16363990610107154
missing_neural_feedback,49,gic_pred,predictive_support,neural_ode_h2,0.17531192887172176
missing_neural_feedback,49,gic_pred,predictive_support,seir,9.081550113967569e-17
missing_neural_feedback,49,gic_pred,predictive_support,sir,7.627529478246249e-33
missing_neural_feedback,49,gic_pred,predictive_support,tv_sir,0.38910270253744883
missing_neural_feedback,49,gic_pred,predictive_support,ude_sir_h2,0.43558536859082936
missing_neural_feedback,49,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,9.667880161949296e-08
missing_neural_feedback,49,gic_evid,equal_prior_posterior_approximation,seir,7.626306986958451e-15
missing_neural_feedback,49,gic_evid,equal_prior_posterior_approximation,sir,3.810759893253803e-31
missing_neural_feedback,49,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7101718245999749
missing_neural_feedback,49,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.289828078721216
missing_neural_feedback,50,gic_pred,predictive_support,neural_ode_h2,0.9326575011100285
missing_neural_feedback,50,gic_pred,predictive_support,seir,2.460086154354494e-20
missing_neural_feedback,50,gic_pred,predictive_support,sir,1.3531334119198018e-35
missing_neural_feedback,50,gic_pred,predictive_support,tv_sir,0.0020785383403347244
missing_neural_feedback,50,gic_pred,predictive_support,ude_sir_h2,0.06526396054963678
missing_neural_feedback,50,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.0229164489521486e-05
missing_neural_feedback,50,gic_evid,equal_prior_posterior_approximation,seir,4.846749558942608e-17
missing_neural_feedback,50,gic_evid,equal_prior_posterior_approximation,sir,1.5638653041669916e-32
missing_neural_feedback,50,gic_evid,equal_prior_posterior_approximation,tv_sir,0.1628620713766099
missing_neural_feedback,50,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.8371276994589005
missing_neural_feedback,51,gic_pred,predictive_support,neural_ode_h2,0.8603378133046188
missing_neural_feedback,51,gic_pred,predictive_support,seir,6.105179874717177e-23
missing_neural_feedback,51,gic_pred,predictive_support,sir,8.010629919569448e-40
missing_neural_feedback,51,gic_pred,predictive_support,tv_sir,0.011457176939335898
missing_neural_feedback,51,gic_pred,predictive_support,ude_sir_h2,0.12820500975604535
missing_neural_feedback,51,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.732293832539276e-06
missing_neural_feedback,51,gic_evid,equal_prior_posterior_approximation,seir,4.1392975175349524e-20
missing_neural_feedback,51,gic_evid,equal_prior_posterior_approximation,sir,3.2159079940882934e-37
missing_neural_feedback,51,gic_evid,equal_prior_posterior_approximation,tv_sir,0.31066792461834647
missing_neural_feedback,51,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.689330343087821
missing_neural_feedback,52,gic_pred,predictive_support,neural_ode_h2,0.16958419241788594
missing_neural_feedback,52,gic_pred,predictive_support,seir,1.177901306038938e-18
missing_neural_feedback,52,gic_pred,predictive_support,sir,3.1103863406489407e-35
missing_neural_feedback,52,gic_pred,predictive_support,tv_sir,0.2887678911014658
missing_neural_feedback,52,gic_pred,predictive_support,ude_sir_h2,0.5416479164806483
missing_neural_feedback,52,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.3904761536079835e-08
missing_neural_feedback,52,gic_evid,equal_prior_posterior_approximation,seir,6.742907220458929e-17
missing_neural_feedback,52,gic_evid,equal_prior_posterior_approximation,sir,1.062046057246701e-33
missing_neural_feedback,52,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6607308950759794
missing_neural_feedback,52,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.33926906101925897
missing_neural_feedback,53,gic_pred,predictive_support,neural_ode_h2,0.20528538651722927
missing_neural_feedback,53,gic_pred,predictive_support,seir,3.31821747582598e-21
missing_neural_feedback,53,gic_pred,predictive_support,sir,2.314745010254769e-39
missing_neural_feedback,53,gic_pred,predictive_support,tv_sir,0.30376711036026605
missing_neural_feedback,53,gic_pred,predictive_support,ude_sir_h2,0.4909475031225046
missing_neural_feedback,53,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.538647505043357e-08
missing_neural_feedback,53,gic_evid,equal_prior_posterior_approximation,seir,2.481380359921682e-19
missing_neural_feedback,53,gic_evid,equal_prior_posterior_approximation,sir,1.0299240555532604e-37
missing_neural_feedback,53,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6707457811306253
missing_neural_feedback,53,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.32925418348289964
missing_neural_feedback,54,gic_pred,predictive_support,neural_ode_h2,0.3657876503962444
missing_neural_feedback,54,gic_pred,predictive_support,seir,7.971353787421457e-15
missing_neural_feedback,54,gic_pred,predictive_support,sir,3.776040488985628e-29
missing_neural_feedback,54,gic_pred,predictive_support,tv_sir,0.14782432345666743
missing_neural_feedback,54,gic_pred,predictive_support,ude_sir_h2,0.4863880261470802
missing_neural_feedback,54,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.2511407886179234e-07
missing_neural_feedback,54,gic_evid,equal_prior_posterior_approximation,seir,6.899150686814747e-13
missing_neural_feedback,54,gic_evid,equal_prior_posterior_approximation,sir,1.9076274823728767e-27
missing_neural_feedback,54,gic_evid,equal_prior_posterior_approximation,tv_sir,0.4239591494344196
missing_neural_feedback,54,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.5760405254508116
missing_neural_feedback,55,gic_pred,predictive_support,neural_ode_h2,0.07220408927982963
missing_neural_feedback,55,gic_pred,predictive_support,seir,9.493540010483772e-21
missing_neural_feedback,55,gic_pred,predictive_support,sir,6.520940782950311e-39
missing_neural_feedback,55,gic_pred,predictive_support,tv_sir,0.5001768295552588
missing_neural_feedback,55,gic_pred,predictive_support,ude_sir_h2,0.4276190811649117
missing_neural_feedback,55,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.7645663003178173e-08
missing_neural_feedback,55,gic_evid,equal_prior_posterior_approximation,seir,7.378594172743499e-19
missing_neural_feedback,55,gic_evid,equal_prior_posterior_approximation,sir,3.007526182238687e-37
missing_neural_feedback,55,gic_evid,equal_prior_posterior_approximation,tv_sir,0.8174561026453179
missing_neural_feedback,55,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.18254387970901909
missing_neural_feedback,56,gic_pred,predictive_support,neural_ode_h2,0.9909697585326775
missing_neural_feedback,56,gic_pred,predictive_support,seir,2.281839855737938e-19
missing_neural_feedback,56,gic_pred,predictive_support,sir,2.511448928873521e-33
missing_neural_feedback,56,gic_pred,predictive_support,tv_sir,0.00020491052730688654
missing_neural_feedback,56,gic_pred,predictive_support,ude_sir_h2,0.008825330940015648
missing_neural_feedback,56,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,0.00010490576355458279
missing_neural_feedback,56,gic_evid,equal_prior_posterior_approximation,seir,3.381243190612391e-15
missing_neural_feedback,56,gic_evid,equal_prior_posterior_approximation,sir,2.208017839766175e-29
missing_neural_feedback,56,gic_evid,equal_prior_posterior_approximation,tv_sir,0.12063009521972827
missing_neural_feedback,56,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.8792649990167137
missing_neural_feedback,57,gic_pred,predictive_support,neural_ode_h2,0.9400158984963818
missing_neural_feedback,57,gic_pred,predictive_support,seir,1.5983972189575046e-17
missing_neural_feedback,57,gic_pred,predictive_support,sir,1.2609212926418047e-31
missing_neural_feedback,57,gic_pred,predictive_support,tv_sir,0.005055919018650338
missing_neural_feedback,57,gic_pred,predictive_support,ude_sir_h2,0.054928182484967815
missing_neural_feedback,57,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.1840737193345976e-05
missing_neural_feedback,57,gic_evid,equal_prior_posterior_approximation,seir,2.0959146684871423e-14
missing_neural_feedback,57,gic_evid,equal_prior_posterior_approximation,sir,9.713160842531562e-29
missing_neural_feedback,57,gic_evid,equal_prior_posterior_approximation,tv_sir,0.2256968681690732
missing_neural_feedback,57,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.7742912910937125
missing_neural_feedback,58,gic_pred,predictive_support,neural_ode_h2,0.08486387034244668
missing_neural_feedback,58,gic_pred,predictive_support,seir,1.46607807713042e-14
missing_neural_feedback,58,gic_pred,predictive_support,sir,6.911101824537423e-30
missing_neural_feedback,58,gic_pred,predictive_support,tv_sir,0.33689400158229466
missing_neural_feedback,58,gic_pred,predictive_support,ude_sir_h2,0.578242128075244
missing_neural_feedback,58,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.2505385073444016e-08
missing_neural_feedback,58,gic_evid,equal_prior_posterior_approximation,seir,7.360688873070036e-13
missing_neural_feedback,58,gic_evid,equal_prior_posterior_approximation,sir,2.05083580417564e-28
missing_neural_feedback,58,gic_evid,equal_prior_posterior_approximation,tv_sir,0.596694675492823
missing_neural_feedback,58,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.40330530200105585
missing_neural_feedback,59,gic_pred,predictive_support,neural_ode_h2,0.1632832748212316
missing_neural_feedback,59,gic_pred,predictive_support,seir,2.620606815706205e-14
missing_neural_feedback,59,gic_pred,predictive_support,sir,3.9143530008221086e-29
missing_neural_feedback,59,gic_pred,predictive_support,tv_sir,0.41906631277183304
missing_neural_feedback,59,gic_pred,predictive_support,ude_sir_h2,0.41765041240690925
missing_neural_feedback,59,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.044584584512012e-08
missing_neural_feedback,59,gic_evid,equal_prior_posterior_approximation,seir,1.1657655643717371e-12
missing_neural_feedback,59,gic_evid,equal_prior_posterior_approximation,sir,1.0328818805413396e-27
missing_neural_feedback,59,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7174337009187519
missing_neural_feedback,59,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.28256625863423646
missing_neural_feedback,60,gic_pred,predictive_support,neural_ode_h2,0.06050170966991874
missing_neural_feedback,60,gic_pred,predictive_support,seir,6.869283878436279e-15
missing_neural_feedback,60,gic_pred,predictive_support,sir,7.496795397907277e-31
missing_neural_feedback,60,gic_pred,predictive_support,tv_sir,0.23763597059770575
missing_neural_feedback,60,gic_pred,predictive_support,ude_sir_h2,0.7018623197323687
missing_neural_feedback,60,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.195944684217317e-09
missing_neural_feedback,60,gic_evid,equal_prior_posterior_approximation,seir,3.5616870912224205e-13
missing_neural_feedback,60,gic_evid,equal_prior_posterior_approximation,sir,2.3001490701201032e-29
missing_neural_feedback,60,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5171987473317062
missing_neural_feedback,60,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.4828012484719929
missing_neural_feedback,61,gic_pred,predictive_support,neural_ode_h2,0.9246546138076452
missing_neural_feedback,61,gic_pred,predictive_support,seir,2.30759131573332e-22
missing_neural_feedback,61,gic_pred,predictive_support,sir,6.823939605281321e-39
missing_neural_feedback,61,gic_pred,predictive_support,tv_sir,0.013450796961136942
missing_neural_feedback,61,gic_pred,predictive_support,ude_sir_h2,0.06189458923121803
missing_neural_feedback,61,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.095230031151452e-06
missing_neural_feedback,61,gic_evid,equal_prior_posterior_approximation,seir,2.1621010497947645e-19
missing_neural_feedback,61,gic_evid,equal_prior_posterior_approximation,sir,3.783173182276067e-36
missing_neural_feedback,61,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5000703035314666
missing_neural_feedback,61,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.49992660123850213
missing_neural_feedback,62,gic_pred,predictive_support,neural_ode_h2,0.2010805047747757
missing_neural_feedback,62,gic_pred,predictive_support,seir,2.6935065759623264e-11
missing_neural_feedback,62,gic_pred,predictive_support,sir,2.7534882603482824e-25
missing_neural_feedback,62,gic_pred,predictive_support,tv_sir,0.4224614581598112
missing_neural_feedback,62,gic_pred,predictive_support,ude_sir_h2,0.37645803703847797
missing_neural_feedback,62,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.8389350324622124e-08
missing_neural_feedback,62,gic_evid,equal_prior_posterior_approximation,seir,1.3473178129690412e-09
missing_neural_feedback,62,gic_evid,equal_prior_posterior_approximation,sir,8.209968066490021e-24
missing_neural_feedback,62,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6510431260689752
missing_neural_feedback,62,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.3489568241943568
missing_neural_feedback,63,gic_pred,predictive_support,neural_ode_h2,0.10560317329205555
missing_neural_feedback,63,gic_pred,predictive_support,seir,6.516580271456954e-20
missing_neural_feedback,63,gic_pred,predictive_support,sir,9.37324646068942e-38
missing_neural_feedback,63,gic_pred,predictive_support,tv_sir,0.22387576459244304
missing_neural_feedback,63,gic_pred,predictive_support,ude_sir_h2,0.6705210621155014
missing_neural_feedback,63,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.608105668027685e-09
missing_neural_feedback,63,gic_evid,equal_prior_posterior_approximation,seir,4.268698334180286e-18
missing_neural_feedback,63,gic_evid,equal_prior_posterior_approximation,sir,3.624399409008038e-36
missing_neural_feedback,63,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5803154512862638
missing_neural_feedback,63,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.41968454210563055
missing_neural_feedback,64,gic_pred,predictive_support,neural_ode_h2,0.17533255443272772
missing_neural_feedback,64,gic_pred,predictive_support,seir,1.5619540326624346e-17
missing_neural_feedback,64,gic_pred,predictive_support,sir,7.33348469076046e-34
missing_neural_feedback,64,gic_pred,predictive_support,tv_sir,0.33980372458743474
missing_neural_feedback,64,gic_pred,predictive_support,ude_sir_h2,0.48486372097983754
missing_neural_feedback,64,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.4912333598466e-08
missing_neural_feedback,64,gic_evid,equal_prior_posterior_approximation,seir,7.874436894757042e-16
missing_neural_feedback,64,gic_evid,equal_prior_posterior_approximation,sir,2.204365438887306e-32
missing_neural_feedback,64,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7045755486734152
missing_neural_feedback,64,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.2954244164142504
missing_neural_feedback,65,gic_pred,predictive_support,neural_ode_h2,0.09810633392908252
missing_neural_feedback,65,gic_pred,predictive_support,seir,2.801158623611594e-20
missing_neural_feedback,65,gic_pred,predictive_support,sir,3.8986660599070917e-38
missing_neural_feedback,65,gic_pred,predictive_support,tv_sir,0.40785295685965967
missing_neural_feedback,65,gic_pred,predictive_support,ude_sir_h2,0.49404070921125787
missing_neural_feedback,65,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.5877416665767993e-08
missing_neural_feedback,65,gic_evid,equal_prior_posterior_approximation,seir,1.608249769579928e-18
missing_neural_feedback,65,gic_evid,equal_prior_posterior_approximation,sir,1.3186107380970316e-36
missing_neural_feedback,65,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7405128970827655
missing_neural_feedback,65,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.259487087039818
missing_neural_feedback,66,gic_pred,predictive_support,neural_ode_h2,0.15851349777236512
missing_neural_feedback,66,gic_pred,predictive_support,seir,7.343357452204584e-23
missing_neural_feedback,66,gic_pred,predictive_support,sir,6.226999611773582e-41
missing_neural_feedback,66,gic_pred,predictive_support,tv_sir,0.23804292241282193
