schema_version,protocol_hash,status,n_times,noise,trajectories,truth,candidate,seed,dimension,n_observations,objective,deviance,gradient_norm,best_start,wall_seconds,second_best_objective_gap,jacobian_rank,aic,aicc,bic,gic_eff,gic_vol_025,gic_vol_050,gic_vol_100,ogic_p,ogic_e,d_obs,c_obs,prior_energy,study_group,effective_dimension,relative_log_volume,gic_pred,gic_evid,gic_eff_logn
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,11,14,10,-23.03796824052847,-82.98850447332485,0.00019788769322581093,2,51.62831709999955,0.09766640957068518,9,-54.98850447332485,,-50.75231317140821,-70.94491725787563,-63.78522632781398,-56.62553539775233,-42.30615353762902,-72.52757753334457,-17.437172760810334,5.230463469990143,28.638763720246608,36.91256799226791,phase_diagram,5.230463469990143,28.638763720246608,-72.52757753334457,-17.437172760810334,-70.94491725787563
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,12,14,10,-19.169524271618517,-78.2953623942875,5.44097480832836e-05,0,47.001791999999114,0.14732282646981076,9,-50.295362394287494,,-46.05917109237085,-66.06479916259853,-58.921860198508654,-51.77892123441877,-37.493043306239,-67.67203015010486,-9.767292686877504,5.311666122091318,28.57175585635953,39.95631385105046,phase_diagram,5.311666122091318,28.57175585635953,-67.67203015010486,-9.767292686877504,-66.06479916259853
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,13,14,10,-21.677948267994456,-81.84837072248219,9.505917243363704e-05,0,49.63856120000128,0.23430254183667998,9,-53.84837072248219,,-49.612179420565546,-69.98183661209539,-62.956002865053584,-55.930169118011776,-41.878501623928166,-71.5412301555668,-15.252561547821685,5.153570283457697,28.103334988167227,38.492474186493276,phase_diagram,5.153570283457697,28.103334988167227,-71.5412301555668,-15.252561547821685,-69.98183661209539
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,14,14,10,-22.51364018710497,-84.36650018348034,4.747247143941245e-05,1,44.88660439999876,0.3008377855387536,9,-56.36650018348034,,-52.1303088815637,-72.10926449860405,-64.9502962935325,-57.79132808846095,-43.47339167831785,-73.72000054082154,-16.39140755392374,5.323249821329397,28.635872820286195,39.3392198092704,phase_diagram,5.323249821329397,28.635872820286195,-73.72000054082154,-16.39140755392374,-72.10926449860405
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,15,14,10,-16.449524569280126,-71.32460201060806,7.230771737731568e-05,0,46.365030700000716,0.15042591200325717,9,-43.32460201060806,,-39.08841070869142,-59.047417364351375,-51.79279763381176,-44.538177903272135,-30.0289384421929,-60.66077492025485,-3.8805702164017752,5.331913545176605,29.018478922158476,38.42555287204781,phase_diagram,5.331913545176605,29.018478922158476,-60.66077492025485,-3.8805702164017752,-59.047417364351375
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,16,14,10,-19.4839793203037,-80.2918200521424,2.5541026323461767e-05,0,46.580512599999565,1.1704914171628182,9,-52.2918200521424,,-48.05562875022576,-67.9792536141841,-60.81007166478267,-53.640889715381235,-39.30252581657836,-69.59726072799747,-10.291230843001657,5.3472796620724665,28.676727797605743,41.323861411535,phase_diagram,5.3472796620724665,28.676727797605743,-69.59726072799747,-10.291230843001657,-67.9792536141841
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,17,14,10,-21.579207541395792,-84.03002883024155,0.0004229988304538303,2,50.82532059999903,0.19043427803354973,9,-56.03002883024155,,-51.79383752832491,-71.6981286772733,-64.51808736652623,-57.338046055779174,-42.97796343428504,-73.3186764546096,-14.43824983980332,5.355676187815977,28.720165242988266,40.87161374744996,phase_diagram,5.355676187815977,28.720165242988266,-73.3186764546096,-14.43824983980332,-71.6981286772733
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,18,14,10,-22.75259948718235,-83.30075352834108,9.168702061743122e-05,2,50.64347590000034,0.03094711185190846,9,-55.300753528341076,,-51.064562226424435,-71.02616967567658,-63.82347271165881,-56.620775747641034,-42.21538181960548,-72.63918545859919,-16.6944111182936,5.330784034870943,28.8107878560711,37.79555455397637,phase_diagram,5.330784034870943,28.8107878560711,-72.63918545859919,-16.6944111182936,-71.02616967567658
2.0,b8f7a030acb2863a,ok,10,0.005,1,ude_sir_h2,neural_ode_h2,19,14,10,-23.714336197307865,-84.02488205264348,9.145468267387469e-05,0,48.394211499999074,0.183758778176216,8,-56.02488205264348,,-51.788690750726836,-72.37414121212709,-65.32241140560723,-58.27068159908737,-44.16722198604765,-73.90517713840124,-19.221753168536296,5.05985245712112,28.206919226079435,36.596209658027746,phase_diagram,5.05985245712112,28.206919226079435,-73.90517713840124,-19.221753168536296,-72.37414121212709
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,0,2,10,168.23012636159945,336.29562655923866,0.0003392124256096631,2,66.94412299999385,1.0578560249996372e-10,2,340.29562655923866,342.0099122735244,340.9007967452267,340.9004781905497,345.8361721186634,350.7718660467772,360.6432539030047,340.2953498661618,356.2030284356539,1.9998616534615716,19.742775712454986,0.16462616396025143,phase_diagram,1.9998616534615716,19.742775712454986,340.2953498661618,356.2030284356539,340.9004781905497
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,1,2,10,125.67850169508232,251.19562958082747,0.00026609269341181484,1,68.0744599000027,2.553406375227496e-10,2,255.19562958082747,256.9099152951132,255.80079976681557,255.80049104496837,260.7459494311363,265.69140781730425,275.58232458964017,255.1953614284381,271.13883693483643,1.9998659238053142,19.78183354467182,0.16137380933715478,phase_diagram,1.9998659238053142,19.78183354467182,255.1953614284381,271.13883693483643,255.80049104496837
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,2,2,10,136.69399244043547,273.2259806510289,0.00036069205475392163,1,61.0586248000036,8.472511581203435e-11,2,277.2259806510289,278.94026636531464,277.831150837017,277.83082803805974,282.76174586225846,287.6926636864572,297.5544993348546,277.2257002714171,293.1116561776658,1.9998598101940943,19.723671296794862,0.1620042298420151,phase_diagram,1.9998598101940943,19.723671296794862,277.2257002714171,293.1116561776658,277.83082803805974
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,3,2,10,128.23364998765152,256.30855245418473,0.00024403317884885635,1,57.917646500020055,1.4551915228366852e-11,2,260.30855245418473,262.02283816847046,260.9137226401728,260.91340876975687,265.852997783013,270.7925867962691,280.67176482278137,260.3082798298054,276.22565602832753,1.9998636878103162,19.758356053024503,0.1587475211182854,phase_diagram,1.9998636878103162,19.758356053024503,260.3082798298054,276.22565602832753,260.91340876975687
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,4,2,10,147.45534324340488,294.7505531870144,0.00033673028372382003,0,77.84229970001616,1.759303813742008e-11,2,298.7505531870144,300.46483890130014,299.3557233730025,299.35541055128584,304.296328324761,309.23724609823626,319.1190816451866,298.75028147352367,314.67435758071053,1.9998641432546251,19.76367109390078,0.16013329979535038,phase_diagram,1.9998641432546251,19.76367109390078,298.75028147352367,314.67435758071053,299.35541055128584
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,5,2,10,147.8271421954744,295.491995684938,0.0003342564101025631,1,46.30066090001492,4.0898839870351367e-11,2,299.491995684938,301.2062813992237,300.09716587092606,300.0968559664885,305.04120569200137,309.9855554175142,319.87425486853994,299.49172650536366,315.4316832930003,1.9998654102128397,19.777398902051466,0.16228870601080722,phase_diagram,1.9998654102128397,19.777398902051466,299.49172650536366,315.4316832930003,300.0968559664885
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,6,2,10,135.34788786148593,270.54012637240174,0.0001580636867753285,2,74.37759879999794,1.3915268937125802e-10,2,274.54012637240174,276.25441208668747,275.1452965583898,275.1449829629906,280.08434732227016,285.02371168154974,294.90244040010896,274.53985398689883,290.45323316009024,1.9998638072485557,19.757457437118354,0.15564935057013674,phase_diagram,1.9998638072485557,19.757457437118354,274.53985398689883,290.45323316009024,275.1449829629906
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,7,2,10,133.07287544664896,265.9791190290852,0.00039546667602059467,0,68.31616170000052,1.3105250218359288e-10,2,269.9791190290852,271.69340474337093,270.5842892150733,270.5839698091522,275.5191194299377,280.45426905072316,290.32456829229415,269.9788415966272,285.88634937643985,1.9998612837709928,19.740598483141905,0.16663186421271609,phase_diagram,1.9998612837709928,19.740598483141905,269.9788415966272,285.88634937643985,270.5839698091522
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,8,2,10,127.73386314636637,255.29395538022976,0.00035047065210299055,2,78.26304849999724,7.923972589196637e-11,2,259.29395538022976,261.0082410945155,259.89912556621783,259.89881605749434,264.84542445084156,269.79203284418884,279.6852496308833,259.2936865443683,275.2541598661217,1.9998655820692768,19.786433573388955,0.17377091250298154,phase_diagram,1.9998655820692768,19.786433573388955,259.2936865443683,275.2541598661217,259.89881605749434
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,9,2,10,194.5633415255699,388.9663168623698,0.00013259378108201902,0,76.70023859999492,9.774225873115938e-11,2,392.9663168623698,394.68060257665553,393.5714870483579,393.57116503027436,398.5026028979193,403.4340407655643,413.2969165008542,392.96603716101635,408.85243452171966,1.9998601493232555,19.72575147057986,0.16036618877001232,phase_diagram,1.9998601493232555,19.72575147057986,392.96603716101635,408.85243452171966,393.57116503027436
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,10,2,10,153.6645036036358,307.1584887712508,0.0002973599856459248,0,71.82199170000968,1.2931877790833823e-11,2,311.1584887712508,312.8727744855365,311.7636589572389,311.76334964967714,316.7096547527979,321.6559598559187,331.5485700621603,311.1582201101162,327.1142276197548,1.9998656694327073,19.785220412483163,0.17051843602078773,phase_diagram,1.9998656694327073,19.785220412483163,311.1582201101162,327.1142276197548,311.76334964967714
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,11,2,10,132.1137870006723,264.0657972104216,0.000325299721914327,1,46.10638380001183,8.944311957748141e-11,2,268.0657972104216,269.7800829247073,268.67096739640965,268.67065152126264,273.60864770748225,278.54664389370186,288.4226362661411,268.0655228447549,283.97955874622306,1.9998628171666724,19.751984744878463,0.16177679092297578,phase_diagram,1.9998628171666724,19.751984744878463,268.0655228447549,283.97955874622306,268.67065152126264
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,12,2,10,149.58462357953016,298.99929656821706,0.00032123930563864457,0,56.20246770000085,5.056222107668873e-11,2,302.99929656821706,304.7135822825028,303.60446675420513,303.6041565022243,308.54937187957233,313.49458725692034,323.3850180116163,302.9990270867705,318.9501086684523,1.9998652592767263,19.78086150939197,0.16995059084325756,phase_diagram,1.9998652592767263,19.78086150939197,302.9990270867705,318.9501086684523,303.6041565022243
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,13,2,10,158.58517339637308,317.01114899177173,0.0003039233758142187,0,75.6157424999983,1.0155076779483352e-10,2,321.01114899177173,322.72543470605746,321.6163191777598,321.61599544905147,326.5454974267631,331.4749994044748,341.33400335989813,321.01086780458843,336.8883547035928,1.999859406408338,19.718007910846644,0.15919780097444347,phase_diagram,1.999859406408338,19.718007910846644,321.01086780458843,336.8883547035928,321.61599544905147
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,14,2,10,148.10229331868337,296.0402116021041,0.0003708670039843238,0,14.615417000000889,1.2715872799162753e-10,2,300.0402116021041,301.7544973163898,300.64538178809215,300.64506848223385,305.586171826588,310.5272751709421,320.4094818596504,300.0399394680932,315.96900001478326,1.9998639329945815,19.76441337741653,0.16437503526266697,phase_diagram,1.9998639329945815,19.76441337741653,300.0399394680932,315.96900001478326,300.64506848223385
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,15,2,10,139.71606123153023,279.25532354673885,0.000286371528370605,1,15.048925000000963,5.962874638498761e-11,2,283.25532354673885,284.9696092610246,283.8604937327269,283.86019052146054,288.8140020871394,293.7678136528182,303.6754367841758,283.25506018077914,299.24736872577574,1.9998683170201565,19.815246262715302,0.17679891632159916,phase_diagram,1.9998683170201565,19.815246262715302,283.25506018077914,299.24736872577574,283.86019052146054
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,16,2,10,161.87892154544033,323.6123695823218,0.00035184374522368274,0,14.653666300000623,4.072830961376894e-11,2,327.6123695823218,329.3266552966075,328.21753976830985,328.21722196442454,333.1504691952231,338.0837164260216,347.95021088761877,327.6120935413743,343.4908320140749,1.999861979526268,19.732988923194213,0.14547350855889954,phase_diagram,1.999861979526268,19.732988923194213,327.6120935413743,343.4908320140749,328.21722196442454
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,17,2,10,152.09267198555227,304.02138995380454,0.00020064039166831763,2,14.401048900001115,1.9895196601282805e-12,2,308.02138995380454,309.73567566809027,308.6265601397926,308.62625093702275,313.57161501547193,318.5169790939212,328.4077072508196,308.021121383691,323.9668002849014,1.9998657149432353,19.781456313796866,0.16395401730002446,phase_diagram,1.9998657149432353,19.781456313796866,308.021121383691,323.9668002849014,308.62625093702275
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,18,2,10,132.22665671369046,264.2856874930415,0.00038357731680069106,2,14.4550605000004,1.0999201549566351e-11,2,268.2856874930415,269.99997320732723,268.8908576790296,268.89054633455305,273.83423648218303,278.777926629813,288.665306925073,268.28541706266526,284.2280740179009,1.999864784811865,19.774760590519975,0.16762593433941322,phase_diagram,1.999864784811865,19.774760590519975,268.28541706266526,284.2280740179009,268.89054633455305
2.0,6da3e26b5928a3e5,ok,10,0.005,1,ude_sir_h2,sir,19,2,10,150.6391574316175,301.1219272382092,0.00020879821027424333,0,14.215618100000938,1.6370904631912708e-11,2,305.1219272382092,306.8362129524949,305.72709742419727,305.72678115438055,310.6634729133726,315.6001646723646,325.4735481903487,305.12165252973676,321.02508189920314,1.9998626457637965,19.746767035968155,0.15638762502576986,phase_diagram,1.9998626457637965,19.746767035968155,305.12165252973676,321.02508189920314,305.72678115438055
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,0,4,10,-36.714546906235704,-73.73543241564379,7.998875191948041e-05,0,112.44989089999581,8.103528850256225e-05,4,-65.73543241564379,-57.735432415643785,-64.5250920436676,-64.71420552764924,-57.10075345426041,-49.48730138087159,-34.26039723409394,-65.89969430073724,-42.97528551891611,3.9178690574532724,30.453808293555298,0.30633860317238315,phase_diagram,3.9178690574532724,30.453808293555298,-65.89969430073724,-42.97528551891611,-64.71420552764924
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,1,4,10,-40.855595256461754,-82.0510520819147,4.269857743593393e-05,1,112.20852079999167,6.76310098981503e-05,4,-74.0510520819147,-66.0510520819147,-72.84071170993852,-73.00472361922168,-65.33815691667456,-57.67159021412745,-42.33845680903322,-74.19351101625088,-51.04492370273505,3.928770532831909,30.666266810188464,0.3398615689911975,phase_diagram,3.928770532831909,30.666266810188464,-74.19351101625088,-51.04492370273505,-73.00472361922168
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,2,4,10,-39.34278922144169,-78.9592515238989,0.00012008852464870162,2,104.30254820000846,1.1671782679911757e-05,4,-70.9592515238989,-62.9592515238989,-69.74891115192271,-69.9827983159498,-62.44702415507503,-54.911249994200254,-39.839701672450715,-71.16240333334882,-48.542481799384305,3.898424095275038,30.143096643499078,0.27367308101551935,phase_diagram,3.898424095275038,30.143096643499078,-71.16240333334882,-48.542481799384305,-69.9827983159498
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,3,4,10,-35.793460008165816,-72.17125807104742,0.00010203617759524576,0,126.97356829998898,4.68836012146312e-05,4,-64.17125807104742,-56.17125807104742,-62.96091769907123,-63.0892435987364,-55.3436554793561,-47.5980673599758,-32.106891121215206,-64.28272053126713,-40.604567538810436,3.9442687698901464,30.982352477521196,0.5843380547157835,phase_diagram,3.9442687698901464,30.982352477521196,-64.28272053126713,-40.604567538810436,-63.0892435987364
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,4,4,10,-40.29322870706068,-80.86935083092516,0.00018771173703235913,0,105.54775860000518,2.5418833629942128e-05,4,-72.86935083092516,-64.86935083092516,-71.65901045894897,-71.8943906112755,-64.35514835723725,-56.815906103199005,-41.73742159512251,-73.07379943353507,-50.42948839796837,3.897775698695046,30.156969016152985,0.2828934168038087,phase_diagram,3.897775698695046,30.156969016152985,-73.07379943353507,-50.42948839796837,-71.8943906112755
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,5,4,10,-34.32423621675331,-69.06344024128984,9.640945336872633e-05,2,104.59800290002022,3.2260188618238317e-06,4,-61.06344024128984,-53.06344024128984,-59.85309986931365,-60.00838206108578,-52.32411193821845,-44.63984181535112,-29.271301569616448,-61.19831663933879,-37.91139194203729,3.932561800975523,30.737080491469335,0.4149678077832193,phase_diagram,3.932561800975523,30.737080491469335,-61.19831663933879,-37.91139194203729,-60.00838206108578
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,6,4,10,-40.335141400062795,-80.92937027896495,8.431097110673487e-05,0,114.87981780001428,2.950454458527929e-07,4,-72.92937027896495,-64.92937027896495,-71.71902990698877,-71.92273148559181,-64.33542372451619,-56.74811596344057,-41.57350044128933,-73.10630322204952,-50.32105175582311,3.9115335284577166,30.349231044302478,0.25908747883936845,phase_diagram,3.9115335284577166,30.349231044302478,-73.10630322204952,-50.32105175582311,-71.92273148559181
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,7,4,10,-38.404835373110025,-77.10334151237502,6.562264011141651e-05,1,116.62108859998989,4.218530658306463e-05,4,-69.10334151237502,-61.103341512375025,-67.89300114039884,-68.06921141358929,-60.43166802181287,-52.79412463003644,-37.5190378464836,-69.25639581097757,-46.25949717911436,3.9234728506987273,30.550173567105688,0.29367076615497606,phase_diagram,3.9234728506987273,30.550173567105688,-69.25639581097757,-46.25949717911436,-68.06921141358929
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,8,4,10,-37.05018245511809,-74.43080366384986,0.0001773929929132807,0,135.34900260000722,9.136054977432195e-06,4,-66.43080366384986,-58.43080366384986,-65.22046329187367,-65.38108771631964,-57.7033239795902,-50.02556024286076,-34.67003276940188,-66.5703202662414,-43.38930996331842,3.930241698804233,30.711054946917763,0.33043875361367514,phase_diagram,3.930241698804233,30.711054946917763,-66.5703202662414,-43.38930996331842,-65.38108771631964
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,9,4,10,-40.18713428674766,-80.73468078276325,6.454923751808091e-05,1,126.95777799998177,4.8608186062892855e-06,4,-72.73468078276325,-64.73468078276325,-71.52434041078706,-71.70774830313877,-64.08760665134578,-56.467464999552796,-41.22718169596682,-72.89398685393496,-49.89370196632336,3.920346964414146,30.480566607171948,0.3604122092679322,phase_diagram,3.920346964414146,30.480566607171948,-72.89398685393496,-49.89370196632336,-71.70774830313877
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,10,4,10,-35.668939562915746,-71.66726481747347,9.768201172392114e-05,0,107.47711989999516,0.00022851697317349817,4,-63.667264817473466,-55.667264817473466,-62.45692444549728,-62.71305230493331,-55.19785546177335,-47.68265861861339,-32.65226493229346,-63.889734649502984,-41.27709175319164,3.888765083985241,30.06078737263985,0.32938569164197073,phase_diagram,3.888765083985241,30.06078737263985,-63.889734649502984,-41.27709175319164,-62.71305230493331
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,11,4,10,-36.24992371701762,-72.82862196617319,0.0001755321442454201,1,107.97987250000006,6.3308021083230415e-06,4,-64.82862196617319,-56.82862196617319,-63.618281594197,-63.785467761536914,-56.12970990746103,-48.47395205338515,-33.162436345233374,-64.97383802602573,-41.876816017731706,3.9273919700737245,30.62303141630354,0.32877453213794483,phase_diagram,3.9273919700737245,30.62303141630354,-64.97383802602573,-41.876816017731706,-63.785467761536914
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,12,4,10,-34.9590471172218,-70.43091573137261,5.2061063323650436e-05,0,26.51326269999845,3.016117116061423e-05,4,-62.43091573137261,-54.43091573137261,-61.22057535939642,-61.54480115973263,-54.116292562483856,-46.68778396523509,-31.83076677073755,-62.71253468332597,-40.204059845448526,3.8591905240233197,29.714034388995078,0.5128214969290047,phase_diagram,3.8591905240233197,29.714034388995078,-62.71253468332597,-40.204059845448526,-61.54480115973263
2.0,46b87727f0fcb85e,ok,10,0.005,1,ude_sir_h2,tv_sir,13,4,10,-36.02418928582389,-72.37049323757358,0.00014577594577749926,0,27.113103499999852,0.0003624952732224074,4,-64.37049323757358,-56.370493237573584,-63.1601528655974,-63.41426005470147,-55.90881741813015,-48.403374781558824,-33.392489508416176,-64.59120793765328,-42.02660802536248,3.8896426499601535,30.021770546285293,0.3221146659258157,phase_diagram,3.8896426499601535,30.021770546285293,-64.59120793765328,-42.02660802536248,-63.41426005470147
