scenario,seed,criterion,truth,selected,correct,selection_gap,support_entropy
regular_sir_full,44,aic,sir,sir,1,3.9318366213200306,0.3736346351441157
regular_sir_full,44,aicc,sir,sir,1,4.276784356511712,0.3370718827059504
regular_sir_full,44,bic,sir,sir,1,8.86365285862928,0.06390976286049847
regular_sir_full,44,gic_pred,sir,sir,1,1.7953234011478116,0.8629321337572233
regular_sir_full,44,gic_evid,sir,sir,1,2.3076435277682776,0.5567675260041987
regular_sir_full,44,gic_eff_logn,sir,sir,1,4.020877278501075,0.41807669941149694
regular_sir_full,45,aic,sir,sir,1,1.201425899026276,0.6557724281579878
regular_sir_full,45,aicc,sir,sir,1,1.5463736342179573,0.6250331570903629
regular_sir_full,45,bic,sir,sir,1,6.133242136335525,0.18200725055323708
regular_sir_full,45,gic_pred,sir,ude_sir_h2,0,0.8071347876576738,1.027225125168227
regular_sir_full,45,gic_evid,sir,sir,1,7.034885884036385,0.15611683826121997
regular_sir_full,45,gic_eff_logn,sir,sir,1,3.777585452595872,0.5406338490181184
regular_sir_full,46,aic,sir,sir,1,2.9138364202040066,0.4863717189365446
regular_sir_full,46,aicc,sir,sir,1,3.2587841553956878,0.44646560894625964
regular_sir_full,46,bic,sir,sir,1,7.845652657513256,0.0956996786060002
regular_sir_full,46,gic_pred,sir,sir,1,1.9309620774901077,0.9430567426862388
regular_sir_full,46,gic_evid,sir,sir,1,5.630845451330401,0.22851682596427247
regular_sir_full,46,gic_eff_logn,sir,sir,1,5.622829659550462,0.30677549299922535
regular_sir_full,47,aic,sir,sir,1,0.8540190484784489,0.673652024353705
regular_sir_full,47,aicc,sir,sir,1,1.19896678367013,0.6508193993378636
regular_sir_full,47,bic,sir,sir,1,5.785835285787698,0.20582555157419524
regular_sir_full,47,gic_pred,sir,ude_sir_h2,0,0.35844063839283535,1.074244457163597
regular_sir_full,47,gic_evid,sir,sir,1,2.827843814350217,0.5167795334190781
regular_sir_full,47,gic_eff_logn,sir,sir,1,2.875496211510608,0.6471864044308709
regular_sir_full,48,aic,sir,sir,1,3.2782277149101446,0.44503583768630206
regular_sir_full,48,aicc,sir,sir,1,3.623175450101826,0.4060190603142694
regular_sir_full,48,bic,sir,sir,1,8.210043952219394,0.08294753877509056
regular_sir_full,48,gic_pred,sir,sir,1,2.5189456138932655,0.8494144424913482
regular_sir_full,48,gic_evid,sir,sir,1,5.782094000140432,0.21614913475247144
regular_sir_full,48,gic_eff_logn,sir,sir,1,5.878106109311034,0.2771584318456974
regular_sir_full,49,aic,sir,sir,1,3.98007565142359,0.368527330888684
regular_sir_full,49,aicc,sir,sir,1,4.325023386615271,0.33223110551118545
regular_sir_full,49,bic,sir,sir,1,8.911891888732839,0.06267939662034662
regular_sir_full,49,gic_pred,sir,sir,1,1.9376997848906967,0.8400915336268868
regular_sir_full,49,gic_evid,sir,sir,1,3.442345393229516,0.43218333166194867
regular_sir_full,49,gic_eff_logn,sir,sir,1,4.420697454809897,0.37771971150998024
regular_sir_full,50,aic,sir,sir,1,3.297691228423105,0.4429166205280582
regular_sir_full,50,aicc,sir,sir,1,3.642638963614786,0.40390425290418097
regular_sir_full,50,bic,sir,sir,1,8.229507465732354,0.08231223505733799
