n_times,noise,trajectories,criterion,recovery_rate,n,recovery_ci_low,recovery_ci_high,modal_selection,modal_frequency,mean_selection_gap,mean_support_entropy
10,0.045,4,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,11.84159562266072,0.07166107745350184
10,0.045,4,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,15.672854883665085,0.043653484059951876
10,0.045,4,bic,0.0,20,0.0,0.16112515805281938,tv_sir,0.95,13.86005509025308,0.07629435697417554
10,0.045,4,gic_eff_logn,0.15,20,0.052368745896216595,0.36041886474075696,tv_sir,0.85,3.145673278058021,0.5334574956846521
10,0.045,4,gic_evid,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.95,8.629177154127182,0.16911944649331898
10,0.045,4,gic_pred,0.25,20,0.11186170140766569,0.468700877618744,tv_sir,0.75,2.4472207648891766,0.5928037575769028
20,0.005,1,aic,0.35,20,0.18119182410108206,0.5671457233147638,tv_sir,0.6,3.844394257778011,0.5147749751155366
20,0.005,1,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,32.00791234556737,5.131300805938802e-05
20,0.005,1,bic,0.1,20,0.027866481213768224,0.3010336452284873,tv_sir,0.9,9.108354147427372,0.14945167933671752
20,0.005,1,gic_eff_logn,0.7,20,0.4810271816464765,0.8545227551323956,ude_sir_h2,0.7,3.171069338228958,0.5023728593045499
20,0.005,1,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,7.409358641110271,0.17770016173407568
20,0.005,1,gic_pred,0.6,20,0.3865815007622531,0.781193467627183,ude_sir_h2,0.6,2.9014789767439497,0.5261518450395961
20,0.005,2,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,41.113215197398105,3.476151583894649e-06
20,0.005,2,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,37.65368938774397,0.00011334225835632013
20,0.005,2,bic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,34.34645483451284,0.0005563810478034672
20,0.005,2,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,42.38492173855349,1.8190168585792776e-06
20,0.005,2,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,36.247453446799774,0.00044192265003794055
20,0.005,2,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,43.24582150053768,4.190032514687227e-06
20,0.005,4,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,118.02832504261328,3.091830951176922e-13
20,0.005,4,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,120.60751056297526,8.877768510500709e-14
20,0.005,4,bic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,125.1744049466349,9.706210705900526e-15
20,0.005,4,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,113.95020286096023,1.2464826620311068e-13
20,0.005,4,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,270.6878260804302,1.0198144235880384e-41
20,0.005,4,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,112.90548895720003,9.877870247170346e-13
20,0.015,1,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,12.937794360940552,0.015444115267802741
20,0.015,1,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,43.29563384035584,1.0256498570805642e-08
20,0.015,1,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,19.93242642190045,0.0006098725738127843
20,0.015,1,gic_eff_logn,0.8,20,0.5839825677481064,0.919342337420202,ude_sir_h2,0.8,1.0148918235037663,0.913345613190909
20,0.015,1,gic_evid,0.2,20,0.08065766257979806,0.41601743225189364,tv_sir,0.8,1.485906122031644,0.6086601758749628
20,0.015,1,gic_pred,0.75,20,0.531299122381256,0.8881382985923343,ude_sir_h2,0.75,1.108047922279639,0.9334656890989323
20,0.015,2,aic,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.95,6.953329667709045,0.24793689873968083
20,0.015,2,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,14.745258789985092,0.037291438532170436
20,0.015,2,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,18.281700683068358,0.010361786655652334
20,0.015,2,gic_eff_logn,0.55,20,0.34208534245034233,0.7418021417443759,ude_sir_h2,0.55,4.212503098404049,0.3695996101545731
20,0.015,2,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,10.553836878628342,0.10446526111649095
20,0.015,2,gic_pred,0.65,20,0.43285427668523624,0.818808175898918,ude_sir_h2,0.65,4.93175052647712,0.36787172967566634
20,0.015,4,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,27.6885381177856,0.0036946114417539455
20,0.015,4,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,26.117980048404025,0.013000340501055762
20,0.015,4,bic,0.9,20,0.6989663547715128,0.9721335187862319,ude_sir_h2,0.9,15.062500571320891,0.08611126643389906
20,0.015,4,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,28.427506907442783,0.002351422136439204
20,0.015,4,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,20.357065311298264,0.07385897366875956
20,0.015,4,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,31.19121536534732,0.0015261382106800244
20,0.045,1,aic,0.0,20,0.0,0.16112515805281938,tv_sir,0.7,7.15568889677743,0.27742894863718115
20,0.045,1,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,0.7,6.863437109326767,0.2650837534549576
20,0.045,1,bic,0.0,20,0.0,0.16112515805281938,tv_sir,0.7,6.851165015973772,0.2650703974029297
20,0.045,1,gic_eff_logn,0.45,20,0.2581978582556243,0.6579146575496577,ude_sir_h2,0.45,0.39255285868718204,1.0901632073479646
20,0.045,1,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,0.7,2.3233799589938062,0.7149869810911584
20,0.045,1,gic_pred,0.5,20,0.2992980081982123,0.7007019918017877,ude_sir_h2,0.5,0.3823616423706898,1.0977631631821698
20,0.045,2,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,11.260362096610105,0.1337959600561344
20,0.045,2,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,0.95,14.651959451173905,0.1388491529281813
20,0.045,2,bic,0.0,20,0.0,0.16112515805281938,tv_sir,0.85,14.025238677322358,0.1467674655673755
20,0.045,2,gic_eff_logn,0.0,20,0.0,0.16112515805281938,tv_sir,0.8,2.810445440612411,0.6063221344742056
20,0.045,2,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,0.85,8.667871689750616,0.24677322357644024
20,0.045,2,gic_pred,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.9,2.1131502100634734,0.6493800651479148
20,0.045,4,aic,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.95,9.393053474323652,0.11635960816749799
20,0.045,4,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,12.5370001434022,0.05606934116693542
20,0.045,4,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,24.40047823607014,0.0015755781669364178
20,0.045,4,gic_eff_logn,0.35,20,0.18119182410108206,0.5671457233147638,tv_sir,0.65,2.790037207267993,0.5445518609677926
20,0.045,4,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,9.7722848486757,0.10897136540953334
20,0.045,4,gic_pred,0.65,20,0.43285427668523624,0.818808175898918,ude_sir_h2,0.65,2.9923106185136574,0.5837263485077095
40,0.005,1,aic,0.8,20,0.5839825677481064,0.919342337420202,ude_sir_h2,0.8,6.038658982576481,0.3375541731351776
40,0.005,1,aicc,0.5,20,0.2992980081982123,0.7007019918017877,ude_sir_h2,0.5,6.019207135226145,0.3290248647114401
40,0.005,1,bic,0.3,20,0.1454772448676043,0.5189728183535235,tv_sir,0.65,6.808381143953359,0.2699771090595549
40,0.005,1,gic_eff_logn,0.85,20,0.6395811352592431,0.9476312541037835,ude_sir_h2,0.85,6.14716616936866,0.2493332719613286
40,0.005,1,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,16.660743296315587,0.014829932071725161
40,0.005,1,gic_pred,0.8,20,0.5839825677481064,0.919342337420202,ude_sir_h2,0.8,4.804880086756569,0.3415377141419282
40,0.005,2,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,78.03754328366927,1.6825163432040342e-12
40,0.005,2,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,79.52845962592312,3.49089123935394e-12
40,0.005,2,bic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,78.54620288029642,1.8979638399278435e-09
40,0.005,2,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,77.32364423372059,2.1210161432045808e-12
40,0.005,2,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,96.27087350574831,3.484189496319589e-10
40,0.005,2,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,75.5810550703015,5.181748078178846e-12
40,0.005,4,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,236.71653036124044,1.3860050202869346e-35
40,0.005,4,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,237.8292983015946,7.999796018972916e-36
40,0.005,4,bic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,245.94205180694183,1.4532135872534037e-37
40,0.005,4,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,232.99678394414656,6.474491169242555e-36
40,0.005,4,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,412.4294698553043,1.9028350002642302e-71
40,0.005,4,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,231.61512168674804,6.183215292665448e-35
40,0.015,1,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,11.905373199499445,0.03297024918041189
40,0.015,1,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,20.35772277661069,0.0005728838709935396
40,0.015,1,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,23.894164669693957,0.00011910996814061637
40,0.015,1,gic_eff_logn,0.75,20,0.531299122381256,0.8881382985923343,ude_sir_h2,0.75,1.5422319971577678,0.8091336686507894
40,0.015,1,gic_evid,0.35,20,0.18119182410108206,0.5671457233147638,tv_sir,0.65,1.1761012468401901,0.6335082212488792
40,0.015,1,gic_pred,0.6,20,0.3865815007622531,0.781193467627183,ude_sir_h2,0.6,1.4499692798722748,0.8705380658097382
40,0.015,2,aic,0.5,20,0.2992980081982123,0.7007019918017877,tv_sir,0.5,6.556125540480414,0.26315976191976664
40,0.015,2,aicc,0.4,20,0.21880653237281705,0.6134184992377469,tv_sir,0.6,6.91089139520341,0.23792626847766424
40,0.015,2,bic,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.95,15.447953164877962,0.08032130321270184
40,0.015,2,gic_eff_logn,0.7,20,0.4810271816464765,0.8545227551323956,ude_sir_h2,0.7,7.489311116254294,0.2800883623501244
40,0.015,2,gic_evid,0.25,20,0.11186170140766569,0.468700877618744,tv_sir,0.75,8.059055547243716,0.23669946178379284
40,0.015,2,gic_pred,0.95,20,0.763868806553258,0.9911185511992047,ude_sir_h2,0.95,10.743547285563029,0.17445003444465432
40,0.015,4,aic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,46.48297197704945,9.647679059421274e-07
40,0.015,4,aicc,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,47.19996683620228,5.824776184492662e-07
40,0.015,4,bic,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,43.36983106141069,0.00013422528165286444
40,0.015,4,gic_eff_logn,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,44.554169406528004,1.098333069268836e-06
40,0.015,4,gic_evid,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,59.59115870450454,6.914833509312961e-07
40,0.015,4,gic_pred,1.0,20,0.8388748419471806,1.0,ude_sir_h2,1.0,43.52129266697461,5.413114869258707e-06
40,0.045,1,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,12.88046131233555,0.03824682935420124
40,0.045,1,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,15.191822986028281,0.04029956059810154
40,0.045,1,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,13.242163694611055,0.08030920863887295
40,0.045,1,gic_eff_logn,0.45,20,0.2581978582556243,0.6579146575496577,tv_sir,0.5,0.5051275402014361,0.9657336019933466
40,0.045,1,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,2.1670088287748044,0.586701657183338
40,0.045,1,gic_pred,0.3,20,0.1454772448676043,0.5189728183535235,tv_sir,0.5,0.5444479112962611,0.9896863965712773
40,0.045,2,aic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,13.390774720760088,0.02240082287741146
40,0.045,2,aicc,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,16.7397943286032,0.005524175840450784
40,0.045,2,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,27.693368313418933,0.00018072994498123147
40,0.045,2,gic_eff_logn,0.05,20,0.008881448800795402,0.23613119344674205,tv_sir,0.95,3.4308290275560465,0.466707604339453
40,0.045,2,gic_evid,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,12.70715924865343,0.025471262221663675
40,0.045,2,gic_pred,0.35,20,0.18119182410108206,0.5671457233147638,tv_sir,0.65,2.4158580071296116,0.5468237322047539
40,0.045,4,aic,0.35,20,0.18119182410108206,0.5671457233147638,tv_sir,0.65,6.30256115097734,0.29495908642838686
40,0.045,4,aicc,0.2,20,0.08065766257979806,0.41601743225189364,tv_sir,0.8,7.096916082130951,0.2566787470346171
40,0.045,4,bic,0.0,20,0.0,0.16112515805281938,tv_sir,1.0,25.057665896809397,0.004252190423822048
40,0.045,4,gic_eff_logn,0.45,20,0.2581978582556243,0.6579146575496577,tv_sir,0.55,4.914274095360051,0.36457249668570607
40,0.045,4,gic_evid,0.1,20,0.027866481213768224,0.3010336452284873,tv_sir,0.9,8.646498796109455,0.15146625067159686
40,0.045,4,gic_pred,0.8,20,0.5839825677481064,0.919342337420202,ude_sir_h2,0.8,5.7098393732961625,0.3582609368856956
