scenario,truth,candidate,seed,training_deviance,mean_new_deviance,mc_se_new_deviance,empirical_optimism,predicted_optimism,calibration_residual,effective_dimension,new_response_draws
noisy_sir_overfit_risk,sir,ude_sir_h2,73,-98.87808115056544,-89.99962966236582,0.528846190605465,8.878451488199616,5.714051796565443,3.1643996916341726,2.8570258982827217,200
noisy_sir_overfit_risk,sir,ude_sir_h2,74,-101.71798855177218,-91.03805838320478,0.5382636439433326,10.679930168567395,5.277283375925838,5.402646792641558,2.638641687962919,200
noisy_sir_overfit_risk,sir,ude_sir_h2,75,-88.96165492108595,-89.29304241664886,0.6011453570417707,-0.3313874955629075,5.635181754980173,-5.96656925054308,2.8175908774900864,200
noisy_sir_overfit_risk,sir,ude_sir_h2,76,-103.61217953114917,-90.7769748929835,0.5936469818688045,12.835204638165663,5.451175713819712,7.384028924345952,2.725587856909856,200
noisy_sir_overfit_risk,sir,ude_sir_h2,77,-104.27658225718115,-83.66380153445583,0.6494344704544274,20.61278072272532,6.006972855972265,14.605807866753054,3.0034864279861324,200
noisy_sir_overfit_risk,sir,ude_sir_h2,78,-101.98800268651979,-89.52386133287193,0.6046325280770044,12.464141353647861,5.673377088859051,6.79076426478881,2.8366885444295256,200
noisy_sir_overfit_risk,sir,ude_sir_h2,79,-90.54872239925751,-91.08050487082909,0.5579889440139186,-0.5317824715715744,3.994235613004588,-4.526018084576163,1.997117806502294,200
regular_sir_full,sir,neural_ode_h2,0,-545.3784456827791,-534.4527313505617,1.052995191598407,10.925714332217353,15.232904397904736,-4.307190065687383,7.616452198952368,200
regular_sir_full,sir,neural_ode_h2,1,-542.9156748284416,-525.005669963376,1.2937033640867786,17.910004865065616,15.129798365283825,2.780206499781791,7.564899182641913,200
regular_sir_full,sir,neural_ode_h2,2,-554.3540469320063,-534.0866412787062,1.19024540632989,20.267405653300102,15.282429902669978,4.984975750630124,7.641214951334989,200
regular_sir_full,sir,neural_ode_h2,3,-541.3227656794853,-536.727895687637,1.0833715917953481,4.594869991848327,15.320905100666856,-10.726035108818529,7.660452550333428,200
regular_sir_full,sir,neural_ode_h2,4,-526.741595182596,-538.5834407676252,1.1714474040309386,-11.841845585029205,15.254406170131404,-27.09625175516061,7.627203085065702,200
regular_sir_full,sir,neural_ode_h2,5,-542.1926869586081,-538.5209849720007,1.1389918072142147,3.6717019866073315,15.238020818277896,-11.566318831670564,7.619010409138948,200
regular_sir_full,sir,neural_ode_h2,6,-580.6634569453491,-523.9918744695789,1.17809587397328,56.671582475770265,15.351300622046683,41.320281853723586,7.675650311023341,200
regular_sir_full,sir,neural_ode_h2,7,-559.9749279398977,-534.4778230216899,1.1058171015068623,25.49710491820781,15.39442977389292,10.10267514431489,7.69721488694646,200
