status,scenario,truth,candidate,seed,dimension,draws,finite_draws,invalid_draws,importance_ess,relative_ess,maximum_normalized_weight,minus2_log_evidence_is,gic_evid,bic,gic_evid_error
ok,regular_sir_full,sir,seir,11,3,512,512,0,479.6975646166604,0.9369093058919148,0.006637621592711677,-476.7337764622657,-476.9003763694812,-495.14788302108093,-0.16659990721547047
ok,regular_sir_full,sir,seir,13,3,512,512,0,460.6428755355476,0.8996931162803664,0.011920947223378633,-433.5205763836943,-433.6884746342298,-451.9111778051934,-0.16789825053552931
ok,regular_sir_full,sir,seir,14,3,512,512,0,444.7343719713031,0.8686218202564514,0.014989082335449412,-463.7028731503528,-463.8616279776821,-482.24925803312465,-0.15875482732928958
ok,regular_sir_full,sir,seir,15,3,512,512,0,474.8672155855277,0.9274750304404837,0.005999945838799182,-445.7036750453696,-445.85656633765905,-464.3580694425196,-0.1528912922894392
ok,regular_sir_full,sir,seir,16,3,512,512,0,478.300348686679,0.9341803685286699,0.005256393845050796,-476.6939168376671,-476.837003001565,-495.04699083720743,-0.1430861638979195
ok,regular_sir_full,sir,seir,17,3,512,512,0,375.94193434823706,0.7342615905239005,0.025605350053826827,-464.09147891079084,-464.24610309431114,-482.8673606111736,-0.15462418352029772
ok,regular_sir_full,sir,seir,18,3,512,512,0,475.1406901094294,0.9280091603699793,0.005955530412435602,-442.0987648987056,-442.25824963917836,-460.6588542946263,-0.15948474047274885
ok,regular_sir_full,sir,sir,0,2,512,512,0,511.917242348752,0.9998383639624062,0.002119036928926009,-530.3847052500016,-530.38306054966,-543.5326966281597,0.0016447003416715233
ok,regular_sir_full,sir,sir,1,2,512,512,0,511.90308723169534,0.999810717249405,0.0021848236262613473,-518.1519345221,-518.1559493294341,-531.3098179838273,-0.004014807334101533
ok,regular_sir_full,sir,sir,2,2,512,512,0,511.92570656918787,0.999854895642945,0.0020854330758810296,-543.7491555645609,-543.7555554717569,-556.9084622535805,-0.00639990719605521
ok,regular_sir_full,sir,seir,19,3,512,512,0,483.08153817288127,0.9435186292439087,0.005834294043960519,-456.0718336613589,-456.24983350716747,-474.193272289158,-0.17799984580858563
ok,regular_sir_full,sir,sir,3,2,512,512,0,511.9107793883854,0.9998257409929402,0.002145794265968081,-524.6950156529624,-524.702472864212,-537.85401900969,-0.007457211249629836
