n_times,noise,trajectories,seed,criterion,interpretation,candidate,weight
10,0.015,1,17,gic_pred,predictive_support,sir,1.9085443512110746e-10
10,0.015,1,17,gic_pred,predictive_support,tv_sir,0.5077355588351582
10,0.015,1,17,gic_pred,predictive_support,ude_sir_h2,0.45899299023242973
10,0.015,1,17,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.0777476080930228e-08
10,0.015,1,17,gic_evid,equal_prior_posterior_approximation,sir,1.866742936036547e-09
10,0.015,1,17,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7685457000358673
10,0.015,1,17,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.23145428731991372
10,0.015,1,18,gic_pred,predictive_support,neural_ode_h2,0.6652105608264448
10,0.015,1,18,gic_pred,predictive_support,sir,3.082225326783248e-07
10,0.015,1,18,gic_pred,predictive_support,tv_sir,0.12765316097481394
10,0.015,1,18,gic_pred,predictive_support,ude_sir_h2,0.20713596997620842
10,0.015,1,18,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.536519146545149e-06
10,0.015,1,18,gic_evid,equal_prior_posterior_approximation,sir,8.564343036265768e-06
10,0.015,1,18,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5601759887278868
10,0.015,1,18,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.43981391040993056
10,0.015,1,19,gic_pred,predictive_support,neural_ode_h2,0.7595982146020828
10,0.015,1,19,gic_pred,predictive_support,sir,7.232534456189268e-10
10,0.015,1,19,gic_pred,predictive_support,tv_sir,0.07090635698848179
10,0.015,1,19,gic_pred,predictive_support,ude_sir_h2,0.1694954276861821
10,0.015,1,19,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.4535403066158224e-06
10,0.015,1,19,gic_evid,equal_prior_posterior_approximation,sir,5.4902228099957495e-08
10,0.015,1,19,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6166524810650731
10,0.015,1,19,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.3833420104923923
10,0.015,2,0,gic_pred,predictive_support,neural_ode_h2,0.0004115398021974203
10,0.015,2,0,gic_pred,predictive_support,sir,4.549624312094218e-21
10,0.015,2,0,gic_pred,predictive_support,tv_sir,0.8401897878586019
10,0.015,2,0,gic_pred,predictive_support,ude_sir_h2,0.15939867233920074
10,0.015,2,0,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.3227466428347043e-19
10,0.015,2,0,gic_evid,equal_prior_posterior_approximation,sir,8.35546698884639e-20
10,0.015,2,0,gic_evid,equal_prior_posterior_approximation,tv_sir,0.999672582208674
10,0.015,2,0,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0003274177913259875
10,0.015,2,1,gic_pred,predictive_support,neural_ode_h2,5.151364685698214e-08
10,0.015,2,1,gic_pred,predictive_support,sir,2.6356911773688336e-32
10,0.015,2,1,gic_pred,predictive_support,tv_sir,0.6488725820681222
10,0.015,2,1,gic_pred,predictive_support,ude_sir_h2,0.351127366418231
10,0.015,2,1,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.073686574500551e-23
10,0.015,2,1,gic_evid,equal_prior_posterior_approximation,sir,5.364215667822026e-31
10,0.015,2,1,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9996379291011991
10,0.015,2,1,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00036207089880078964
10,0.015,2,2,gic_pred,predictive_support,neural_ode_h2,0.0014303993573473095
10,0.015,2,2,gic_pred,predictive_support,sir,2.568394698876732e-28
10,0.015,2,2,gic_pred,predictive_support,tv_sir,0.8136023312363602
10,0.015,2,2,gic_pred,predictive_support,ude_sir_h2,0.1849672694062926
10,0.015,2,2,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.0544017594221061e-17
10,0.015,2,2,gic_evid,equal_prior_posterior_approximation,sir,4.311241247751113e-27
10,0.015,2,2,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9997168332097313
10,0.015,2,2,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0002831667902686483
10,0.015,2,3,gic_pred,predictive_support,neural_ode_h2,6.589912135748851e-05
10,0.015,2,3,gic_pred,predictive_support,sir,8.032451522632366e-23
10,0.015,2,3,gic_pred,predictive_support,tv_sir,0.7375579729343491
10,0.015,2,3,gic_pred,predictive_support,ude_sir_h2,0.2623761279442932
10,0.015,2,3,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.4502219992061735e-19
10,0.015,2,3,gic_evid,equal_prior_posterior_approximation,sir,1.4035134412237607e-21
10,0.015,2,3,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9996399816770214
10,0.015,2,3,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00036001832297869764
10,0.015,2,4,gic_pred,predictive_support,neural_ode_h2,8.819951749921407e-06
10,0.015,2,4,gic_pred,predictive_support,sir,7.734581109153782e-15
10,0.015,2,4,gic_pred,predictive_support,tv_sir,0.9511444423939696
10,0.015,2,4,gic_pred,predictive_support,ude_sir_h2,0.04884673765427287
10,0.015,2,4,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.03832478144396e-21
10,0.015,2,4,gic_evid,equal_prior_posterior_approximation,sir,1.393364686608867e-13
10,0.015,2,4,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9997023190582558
10,0.015,2,4,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00029768094160487413
10,0.015,2,5,gic_pred,predictive_support,neural_ode_h2,0.0018424178060522942
10,0.015,2,5,gic_pred,predictive_support,sir,5.164310956636628e-29
10,0.015,2,5,gic_pred,predictive_support,tv_sir,0.5868611500985197
10,0.015,2,5,gic_pred,predictive_support,ude_sir_h2,0.41129643209542804
10,0.015,2,5,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,8.93303042324109e-18
10,0.015,2,5,gic_evid,equal_prior_posterior_approximation,sir,1.4800831536831528e-27
10,0.015,2,5,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9995507833731506
10,0.015,2,5,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0004492166268494414
10,0.015,2,6,gic_pred,predictive_support,neural_ode_h2,0.00042176171893794367
10,0.015,2,6,gic_pred,predictive_support,sir,2.764116246555548e-15
10,0.015,2,6,gic_pred,predictive_support,tv_sir,0.5653999887323446
10,0.015,2,6,gic_pred,predictive_support,ude_sir_h2,0.43417824954871465
10,0.015,2,6,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.505352856942926e-19
10,0.015,2,6,gic_evid,equal_prior_posterior_approximation,sir,6.352507563697867e-14
10,0.015,2,6,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9955634420687189
10,0.015,2,6,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.004436557931217564
10,0.015,2,7,gic_pred,predictive_support,neural_ode_h2,9.572374828849333e-05
10,0.015,2,7,gic_pred,predictive_support,sir,1.2358077548056533e-22
10,0.015,2,7,gic_pred,predictive_support,tv_sir,0.6275759614593865
10,0.015,2,7,gic_pred,predictive_support,ude_sir_h2,0.3723283147923251
10,0.015,2,7,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.5842738316346634e-19
10,0.015,2,7,gic_evid,equal_prior_posterior_approximation,sir,2.936620261331623e-21
10,0.015,2,7,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9992964808381347
10,0.015,2,7,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0007035191618652635
10,0.015,2,8,gic_pred,predictive_support,neural_ode_h2,0.06169968502597944
10,0.015,2,8,gic_pred,predictive_support,sir,9.778880526913907e-26
10,0.015,2,8,gic_pred,predictive_support,tv_sir,0.7822296831684463
10,0.015,2,8,gic_pred,predictive_support,ude_sir_h2,0.15607063180557423
10,0.015,2,8,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.4512085460159836e-17
10,0.015,2,8,gic_evid,equal_prior_posterior_approximation,sir,2.4268531095436764e-24
10,0.015,2,8,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9998720051966998
10,0.015,2,8,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00012799480330014042
10,0.015,2,9,gic_pred,predictive_support,neural_ode_h2,0.8774191205289511
10,0.015,2,9,gic_pred,predictive_support,sir,8.268470030236786e-24
10,0.015,2,9,gic_pred,predictive_support,tv_sir,0.0005586530262643966
10,0.015,2,9,gic_pred,predictive_support,ude_sir_h2,0.12202222644478454
10,0.015,2,9,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.2585606242255956e-11
10,0.015,2,9,gic_evid,equal_prior_posterior_approximation,sir,3.409881716907402e-19
10,0.015,2,9,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9655608971425758
10,0.015,2,9,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.03443910283483876
10,0.015,2,10,gic_pred,predictive_support,neural_ode_h2,0.22409525447346473
10,0.015,2,10,gic_pred,predictive_support,sir,2.084768279107255e-26
10,0.015,2,10,gic_pred,predictive_support,tv_sir,0.010371128784983334
10,0.015,2,10,gic_pred,predictive_support,ude_sir_h2,0.7655336167415518
10,0.015,2,10,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.1949737368037788e-14
10,0.015,2,10,gic_evid,equal_prior_posterior_approximation,sir,2.609941795941384e-23
10,0.015,2,10,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9695578702639646
10,0.015,2,10,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.03044212973602347
10,0.015,2,11,gic_pred,predictive_support,neural_ode_h2,0.004294020612988969
10,0.015,2,11,gic_pred,predictive_support,sir,3.513414635370599e-16
10,0.015,2,11,gic_pred,predictive_support,tv_sir,0.6622824818009506
10,0.015,2,11,gic_pred,predictive_support,ude_sir_h2,0.33342349758606005
10,0.015,2,11,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.1249675814543657e-18
10,0.015,2,11,gic_evid,equal_prior_posterior_approximation,sir,8.317460390231128e-15
10,0.015,2,11,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9960066553045974
10,0.015,2,11,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.003993344695394231
10,0.015,2,12,gic_pred,predictive_support,neural_ode_h2,0.006913233579056305
10,0.015,2,12,gic_pred,predictive_support,sir,2.1763890746188736e-18
10,0.015,2,12,gic_pred,predictive_support,tv_sir,0.7736236781848875
10,0.015,2,12,gic_pred,predictive_support,ude_sir_h2,0.21946308823605623
10,0.015,2,12,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.4049257854168956e-17
10,0.015,2,12,gic_evid,equal_prior_posterior_approximation,sir,5.434284436170345e-17
10,0.015,2,12,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9995338354024045
10,0.015,2,12,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00046616459759560796
10,0.015,2,13,gic_pred,predictive_support,neural_ode_h2,0.03458239581535933
10,0.015,2,13,gic_pred,predictive_support,sir,4.509992431129838e-24
10,0.015,2,13,gic_pred,predictive_support,tv_sir,0.45132068153732313
10,0.015,2,13,gic_pred,predictive_support,ude_sir_h2,0.5140969226473174
10,0.015,2,13,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.3005365285066184e-17
10,0.015,2,13,gic_evid,equal_prior_posterior_approximation,sir,1.4241545285875492e-22
10,0.015,2,13,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9993075086012283
10,0.015,2,13,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0006924913987718179
10,0.015,2,14,gic_pred,predictive_support,neural_ode_h2,2.33373309839524e-06
10,0.015,2,14,gic_pred,predictive_support,sir,3.6720110421964576e-22
10,0.015,2,14,gic_pred,predictive_support,tv_sir,0.8965853715684653
10,0.015,2,14,gic_pred,predictive_support,ude_sir_h2,0.10341229469843642
10,0.015,2,14,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.4023230695491836e-21
10,0.015,2,14,gic_evid,equal_prior_posterior_approximation,sir,6.809010169343824e-21
10,0.015,2,14,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9998113983167731
10,0.015,2,14,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00018860168322695672
10,0.015,2,15,gic_pred,predictive_support,neural_ode_h2,1.0113281720965529e-05
10,0.015,2,15,gic_pred,predictive_support,sir,5.515329032671703e-23
10,0.015,2,15,gic_pred,predictive_support,tv_sir,0.5631301334698938
10,0.015,2,15,gic_pred,predictive_support,ude_sir_h2,0.4368597532483852
10,0.015,2,15,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.248983149385715e-21
10,0.015,2,15,gic_evid,equal_prior_posterior_approximation,sir,1.5732323284461724e-21
10,0.015,2,15,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9955406295670963
10,0.015,2,15,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0044593704329036485
10,0.015,2,16,gic_pred,predictive_support,neural_ode_h2,7.585745405074663e-05
10,0.015,2,16,gic_pred,predictive_support,sir,6.233267122377125e-25
10,0.015,2,16,gic_pred,predictive_support,tv_sir,0.6615163747738021
10,0.015,2,16,gic_pred,predictive_support,ude_sir_h2,0.3384077677721473
10,0.015,2,16,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.339245260335649e-19
10,0.015,2,16,gic_evid,equal_prior_posterior_approximation,sir,1.2095698087769317e-23
10,0.015,2,16,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9993916051579426
10,0.015,2,16,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0006083948420573218
10,0.015,2,17,gic_pred,predictive_support,neural_ode_h2,0.03687246223704367
10,0.015,2,17,gic_pred,predictive_support,sir,2.5642410746751314e-22
10,0.015,2,17,gic_pred,predictive_support,tv_sir,0.330334834487179
10,0.015,2,17,gic_pred,predictive_support,ude_sir_h2,0.6327927032757774
10,0.015,2,17,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.0924297670976185e-18
10,0.015,2,17,gic_evid,equal_prior_posterior_approximation,sir,1.1327621131991097e-20
10,0.015,2,17,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9981497323845892
10,0.015,2,17,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.001850267615410848
10,0.015,2,18,gic_pred,predictive_support,neural_ode_h2,0.00371939470337468
10,0.015,2,18,gic_pred,predictive_support,sir,2.671640570798513e-32
10,0.015,2,18,gic_pred,predictive_support,tv_sir,0.6381211680026236
10,0.015,2,18,gic_pred,predictive_support,ude_sir_h2,0.3581594372940018
10,0.015,2,18,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.1254407906743043e-16
10,0.015,2,18,gic_evid,equal_prior_posterior_approximation,sir,7.40214810798035e-31
10,0.015,2,18,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9998779767450705
10,0.015,2,18,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.00012202325492921655
10,0.015,2,19,gic_pred,predictive_support,neural_ode_h2,0.005241254621843078
10,0.015,2,19,gic_pred,predictive_support,sir,8.54224639038861e-16
10,0.015,2,19,gic_pred,predictive_support,tv_sir,0.7289333259103226
10,0.015,2,19,gic_pred,predictive_support,ude_sir_h2,0.2658254194678336
10,0.015,2,19,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,7.002049495823575e-18
10,0.015,2,19,gic_evid,equal_prior_posterior_approximation,sir,2.559438626753316e-14
10,0.015,2,19,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9982821596972423
10,0.015,2,19,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.0017178403027322783
10,0.015,4,0,gic_pred,predictive_support,neural_ode_h2,4.845345418131284e-05
10,0.015,4,0,gic_pred,predictive_support,sir,2.447830135461573e-40
10,0.015,4,0,gic_pred,predictive_support,tv_sir,0.0006836700841328634
10,0.015,4,0,gic_pred,predictive_support,ude_sir_h2,0.9992678764616859
10,0.015,4,0,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.137758305164246e-19
10,0.015,4,0,gic_evid,equal_prior_posterior_approximation,sir,5.434491781170959e-36
10,0.015,4,0,gic_evid,equal_prior_posterior_approximation,tv_sir,0.5109483313403226
10,0.015,4,0,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.48905166865967753
10,0.015,4,1,gic_pred,predictive_support,neural_ode_h2,0.00021209452636691798
10,0.015,4,1,gic_pred,predictive_support,sir,6.671794146813404e-41
10,0.015,4,1,gic_pred,predictive_support,tv_sir,0.0009501433184344602
10,0.015,4,1,gic_pred,predictive_support,ude_sir_h2,0.9988377621551985
10,0.015,4,1,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.068515242390544e-18
10,0.015,4,1,gic_evid,equal_prior_posterior_approximation,sir,1.6649381123646853e-36
10,0.015,4,1,gic_evid,equal_prior_posterior_approximation,tv_sir,0.628602990600831
10,0.015,4,1,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.37139700939916903
10,0.015,4,2,gic_pred,predictive_support,neural_ode_h2,8.696402375752853e-05
10,0.015,4,2,gic_pred,predictive_support,sir,1.723232531455485e-48
10,0.015,4,2,gic_pred,predictive_support,tv_sir,4.038926327549761e-06
10,0.015,4,2,gic_pred,predictive_support,ude_sir_h2,0.9999089970499149
10,0.015,4,2,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,5.63812512566043e-19
10,0.015,4,2,gic_evid,equal_prior_posterior_approximation,sir,1.8615018606738207e-43
10,0.015,4,2,gic_evid,equal_prior_posterior_approximation,tv_sir,0.012788715187898673
10,0.015,4,2,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.9872112848121013
10,0.015,4,3,gic_pred,predictive_support,neural_ode_h2,2.4912939104057753e-06
10,0.015,4,3,gic_pred,predictive_support,sir,1.2408210790477824e-42
10,0.015,4,3,gic_pred,predictive_support,tv_sir,5.324560324926002e-05
10,0.015,4,3,gic_pred,predictive_support,ude_sir_h2,0.9999442631028403
10,0.015,4,3,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.1082805962255109e-20
10,0.015,4,3,gic_evid,equal_prior_posterior_approximation,sir,9.441003576258526e-38
10,0.015,4,3,gic_evid,equal_prior_posterior_approximation,tv_sir,0.11062826557063518
10,0.015,4,3,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.8893717344293649
10,0.015,4,4,gic_pred,predictive_support,neural_ode_h2,2.104939520351178e-05
10,0.015,4,4,gic_pred,predictive_support,sir,1.0773938311120564e-50
10,0.015,4,4,gic_pred,predictive_support,tv_sir,2.6196970384667156e-05
10,0.015,4,4,gic_pred,predictive_support,ude_sir_h2,0.9999527536344119
10,0.015,4,4,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.32776006775296e-20
10,0.015,4,4,gic_evid,equal_prior_posterior_approximation,sir,9.250792775231885e-46
10,0.015,4,4,gic_evid,equal_prior_posterior_approximation,tv_sir,0.08023755126274651
10,0.015,4,4,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.9197624487372534
10,0.015,4,5,gic_pred,predictive_support,neural_ode_h2,7.389821027744534e-09
10,0.015,4,5,gic_pred,predictive_support,sir,1.63927340694352e-45
10,0.015,4,5,gic_pred,predictive_support,tv_sir,0.0416175104374761
10,0.015,4,5,gic_pred,predictive_support,ude_sir_h2,0.9583824821727029
10,0.015,4,5,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,1.7986883205988483e-25
10,0.015,4,5,gic_evid,equal_prior_posterior_approximation,sir,1.0986102787872385e-42
10,0.015,4,5,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9894691226315881
10,0.015,4,5,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.010530877368411856
10,0.015,4,6,gic_pred,predictive_support,neural_ode_h2,3.862292447274172e-08
10,0.015,4,6,gic_pred,predictive_support,sir,1.9947795700248823e-47
10,0.015,4,6,gic_pred,predictive_support,tv_sir,2.7276846591664483e-07
10,0.015,4,6,gic_pred,predictive_support,ude_sir_h2,0.9999996886086097
10,0.015,4,6,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.245205818998648e-22
10,0.015,4,6,gic_evid,equal_prior_posterior_approximation,sir,1.527331310451671e-42
10,0.015,4,6,gic_evid,equal_prior_posterior_approximation,tv_sir,0.0006904307630219319
10,0.015,4,6,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.999309569236978
10,0.015,4,7,gic_pred,predictive_support,neural_ode_h2,1.2508667558406497e-06
10,0.015,4,7,gic_pred,predictive_support,sir,1.477097923061119e-45
10,0.015,4,7,gic_pred,predictive_support,tv_sir,0.0003589117804989053
10,0.015,4,7,gic_pred,predictive_support,ude_sir_h2,0.9996398373527453
10,0.015,4,7,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.6710313777414797e-19
10,0.015,4,7,gic_evid,equal_prior_posterior_approximation,sir,8.590971741812336e-41
10,0.015,4,7,gic_evid,equal_prior_posterior_approximation,tv_sir,0.6995457048887591
10,0.015,4,7,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.300454295111241
10,0.015,4,8,gic_pred,predictive_support,neural_ode_h2,6.2084936024882025e-09
10,0.015,4,8,gic_pred,predictive_support,sir,6.848897822461684e-44
10,0.015,4,8,gic_pred,predictive_support,tv_sir,1.5282813693366932e-10
10,0.015,4,8,gic_pred,predictive_support,ude_sir_h2,0.9999999936386783
10,0.015,4,8,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,7.431198572328357e-23
10,0.015,4,8,gic_evid,equal_prior_posterior_approximation,sir,2.605012021663403e-38
10,0.015,4,8,gic_evid,equal_prior_posterior_approximation,tv_sir,1.5225006680510582e-06
10,0.015,4,8,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.9999984774993319
10,0.015,4,9,gic_pred,predictive_support,neural_ode_h2,3.164394082101908e-05
10,0.015,4,9,gic_pred,predictive_support,sir,2.3500225323099034e-45
10,0.015,4,9,gic_pred,predictive_support,tv_sir,0.0007713988318480882
10,0.015,4,9,gic_pred,predictive_support,ude_sir_h2,0.9991969572273309
10,0.015,4,9,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.86647765900585e-18
10,0.015,4,9,gic_evid,equal_prior_posterior_approximation,sir,1.0558388483432101e-40
10,0.015,4,9,gic_evid,equal_prior_posterior_approximation,tv_sir,0.8871943067416989
10,0.015,4,9,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.11280569325830118
10,0.015,4,10,gic_pred,predictive_support,neural_ode_h2,8.106797279157352e-09
10,0.015,4,10,gic_pred,predictive_support,sir,6.8494345104475865e-31
10,0.015,4,10,gic_pred,predictive_support,tv_sir,0.052850886645423124
10,0.015,4,10,gic_pred,predictive_support,ude_sir_h2,0.9471491052477796
10,0.015,4,10,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.793047743972136e-24
10,0.015,4,10,gic_evid,equal_prior_posterior_approximation,sir,3.8249371583175173e-28
10,0.015,4,10,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9751805101885971
10,0.015,4,10,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.024819489811403028
10,0.015,4,11,gic_pred,predictive_support,neural_ode_h2,1.784698288204359e-07
10,0.015,4,11,gic_pred,predictive_support,sir,3.045951324926822e-45
10,0.015,4,11,gic_pred,predictive_support,tv_sir,6.237914508919423e-05
10,0.015,4,11,gic_pred,predictive_support,ude_sir_h2,0.999937442385082
10,0.015,4,11,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,3.1591859149839293e-20
10,0.015,4,11,gic_evid,equal_prior_posterior_approximation,sir,2.814738371905399e-40
10,0.015,4,11,gic_evid,equal_prior_posterior_approximation,tv_sir,0.17058591572628157
10,0.015,4,11,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.8294140842737185
10,0.015,4,12,gic_pred,predictive_support,neural_ode_h2,1.2215679865782143e-08
10,0.015,4,12,gic_pred,predictive_support,sir,1.2191141172159546e-42
10,0.015,4,12,gic_pred,predictive_support,tv_sir,0.031642898245849184
10,0.015,4,12,gic_pred,predictive_support,ude_sir_h2,0.968357089538471
10,0.015,4,12,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,9.634240328059428e-24
10,0.015,4,12,gic_evid,equal_prior_posterior_approximation,sir,1.297422147807522e-39
10,0.015,4,12,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9896670422970923
10,0.015,4,12,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.010332957702907724
10,0.015,4,13,gic_pred,predictive_support,neural_ode_h2,0.010193237375007854
10,0.015,4,13,gic_pred,predictive_support,sir,1.5207417667239182e-38
10,0.015,4,13,gic_pred,predictive_support,tv_sir,0.003813844031018753
10,0.015,4,13,gic_pred,predictive_support,ude_sir_h2,0.9859929185939734
10,0.015,4,13,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,4.068626566369678e-18
10,0.015,4,13,gic_evid,equal_prior_posterior_approximation,sir,1.1709545257696202e-34
10,0.015,4,13,gic_evid,equal_prior_posterior_approximation,tv_sir,0.7960102597377117
10,0.015,4,13,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.2039897402622883
10,0.015,4,14,gic_pred,predictive_support,neural_ode_h2,2.356449449198808e-08
10,0.015,4,14,gic_pred,predictive_support,sir,9.923234765836268e-48
10,0.015,4,14,gic_pred,predictive_support,tv_sir,0.019253897575247595
10,0.015,4,14,gic_pred,predictive_support,ude_sir_h2,0.9807460788602579
10,0.015,4,14,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.030043894066077e-24
10,0.015,4,14,gic_evid,equal_prior_posterior_approximation,sir,2.1866862047002952e-44
10,0.015,4,14,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9815885359517504
10,0.015,4,14,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.01841146404824959
10,0.015,4,15,gic_pred,predictive_support,neural_ode_h2,5.292107352519752e-08
10,0.015,4,15,gic_pred,predictive_support,sir,1.774088538682245e-41
10,0.015,4,15,gic_pred,predictive_support,tv_sir,0.21181830892327785
10,0.015,4,15,gic_pred,predictive_support,ude_sir_h2,0.7881816381556486
10,0.015,4,15,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.0218134856469274e-25
10,0.015,4,15,gic_evid,equal_prior_posterior_approximation,sir,2.365489815437322e-39
10,0.015,4,15,gic_evid,equal_prior_posterior_approximation,tv_sir,0.991902376645882
10,0.015,4,15,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.008097623354118108
10,0.015,4,16,gic_pred,predictive_support,neural_ode_h2,3.259184704085804e-09
10,0.015,4,16,gic_pred,predictive_support,sir,1.9946204065125116e-34
10,0.015,4,16,gic_pred,predictive_support,tv_sir,0.11643587300321998
10,0.015,4,16,gic_pred,predictive_support,ude_sir_h2,0.8835641237375954
10,0.015,4,16,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,2.6825521016859494e-24
10,0.015,4,16,gic_evid,equal_prior_posterior_approximation,sir,6.2194256369431e-32
10,0.015,4,16,gic_evid,equal_prior_posterior_approximation,tv_sir,0.9935673378539522
10,0.015,4,16,gic_evid,equal_prior_posterior_approximation,ude_sir_h2,0.006432662146047723
10,0.015,4,17,gic_pred,predictive_support,neural_ode_h2,1.1058987480305626e-07
10,0.015,4,17,gic_pred,predictive_support,sir,5.08459715965264e-43
10,0.015,4,17,gic_pred,predictive_support,tv_sir,0.0024755003969210666
10,0.015,4,17,gic_pred,predictive_support,ude_sir_h2,0.9975243890132042
10,0.015,4,17,gic_evid,equal_prior_posterior_approximation,neural_ode_h2,6.462584428017549e-23
10,0.015,4,17,gic_evid,equal_prior_posterior_approximation,sir,7.476768011802159e-39
