n_times,noise,trajectories,seed,criterion,truth,selected,correct,selection_gap,support_entropy
10,0.015,2,17,gic_pred,ude_sir_h2,ude_sir_h2,1,1.3000721910418491,0.7771584927695542
10,0.015,2,17,gic_evid,ude_sir_h2,tv_sir,0,12.581146023799903,0.013491225001223498
10,0.015,2,17,gic_eff_logn,ude_sir_h2,tv_sir,0,0.33050515424974947,0.762183454324308
10,0.015,2,18,aic,ude_sir_h2,tv_sir,0,11.78279066975088,0.01902430446402938
10,0.015,2,18,aicc,ude_sir_h2,tv_sir,0,42.11612400308421,1.5782188473146922e-08
10,0.015,2,18,bic,ude_sir_h2,tv_sir,0,18.75291658462882,0.0008790519633468782
10,0.015,2,18,gic_pred,ude_sir_h2,tv_sir,0,1.155099881965569,0.6752182209540767
10,0.015,2,18,gic_evid,ude_sir_h2,tv_sir,0,18.022353773042624,0.0012216038348199616
10,0.015,2,18,gic_eff_logn,ude_sir_h2,tv_sir,0,2.834058441468372,0.5047895918720554
10,0.015,2,19,aic,ude_sir_h2,tv_sir,0,13.221021834844393,0.010281058767595278
10,0.015,2,19,aicc,ude_sir_h2,tv_sir,0,43.55435516817772,7.93959776138022e-09
10,0.015,2,19,bic,ude_sir_h2,tv_sir,0,20.191147749722333,0.00045826821378728037
10,0.015,2,19,gic_pred,ude_sir_h2,tv_sir,0,2.017484985297102,0.6101881106040254
10,0.015,2,19,gic_evid,ude_sir_h2,tv_sir,0,12.729936195189211,0.012653316206813188
10,0.015,2,19,gic_eff_logn,ude_sir_h2,tv_sir,0,3.409749290652229,0.4418670091886321
10,0.015,4,0,aic,ude_sir_h2,ude_sir_h2,1,5.384635873212062,0.23641621282754932
10,0.015,4,0,aicc,ude_sir_h2,tv_sir,0,2.9010784125022155,0.4861057532736264
10,0.015,4,0,bic,ude_sir_h2,tv_sir,0,6.43752030558548,0.16303796715872876
10,0.015,4,0,gic_pred,ude_sir_h2,ude_sir_h2,1,14.574605396338455,0.00619584759113621
10,0.015,4,0,gic_evid,ude_sir_h2,tv_sir,0,0.0876006529614699,0.6929074294808644
10,0.015,4,0,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,10.512824573311633,0.03263754918355442
10,0.015,4,1,aic,ude_sir_h2,ude_sir_h2,1,4.70863233639318,0.2952408850036008
10,0.015,4,1,aicc,ude_sir_h2,tv_sir,0,3.577081949321098,0.41082468389400983
10,0.015,4,1,bic,ude_sir_h2,tv_sir,0,7.113523842404362,0.12679617349596653
10,0.015,4,1,gic_pred,ude_sir_h2,ude_sir_h2,1,13.91546961894241,0.009567509351992128
10,0.015,4,1,gic_evid,ude_sir_h2,tv_sir,0,1.0524565705215707,0.659695008479299
10,0.015,4,1,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,9.867932602078668,0.04323853521613605
10,0.015,4,2,aic,ude_sir_h2,ude_sir_h2,1,15.813998645665322,0.003400826972570146
10,0.015,4,2,aicc,ude_sir_h2,ude_sir_h2,1,7.528284359951044,0.10822968719032092
10,0.015,4,2,bic,ude_sir_h2,ude_sir_h2,1,3.99184246686778,0.36620095957487997
10,0.015,4,2,gic_pred,ude_sir_h2,ude_sir_h2,1,18.699850075539956,0.0009542754000543849
10,0.015,4,2,gic_evid,ude_sir_h2,ude_sir_h2,1,8.692641856193859,0.06845505523041101
10,0.015,4,2,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,20.079864822304472,0.0008551094302962438
10,0.015,4,3,aic,ude_sir_h2,ude_sir_h2,1,10.404642509286816,0.03396746716122718
10,0.015,4,3,aicc,ude_sir_h2,ude_sir_h2,1,2.1189282235725386,0.5703324470417609
10,0.015,4,3,bic,ude_sir_h2,tv_sir,0,1.4175136695107255,0.6340891765618402
10,0.015,4,3,gic_pred,ude_sir_h2,ude_sir_h2,1,19.681079172844335,0.0006118482169491259
10,0.015,4,3,gic_evid,ude_sir_h2,ude_sir_h2,1,4.168679349806837,0.34782686499835924
10,0.015,4,3,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,15.692314638282511,0.0034845835615486325
10,0.015,4,4,aic,ude_sir_h2,ude_sir_h2,1,12.141284326824405,0.016317077060741328
10,0.015,4,4,aicc,ude_sir_h2,ude_sir_h2,1,3.855570041110127,0.38063653960031635
10,0.015,4,4,bic,ude_sir_h2,ude_sir_h2,1,0.31912814802686285,0.6899757541181037
10,0.015,4,4,gic_pred,ude_sir_h2,ude_sir_h2,1,21.09963908114929,0.0005502931296945842
10,0.015,4,4,gic_evid,ude_sir_h2,ude_sir_h2,1,4.878247606564145,0.27934917137676907
10,0.015,4,4,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,16.84227354597337,0.002264985036644474
10,0.015,4,5,aic,ude_sir_h2,tv_sir,0,2.806859956896176,0.496597827085464
10,0.015,4,5,aicc,ude_sir_h2,tv_sir,0,11.092574242610453,0.025451367238662717
10,0.015,4,5,bic,ude_sir_h2,tv_sir,0,14.629016135693718,0.005532410426200194
10,0.015,4,5,gic_pred,ude_sir_h2,ude_sir_h2,1,6.273451892624678,0.17305119284528117
10,0.015,4,5,gic_evid,ude_sir_h2,tv_sir,0,9.085713832045741,0.058426988532415715
10,0.015,4,5,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,2.119071773628633,0.5703179020958156
10,0.015,4,6,aic,ude_sir_h2,ude_sir_h2,1,21.200430762857707,0.00028902187483787335
10,0.015,4,6,aicc,ude_sir_h2,ude_sir_h2,1,12.914716477143429,0.011683012310579251
10,0.015,4,6,bic,ude_sir_h2,ude_sir_h2,1,9.378274584060165,0.0518746069051198
10,0.015,4,6,gic_pred,ude_sir_h2,ude_sir_h2,1,30.22928440082876,5.093460105897246e-06
10,0.015,4,6,gic_evid,ude_sir_h2,ude_sir_h2,1,14.555008383417515,0.005715281992083102
10,0.015,4,6,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,26.031450923716847,3.168842190340003e-05
10,0.015,4,7,aic,ude_sir_h2,ude_sir_h2,1,6.958155974053994,0.13444249628503324
10,0.015,4,7,aicc,ude_sir_h2,tv_sir,0,1.3275583116602832,0.6409632926816553
10,0.015,4,7,bic,ude_sir_h2,tv_sir,0,4.864000204743547,0.2806334532540801
10,0.015,4,7,gic_pred,ude_sir_h2,ude_sir_h2,1,15.864147417849352,0.0032241431416858337
10,0.015,4,7,gic_evid,ude_sir_h2,tv_sir,0,1.6902709701367655,0.6112487340816373
10,0.015,4,7,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,11.562564223022036,0.020873356883336688
10,0.015,4,8,aic,ude_sir_h2,ude_sir_h2,1,36.11501719845472,2.868327201076117e-07
10,0.015,4,8,aicc,ude_sir_h2,ude_sir_h2,1,27.829302912740445,1.3507296097159239e-05
10,0.015,4,8,bic,ude_sir_h2,ude_sir_h2,1,24.29286101965718,6.977260485411334e-05
10,0.015,4,8,gic_pred,ude_sir_h2,ude_sir_h2,1,37.79469508030979,1.271395598076766e-07
10,0.015,4,8,gic_evid,ude_sir_h2,ude_sir_h2,1,26.79030975215008,2.191663407457108e-05
10,0.015,4,8,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,38.8428253471935,1.0124311004975026e-07
10,0.015,4,9,aic,ude_sir_h2,ude_sir_h2,1,5.4187317884893105,0.23363380341841616
10,0.015,4,9,aicc,ude_sir_h2,tv_sir,0,2.866982497224967,0.4899073810666992
10,0.015,4,9,bic,ude_sir_h2,tv_sir,0,6.403424390308231,0.16507781008500835
10,0.015,4,9,gic_pred,ude_sir_h2,ude_sir_h2,1,14.333003322268269,0.006659432700012739
10,0.015,4,9,gic_evid,ude_sir_h2,tv_sir,0,4.124794417938261,0.35234140700641203
10,0.015,4,9,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,10.038412164366747,0.03971642606438846
10,0.015,4,10,aic,ude_sir_h2,tv_sir,0,3.508039071942477,0.4184197700325253
10,0.015,4,10,aicc,ude_sir_h2,tv_sir,0,11.793753357656755,0.018904538551640745
10,0.015,4,10,bic,ude_sir_h2,tv_sir,0,15.330195250740019,0.004061364883503923
10,0.015,4,10,gic_pred,ude_sir_h2,ude_sir_h2,1,5.77196408415972,0.20682560844747097
10,0.015,4,10,gic_evid,ude_sir_h2,tv_sir,0,7.341986736990748,0.1162448689724633
10,0.015,4,10,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,1.7862112375889296,0.6025714860368363
10,0.015,4,11,aic,ude_sir_h2,ude_sir_h2,1,10.485337567310495,0.03284010610428743
10,0.015,4,11,aicc,ude_sir_h2,ude_sir_h2,1,2.1996232815962173,0.5620880339019534
10,0.015,4,11,bic,ude_sir_h2,tv_sir,0,1.3368186114870468,0.6402718295352551
10,0.015,4,11,gic_pred,ude_sir_h2,ude_sir_h2,1,19.364433984386153,0.0006693011943382889
10,0.015,4,11,gic_evid,ude_sir_h2,ude_sir_h2,1,3.1629609091778548,0.4568140415832004
10,0.015,4,11,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,15.040139560536517,0.004619007644069527
10,0.015,4,12,aic,ude_sir_h2,tv_sir,0,2.327230941024993,0.5487763364641396
10,0.015,4,12,aicc,ude_sir_h2,tv_sir,0,10.61294522673927,0.03113412583302493
10,0.015,4,12,bic,ude_sir_h2,tv_sir,0,14.149387119822535,0.00682780420917612
10,0.015,4,12,gic_pred,ude_sir_h2,ude_sir_h2,1,6.842174348016499,0.14040770109985154
10,0.015,4,12,gic_evid,ude_sir_h2,tv_sir,0,9.124060003646491,0.05752597638232676
10,0.015,4,12,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,2.763028268771876,0.5014625639597281
10,0.015,4,13,aic,ude_sir_h2,ude_sir_h2,1,1.8130657361873261,0.6118827434172311
10,0.015,4,13,aicc,ude_sir_h2,tv_sir,0,6.4726485495269515,0.16098981233073076
10,0.015,4,13,bic,ude_sir_h2,tv_sir,0,10.009090442610216,0.04004765840933732
10,0.015,4,13,gic_pred,ude_sir_h2,ude_sir_h2,1,9.14384934933355,0.08189476750888453
10,0.015,4,13,gic_evid,ude_sir_h2,tv_sir,0,2.723084750262956,0.5058838795622592
10,0.015,4,13,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,7.138587097176924,0.14379699149250952
10,0.015,4,14,aic,ude_sir_h2,tv_sir,0,1.3899716695101176,0.6362306800612647
10,0.015,4,14,aicc,ude_sir_h2,tv_sir,0,9.675685955224395,0.04592719621151549
10,0.015,4,14,bic,ude_sir_h2,tv_sir,0,13.21212784830766,0.010271517574471659
10,0.015,4,14,gic_pred,ude_sir_h2,ude_sir_h2,1,7.861200150595579,0.09512147668018903
10,0.015,4,14,gic_evid,ude_sir_h2,tv_sir,0,7.952397395369843,0.09179070396551704
10,0.015,4,14,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,3.851100978525153,0.381113944247558
10,0.015,4,15,aic,ude_sir_h2,tv_sir,0,7.118179932493206,0.12657171302243359
10,0.015,4,15,aicc,ude_sir_h2,tv_sir,0,15.403894218207483,0.0039311385709542585
10,0.015,4,15,bic,ude_sir_h2,tv_sir,0,18.940336111290748,0.0008073838031758007
10,0.015,4,15,gic_pred,ude_sir_h2,ude_sir_h2,1,2.627999389482227,0.5163567777462204
10,0.015,4,15,gic_evid,ude_sir_h2,tv_sir,0,9.616108172500958,0.04706439823582567
10,0.015,4,15,gic_eff_logn,ude_sir_h2,tv_sir,0,0.9640957828181058,0.6649235320671094
10,0.015,4,16,aic,ude_sir_h2,tv_sir,0,5.258302967336675,0.24656057516853797
10,0.015,4,16,aicc,ude_sir_h2,tv_sir,0,13.544017253050953,0.008892464332626067
10,0.015,4,16,bic,ude_sir_h2,tv_sir,0,17.080459146134217,0.0018642485909833855
10,0.015,4,16,gic_pred,ude_sir_h2,ude_sir_h2,1,4.053246386424064,0.3597631146768925
10,0.015,4,16,gic_evid,ude_sir_h2,tv_sir,0,10.079826731877063,0.038873500801910266
10,0.015,4,16,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.09413240239373977,0.6928703840545034
10,0.015,4,17,aic,ude_sir_h2,ude_sir_h2,1,2.800209474087808,0.4973368241374173
10,0.015,4,17,aicc,ude_sir_h2,tv_sir,0,5.48550481162647,0.22833360453807475
10,0.015,4,17,bic,ude_sir_h2,tv_sir,0,9.021946704709734,0.059954631239073373
10,0.015,4,17,gic_pred,ude_sir_h2,ude_sir_h2,1,11.99766808488917,0.01733056752387164
10,0.015,4,17,gic_evid,ude_sir_h2,tv_sir,0,4.319388162055418,0.3325521896086895
10,0.015,4,17,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,7.942211345014471,0.09215870294303019
10,0.015,4,18,aic,ude_sir_h2,tv_sir,0,0.0586712749269509,0.6930396203515239
10,0.015,4,18,aicc,ude_sir_h2,tv_sir,0,8.344385560641228,0.0786525683822151
10,0.015,4,18,bic,ude_sir_h2,tv_sir,0,11.880827453724493,0.018215352955547673
10,0.015,4,18,gic_pred,ude_sir_h2,ude_sir_h2,1,9.174721806817757,0.056355565255883144
10,0.015,4,18,gic_evid,ude_sir_h2,tv_sir,0,4.647944629754619,0.3005829589603796
10,0.015,4,18,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,5.149609561778419,0.25564586963330826
10,0.015,4,19,aic,ude_sir_h2,ude_sir_h2,1,10.544336123504337,0.03204665921957477
10,0.015,4,19,aicc,ude_sir_h2,ude_sir_h2,1,2.2586218377900593,0.555972891525515
10,0.015,4,19,bic,ude_sir_h2,tv_sir,0,1.2778200552932049,0.644612081699188
10,0.015,4,19,gic_pred,ude_sir_h2,ude_sir_h2,1,19.53686826458761,0.0006539799472327542
10,0.015,4,19,gic_evid,ude_sir_h2,ude_sir_h2,1,3.9411883837141204,0.3715320937973363
10,0.015,4,19,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,15.308363472557403,0.004116949801243523
10,0.045,1,0,aic,ude_sir_h2,tv_sir,0,5.488537851571746,0.2333205293747963
10,0.045,1,0,aicc,ude_sir_h2,sir,0,0.7971764341425391,0.673675646166245
10,0.045,1,0,bic,ude_sir_h2,tv_sir,0,4.883367665583652,0.28087394673969085
10,0.045,1,0,gic_pred,ude_sir_h2,tv_sir,0,0.36795969484719393,0.9747020532453559
10,0.045,1,0,gic_evid,ude_sir_h2,tv_sir,0,3.123338433611959,0.6539489901398736
10,0.045,1,0,gic_eff_logn,ude_sir_h2,tv_sir,0,0.3308480700380727,0.9805960988329836
10,0.045,1,1,aic,ude_sir_h2,sir,0,2.7878268187754003,0.5000871862283349
10,0.045,1,1,aicc,ude_sir_h2,sir,0,9.073541104489685,0.05871576170263478
10,0.045,1,1,bic,ude_sir_h2,sir,0,3.392997004763494,0.4315772740152436
10,0.045,1,1,gic_pred,ude_sir_h2,sir,0,0.43043221885510974,1.2538158871162122
10,0.045,1,1,gic_evid,ude_sir_h2,sir,0,1.013381153403465,0.97572385016733
10,0.045,1,1,gic_eff_logn,ude_sir_h2,sir,0,0.6084958169045152,1.2318465389648128
10,0.045,1,2,aic,ude_sir_h2,sir,0,1.4862429769141272,0.6303336630444346
10,0.045,1,2,aicc,ude_sir_h2,sir,0,7.771957262628412,0.09848562976526459
10,0.045,1,2,bic,ude_sir_h2,sir,0,2.0914131629022172,0.5736608753532889
10,0.045,1,2,gic_pred,ude_sir_h2,tv_sir,0,0.07312930447128707,1.252873777594886
10,0.045,1,2,gic_evid,ude_sir_h2,sir,0,1.3044096212687926,1.0406633113473784
10,0.045,1,2,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.048290797071580016,1.2517077773745533
10,0.045,1,3,aic,ude_sir_h2,sir,0,0.8304010927161016,0.6733245628996986
10,0.045,1,3,aicc,ude_sir_h2,sir,0,7.116115378430386,0.12667061045219802
10,0.045,1,3,bic,ude_sir_h2,sir,0,1.4355712787041952,0.6330317580863507
10,0.045,1,3,gic_pred,ude_sir_h2,neural_ode_h2,0,2.343831046471692,1.1233122862274911
10,0.045,1,3,gic_evid,ude_sir_h2,sir,0,0.7051957916042593,0.982070828091707
10,0.045,1,3,gic_eff_logn,ude_sir_h2,neural_ode_h2,0,2.451339307997422,1.1424853207720385
10,0.045,1,4,aic,ude_sir_h2,tv_sir,0,1.224950730563613,0.6516774224670198
10,0.045,1,4,aicc,ude_sir_h2,sir,0,5.060763555150672,0.2632468335873722
10,0.045,1,4,bic,ude_sir_h2,tv_sir,0,0.6197805445755229,0.682446421664356
10,0.045,1,4,gic_pred,ude_sir_h2,tv_sir,0,0.3862253689716866,1.0554811374175082
10,0.045,1,4,gic_evid,ude_sir_h2,tv_sir,0,1.3135958780206316,1.0427942269825368
10,0.045,1,4,gic_eff_logn,ude_sir_h2,tv_sir,0,0.3277906156594561,1.0725622673738138
10,0.045,1,5,aic,ude_sir_h2,sir,0,0.21997121429800615,0.6945860930854372
10,0.045,1,5,aicc,ude_sir_h2,sir,0,6.505685500012291,0.15902205871788536
10,0.045,1,5,bic,ude_sir_h2,sir,0,0.8251414002860962,0.6732802943972531
10,0.045,1,5,gic_pred,ude_sir_h2,ude_sir_h2,1,0.02675324152298586,1.3452813257162084
10,0.045,1,5,gic_evid,ude_sir_h2,sir,0,0.41810512246179954,1.0847591690008846
10,0.045,1,5,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.11260733750531315,1.3569255794075876
10,0.045,1,6,aic,ude_sir_h2,sir,0,0.9688933985308381,0.6669286130597311
10,0.045,1,6,aicc,ude_sir_h2,sir,0,7.254607684245123,0.12018462454464282
10,0.045,1,6,bic,ude_sir_h2,sir,0,1.5740635845189281,0.6220722786862442
10,0.045,1,6,gic_pred,ude_sir_h2,ude_sir_h2,1,0.04806877616528027,1.1732398068916197
10,0.045,1,6,gic_evid,ude_sir_h2,sir,0,0.7125027989643016,1.0835763178572573
10,0.045,1,6,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.13907224660556494,1.1795001378593466
10,0.045,1,7,aic,ude_sir_h2,sir,0,1.751833350705482,0.6075721520796947
10,0.045,1,7,aicc,ude_sir_h2,sir,0,8.037547636419767,0.08877724007134556
10,0.045,1,7,bic,ude_sir_h2,sir,0,2.3570035366935755,0.5462135895540714
10,0.045,1,7,gic_pred,ude_sir_h2,ude_sir_h2,1,0.3139652385555678,1.3136370049952473
10,0.045,1,7,gic_evid,ude_sir_h2,sir,0,1.325132829587357,1.016948758373029
10,0.045,1,7,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.15726408783731216,1.3069247887973723
10,0.045,1,8,aic,ude_sir_h2,sir,0,2.9626268191745666,0.48055768648107916
10,0.045,1,8,aicc,ude_sir_h2,sir,0,9.248341104888851,0.054694508450576086
10,0.045,1,8,bic,ude_sir_h2,sir,0,3.5677970051626566,0.4122434882504555
10,0.045,1,8,gic_pred,ude_sir_h2,sir,0,0.5328587809128607,1.3262264253151859
10,0.045,1,8,gic_evid,ude_sir_h2,sir,0,1.000717531727453,0.9478310271054438
10,0.045,1,8,gic_eff_logn,ude_sir_h2,sir,0,0.69784379195616,1.3014029623498184
10,0.045,1,9,aic,ude_sir_h2,tv_sir,0,15.199478885087125,0.007494319024830102
10,0.045,1,9,aicc,ude_sir_h2,tv_sir,0,9.610027069786591,0.04718195848163551
10,0.045,1,9,bic,ude_sir_h2,tv_sir,0,15.290571169512786,0.005816222886572817
10,0.045,1,9,gic_pred,ude_sir_h2,tv_sir,0,1.2688419167112812,0.7615410156085818
10,0.045,1,9,gic_evid,ude_sir_h2,tv_sir,0,6.599056402649271,0.15755865708726322
10,0.045,1,9,gic_eff_logn,ude_sir_h2,tv_sir,0,1.2793360263984503,0.7598260162696495
10,0.045,1,10,aic,ude_sir_h2,tv_sir,0,1.6548088795487317,0.6189521392911648
10,0.045,1,10,aicc,ude_sir_h2,sir,0,4.630905406165553,0.3021935005546486
10,0.045,1,10,bic,ude_sir_h2,tv_sir,0,1.0496386935606417,0.6614828026510319
10,0.045,1,10,gic_pred,ude_sir_h2,ude_sir_h2,1,0.0016491280570747335,1.197401944750665
10,0.045,1,10,gic_evid,ude_sir_h2,tv_sir,0,1.406834315244538,1.026297545732753
10,0.045,1,10,gic_eff_logn,ude_sir_h2,ude_sir_h2,1,0.03929225231838984,1.2088852330232205
10,0.045,1,11,aic,ude_sir_h2,sir,0,2.6200361318844045,0.5186121801307215
10,0.045,1,11,aicc,ude_sir_h2,sir,0,8.90575041759869,0.06283476155456194
10,0.045,1,11,bic,ude_sir_h2,sir,0,3.2252063178724946,0.4502784819309349
10,0.045,1,11,gic_pred,ude_sir_h2,sir,0,0.32921032297875996,1.310635092401364
10,0.045,1,11,gic_evid,ude_sir_h2,sir,0,1.0629734088769638,0.9725954225926242
10,0.045,1,11,gic_eff_logn,ude_sir_h2,sir,0,0.4955988174066448,1.2918495732076232
10,0.045,1,12,aic,ude_sir_h2,tv_sir,0,0.6667228431621091,0.6824141900405682
10,0.045,1,12,aicc,ude_sir_h2,sir,0,5.618991442552176,0.21810735460588188
10,0.045,1,12,bic,ude_sir_h2,tv_sir,0,0.06155265717401903,0.694035723911663
10,0.045,1,12,gic_pred,ude_sir_h2,tv_sir,0,0.5140366818367568,1.269708688130726
10,0.045,1,12,gic_evid,ude_sir_h2,tv_sir,0,0.6419548421544157,1.0729678478265512
10,0.045,1,12,gic_eff_logn,ude_sir_h2,tv_sir,0,0.45707220364547396,1.2824476639594102
10,0.045,1,13,aic,ude_sir_h2,tv_sir,0,2.5881011080851835,0.5244117081843616
10,0.045,1,13,aicc,ude_sir_h2,sir,0,3.6976131776291012,0.39765952178762365
10,0.045,1,13,bic,ude_sir_h2,tv_sir,0,1.9829309220970934,0.5852115500163337
10,0.045,1,13,gic_pred,ude_sir_h2,tv_sir,0,0.6807344506368196,1.0706686456553949
10,0.045,1,13,gic_evid,ude_sir_h2,tv_sir,0,2.3507692353078653,0.8830506387440555
10,0.045,1,13,gic_eff_logn,ude_sir_h2,tv_sir,0,0.6372710765292453,1.086298886139343
10,0.045,1,14,aic,ude_sir_h2,tv_sir,0,0.9816506496843296,0.6672067992475266
10,0.045,1,14,aicc,ude_sir_h2,sir,0,5.304063636029955,0.24280625474471362
10,0.045,1,14,bic,ude_sir_h2,tv_sir,0,0.376480463696236,0.6898673132334687
10,0.045,1,14,gic_pred,ude_sir_h2,tv_sir,0,0.44547502302519604,1.2507967562838271
10,0.045,1,14,gic_evid,ude_sir_h2,tv_sir,0,0.9763294213798552,1.0505043994099776
10,0.045,1,14,gic_eff_logn,ude_sir_h2,tv_sir,0,0.3952294797560256,1.2640864480800036
10,0.045,1,15,aic,ude_sir_h2,sir,0,1.8926404095084521,0.5944016632044549
10,0.045,1,15,aicc,ude_sir_h2,sir,0,8.178354695222737,0.08399148233418026
10,0.045,1,15,bic,ude_sir_h2,sir,0,2.497810595496542,0.5311088421325973
10,0.045,1,15,gic_pred,ude_sir_h2,ude_sir_h2,1,0.1081234502164925,1.286428773569527
10,0.045,1,15,gic_evid,ude_sir_h2,sir,0,1.1316113742399043,1.0148429029463235
10,0.045,1,15,gic_eff_logn,ude_sir_h2,sir,0,0.11506516653868815,1.2736045864598207
10,0.045,1,16,aic,ude_sir_h2,tv_sir,0,5.866444105177855,0.20553576155852504
10,0.045,1,16,aicc,ude_sir_h2,sir,0,0.4192701805364294,0.687683851998895
10,0.045,1,16,bic,ude_sir_h2,tv_sir,0,5.261273919189765,0.24840341412122577
10,0.045,1,16,gic_pred,ude_sir_h2,tv_sir,0,0.4568872963390014,0.8431328750150002
10,0.045,1,16,gic_evid,ude_sir_h2,tv_sir,0,3.4139016427592352,0.5923962439988726
10,0.045,1,16,gic_eff_logn,ude_sir_h2,tv_sir,0,0.4475757324482572,0.8489416186603702
10,0.045,1,17,aic,ude_sir_h2,tv_sir,0,2.53435706849379,0.5309031101055358
10,0.045,1,17,aicc,ude_sir_h2,sir,0,3.7513572172204945,0.39183633067667256
10,0.045,1,17,bic,ude_sir_h2,tv_sir,0,1.9291868825056966,0.5906691603793165
10,0.045,1,17,gic_pred,ude_sir_h2,tv_sir,0,0.2965784042838635,0.9905697400907747
10,0.045,1,17,gic_evid,ude_sir_h2,tv_sir,0,1.6974529620914467,0.9536878401780382
10,0.045,1,17,gic_eff_logn,ude_sir_h2,tv_sir,0,0.2553623229920774,1.0045360274809976
10,0.045,1,18,aic,ude_sir_h2,sir,0,2.9864917435972913,0.4779616807506737
10,0.045,1,18,aicc,ude_sir_h2,sir,0,9.272206029311576,0.05416600028617247
10,0.045,1,18,bic,ude_sir_h2,sir,0,3.5916619295853813,0.40964629509554745
10,0.045,1,18,gic_pred,ude_sir_h2,sir,0,0.45700609805348336,1.341059393925152
10,0.045,1,18,gic_evid,ude_sir_h2,sir,0,1.0607542856550616,0.9698467579635328
10,0.045,1,18,gic_eff_logn,ude_sir_h2,sir,0,0.626699635264206,1.3203627902641495
10,0.045,1,19,aic,ude_sir_h2,tv_sir,0,0.27094248271643906,0.6939909006660321
10,0.045,1,19,aicc,ude_sir_h2,sir,0,6.014771802997846,0.18986607270185632
10,0.045,1,19,bic,ude_sir_h2,sir,0,0.3342277032716545,0.690716991698396
10,0.045,1,19,gic_pred,ude_sir_h2,tv_sir,0,0.14509730027167933,1.3173675609726427
10,0.045,1,19,gic_evid,ude_sir_h2,sir,0,0.10298708574865856,1.051721454365246
10,0.045,1,19,gic_eff_logn,ude_sir_h2,tv_sir,0,0.07508655965463973,1.3305527440372116
10,0.045,2,0,aic,ude_sir_h2,tv_sir,0,7.312890506800443,0.11895977261425095
10,0.045,2,0,aicc,ude_sir_h2,tv_sir,0,5.352106193074945,0.23890987187884838
10,0.045,2,0,bic,ude_sir_h2,tv_sir,0,5.321425959692462,0.2414483756854679
10,0.045,2,0,gic_pred,ude_sir_h2,tv_sir,0,3.99114695639625,0.5321106493663317
10,0.045,2,0,gic_evid,ude_sir_h2,tv_sir,0,5.932554240639988,0.2566560700392938
10,0.045,2,0,gic_eff_logn,ude_sir_h2,tv_sir,0,4.16292610017863,0.5589282931471811
10,0.045,2,1,aic,ude_sir_h2,tv_sir,0,17.573827190948307,0.0015087742338980377
10,0.045,2,1,aicc,ude_sir_h2,tv_sir,0,27.53221352369725,1.5514900063680014e-05
10,0.045,2,1,bic,ude_sir_h2,tv_sir,0,24.543953105826247,7.793856843142964e-05
10,0.045,2,1,gic_pred,ude_sir_h2,tv_sir,0,4.455591024017721,0.36522880930666446
10,0.045,2,1,gic_evid,ude_sir_h2,tv_sir,0,17.18924670811583,0.0017894100681457364
10,0.045,2,1,gic_eff_logn,ude_sir_h2,tv_sir,0,4.894591377137658,0.3213933958521817
10,0.045,2,2,aic,ude_sir_h2,tv_sir,0,15.082095915238966,0.004833989159493948
10,0.045,2,2,aicc,ude_sir_h2,tv_sir,0,19.710950747594083,0.0005694440080667023
10,0.045,2,2,bic,ude_sir_h2,tv_sir,0,19.680270514211593,0.0007737444623154926
10,0.045,2,2,gic_pred,ude_sir_h2,tv_sir,0,2.2226564154385073,0.7704617272551033
10,0.045,2,2,gic_evid,ude_sir_h2,tv_sir,0,14.153505761157767,0.007278538605999657
10,0.045,2,2,gic_eff_logn,ude_sir_h2,tv_sir,0,2.7905028654332895,0.7097156325078433
10,0.045,2,3,aic,ude_sir_h2,tv_sir,0,10.713296928106473,0.031383502112449474
10,0.045,2,3,aicc,ude_sir_h2,tv_sir,0,8.752512614380976,0.0668305961786783
10,0.045,2,3,bic,ude_sir_h2,tv_sir,0,8.721832380998492,0.06772015184154354
10,0.045,2,3,gic_pred,ude_sir_h2,tv_sir,0,3.9055986121787214,0.5725065698610623
10,0.045,2,3,gic_evid,ude_sir_h2,tv_sir,0,9.288339276577204,0.08570683460945897
10,0.045,2,3,gic_eff_logn,ude_sir_h2,tv_sir,0,4.07338247950635,0.5600383623896956
