candidate,n,blocked_mse,blocked_mse_sd,observable_dimension,observable_dimension_sd
minimal_fixed,30,157.7349638276836,563.4882005414628,1.5613894567144158,0.14572267455773058
minimal_gamma,30,41.6366118582625,86.13610139298808,2.5507117881772197,0.21643859874221827
neural_ode,30,96.90745965035522,116.82752133323555,1.1867620689712721,0.17420267493679595
ude_appearance,30,33.7710276352371,117.92626438038471,2.169159014570902,0.13379756135887028
