seed,criterion,candidate,weight,selected
17,gic_eff,neural_ode,0.398274629090544,1
17,gic_vol,minimal_fixed,0.4769772274493497,1
17,gic_vol,minimal_gamma,0.08738596463197243,0
17,gic_vol,ude_appearance,0.02112418538372458,0
17,gic_vol,neural_ode,0.4145126225349534,0
18,aic,minimal_fixed,0.4138483381383379,0
18,aic,minimal_gamma,0.062110379044019795,0
18,aic,ude_appearance,8.097807162072863e-05,0
18,aic,neural_ode,0.5239603047460216,1
18,bic,minimal_fixed,0.13771994430674478,0
18,bic,minimal_gamma,0.030544903819080146,0
18,bic,ude_appearance,0.00010572785258112317,0
18,bic,neural_ode,0.831629424021594,1
18,gic_eff,minimal_fixed,0.00013822064700993563,0
18,gic_eff,minimal_gamma,7.543258062205462e-05,0
18,gic_eff,ude_appearance,2.565747094289628e-05,0
18,gic_eff,neural_ode,0.999760689301425,1
18,gic_vol,minimal_fixed,1.5504382648049134e-05,0
18,gic_vol,minimal_gamma,2.9135333264975142e-06,0
18,gic_vol,ude_appearance,2.245186662272347e-06,0
18,gic_vol,neural_ode,0.9999793368973633,1
19,aic,minimal_fixed,0.9883199713121852,1
19,aic,minimal_gamma,0.005517063147324504,0
19,aic,ude_appearance,0.0041528838439995625,0
19,aic,neural_ode,0.0020100816964906403,0
19,bic,minimal_fixed,0.9667102600838949,1
19,bic,minimal_gamma,0.007974907802200023,0
19,bic,ude_appearance,0.01593730554213671,0
19,bic,neural_ode,0.009377526571768265,0
19,gic_eff,minimal_fixed,0.105369655712998,0
19,gic_eff,minimal_gamma,0.0013544378897223954,0
19,gic_eff,ude_appearance,0.2745392904783296,0
19,gic_eff,neural_ode,0.6187366159189499,1
19,gic_vol,minimal_fixed,0.1273281214423925,0
19,gic_vol,minimal_gamma,0.00010887051998171505,0
19,gic_vol,ude_appearance,0.2084226693403434,0
19,gic_vol,neural_ode,0.6641403386972823,1
20,aic,minimal_fixed,0.6735192197401969,1
20,aic,minimal_gamma,0.08903025493551003,0
20,aic,ude_appearance,0.0003848465161899682,0
20,aic,neural_ode,0.23706567880810306,0
20,bic,minimal_fixed,0.34766022231869037,0
20,bic,minimal_gamma,0.06791435596294912,0
20,bic,ude_appearance,0.0007793973553037421,0
20,bic,neural_ode,0.5836460243630568,1
20,gic_eff,minimal_fixed,0.0006162611712561045,0
20,gic_eff,minimal_gamma,0.00028279299423538594,0
20,gic_eff,ude_appearance,0.0002652784615160571,0
20,gic_eff,neural_ode,0.9988356673729925,1
20,gic_vol,minimal_fixed,9.068691364968357e-05,0
20,gic_vol,minimal_gamma,1.5282968003882357e-05,0
20,gic_vol,ude_appearance,3.164275036856821e-05,0
20,gic_vol,neural_ode,0.9998623873679777,1
21,aic,minimal_fixed,0.5461310228504495,1
21,aic,minimal_gamma,0.23071298537942533,0
21,aic,ude_appearance,0.0030486795924420324,0
21,aic,neural_ode,0.22010731217768323,0
21,bic,minimal_fixed,0.28023222715817,0
21,bic,minimal_gamma,0.1749493082128589,0
21,bic,ude_appearance,0.006137611189878098,0
21,bic,neural_ode,0.538680853439093,1
21,gic_eff,minimal_fixed,0.0005246098856789666,0
21,gic_eff,minimal_gamma,0.0007273877038539057,0
21,gic_eff,ude_appearance,0.001937121961389859,0
21,gic_eff,neural_ode,0.9968108804490774,1
21,gic_vol,minimal_fixed,7.22745157697318e-05,0
21,gic_vol,minimal_gamma,2.681840021647743e-05,0
21,gic_vol,ude_appearance,0.00019533529967886255,0
21,gic_vol,neural_ode,0.9997055717843348,1
22,aic,minimal_fixed,0.01062936001576533,0
22,aic,minimal_gamma,0.9739180004493233,1
22,aic,ude_appearance,3.6558976583516364e-05,0
22,aic,neural_ode,0.015416080558327876,0
22,bic,minimal_fixed,0.006976626755445468,0
22,bic,minimal_gamma,0.9446691319380348,1
22,bic,ude_appearance,9.41453252689553e-05,0
22,bic,neural_ode,0.04826009598125079,0
22,gic_eff,minimal_fixed,0.00013851278022171282,0
22,gic_eff,minimal_gamma,0.06638686989205618,0
22,gic_eff,ude_appearance,0.0003338000430487985,0
22,gic_eff,neural_ode,0.9331408172846734,1
22,gic_vol,minimal_fixed,2.6961219308353594e-05,0
22,gic_vol,minimal_gamma,0.03210961179600601,0
22,gic_vol,ude_appearance,5.179787536812361e-05,0
22,gic_vol,neural_ode,0.9678116291093175,1
23,aic,minimal_fixed,0.002208111563487551,0
23,aic,minimal_gamma,0.9907477583481246,1
23,aic,ude_appearance,1.2245629067871433e-05,0
23,aic,neural_ode,0.007031884459319962,0
23,bic,minimal_fixed,0.001472140020172734,0
23,bic,minimal_gamma,0.9761356292517279,1
23,bic,ude_appearance,3.203137377997725e-05,0
23,bic,neural_ode,0.02236019935431934,0
23,gic_eff,minimal_fixed,6.702669959126684e-05,0
23,gic_eff,minimal_gamma,0.14236436229493643,0
23,gic_eff,ude_appearance,0.00024117411211886669,0
23,gic_eff,neural_ode,0.8573274368933534,1
23,gic_vol,minimal_fixed,1.5260007392142233e-05,0
23,gic_vol,minimal_gamma,0.07730594890096334,0
23,gic_vol,ude_appearance,4.3208117552853394e-05,0
23,gic_vol,neural_ode,0.9226355829740915,1
24,aic,minimal_fixed,0.6060067485477986,1
24,aic,minimal_gamma,0.39389629588043584,0
24,aic,ude_appearance,2.9782236945704537e-08,0
24,aic,neural_ode,9.692578952877488e-05,0
24,bic,minimal_fixed,0.509860549245942,1
24,bic,minimal_gamma,0.4897504066010889,0
24,bic,ude_appearance,9.830998313933105e-08,0
24,bic,neural_ode,0.00038894584298595765,0
24,gic_eff,minimal_fixed,0.311785684202521,0
24,gic_eff,minimal_gamma,0.5429340360629686,1
24,gic_eff,ude_appearance,8.477331874234264e-06,0
24,gic_eff,neural_ode,0.14527180240263624,0
24,gic_vol,minimal_fixed,0.5377412075604058,1
24,gic_vol,minimal_gamma,0.21509248880664122,0
24,gic_vol,ude_appearance,2.906198169222411e-06,0
24,gic_vol,neural_ode,0.24716339743478383,0
25,aic,minimal_fixed,0.23275877114595905,0
25,aic,minimal_gamma,0.7664385211133052,1
25,aic,ude_appearance,0.00013429968141166927,0
25,aic,neural_ode,0.0006684080593239529,0
25,bic,minimal_fixed,0.1700054776243147,0
25,bic,minimal_gamma,0.827281176443962,1
25,bic,ude_appearance,0.00038485594496960303,0
25,bic,neural_ode,0.002328489986753658,0
25,gic_eff,minimal_fixed,0.03636069132171691,0
25,gic_eff,minimal_gamma,0.3834698376883107,0
25,gic_eff,ude_appearance,0.016507999563155344,0
25,gic_eff,neural_ode,0.5636614714268169,1
25,gic_vol,minimal_fixed,0.008298096372395838,0
25,gic_vol,minimal_gamma,0.023885924512022916,0
25,gic_vol,ude_appearance,0.002934276747609781,0
25,gic_vol,neural_ode,0.9648817023679714,1
26,aic,minimal_fixed,0.4775023624761785,1
26,aic,minimal_gamma,0.0958871766843497,0
26,aic,ude_appearance,0.00019230841446460622,0
26,aic,neural_ode,0.4264181524250072,0
26,bic,minimal_fixed,0.17993322544290277,0
26,bic,minimal_gamma,0.05339681232107812,0
26,bic,ude_appearance,0.0002843154666895274,0
26,bic,neural_ode,0.7663856467693296,1
26,gic_eff,minimal_fixed,0.0002587116532392819,0
26,gic_eff,minimal_gamma,0.00018554395378804841,0
26,gic_eff,ude_appearance,7.491024966307786e-05,0
26,gic_eff,neural_ode,0.9994808341433096,1
26,gic_vol,minimal_fixed,4.596515228478292e-05,0
26,gic_vol,minimal_gamma,1.0620029246622558e-05,0
26,gic_vol,ude_appearance,1.0478710838535735e-05,0
26,gic_vol,neural_ode,0.99993293610763,1
27,aic,minimal_fixed,0.020124628336655296,0
27,aic,minimal_gamma,0.8092306477058976,1
27,aic,ude_appearance,0.0001519995791501336,0
27,aic,neural_ode,0.17049272437829707,0
27,bic,minimal_fixed,0.009914675934677226,0
27,bic,minimal_gamma,0.5891717799592583,1
27,bic,ude_appearance,0.00029380514640226413,0
27,bic,neural_ode,0.4006197389596623,0
27,gic_eff,minimal_fixed,2.0281488659147066e-05,0
27,gic_eff,minimal_gamma,0.002822651110686693,0
27,gic_eff,ude_appearance,0.00011984581890542564,0
27,gic_eff,neural_ode,0.9970372215817487,1
27,gic_vol,minimal_fixed,1.6468452899584374e-06,0
27,gic_vol,minimal_gamma,0.00011084311585453561,0
27,gic_vol,ude_appearance,1.0642040471515103e-05,0
27,gic_vol,neural_ode,0.9998768679983839,1
28,aic,minimal_fixed,0.25412098379858294,0
28,aic,minimal_gamma,0.6816103965451367,1
28,aic,ude_appearance,0.00032917523317261275,0
28,aic,neural_ode,0.06393944442310776,0
28,bic,minimal_fixed,0.1621015609076819,0
28,bic,minimal_gamma,0.6425424639337867,1
28,bic,ude_appearance,0.0008238348864235258,0
28,bic,neural_ode,0.19453214027210788,0
28,gic_eff,minimal_fixed,0.0008633567194188351,0
28,gic_eff,minimal_gamma,0.007542801138715486,0
28,gic_eff,ude_appearance,0.0008327861658765811,0
28,gic_eff,neural_ode,0.9907610559759891,1
28,gic_vol,minimal_fixed,0.00013837280767683318,0
28,gic_vol,minimal_gamma,0.00040502547936970527,0
28,gic_vol,ude_appearance,0.00010744977546547073,0
28,gic_vol,neural_ode,0.999349151937488,1
29,aic,minimal_fixed,0.07246756400323406,0
29,aic,minimal_gamma,0.7462573062173092,1
29,aic,ude_appearance,0.008087240461034075,0
29,aic,neural_ode,0.17318788931842272,0
29,bic,minimal_fixed,0.03564475152479554,0
29,bic,minimal_gamma,0.5424497138885074,1
29,bic,ude_appearance,0.015606971718353917,0
29,bic,neural_ode,0.40629856286834304,0
29,gic_eff,minimal_fixed,9.916147129551957e-05,0
29,gic_eff,minimal_gamma,0.0031564707869365764,0
29,gic_eff,ude_appearance,0.00700128805234065,0
29,gic_eff,neural_ode,0.9897430796894273,1
29,gic_vol,minimal_fixed,1.2845539736099948e-05,0
29,gic_vol,minimal_gamma,0.00012043457848564657,0
29,gic_vol,ude_appearance,0.0006664421434114215,0
29,gic_vol,neural_ode,0.9992002777383668,1
