scenario,candidate,seed,resolution,d_obs,c_obs
early_seir_infected_only,neural_ode_h2,11,0.03162277660168379,3.660882620147765,19.111103452123803
early_seir_infected_only,neural_ode_h2,11,0.046415888336127774,3.5191320690526604,17.733205925973554
early_seir_infected_only,neural_ode_h2,11,0.06812920690579612,3.3727310980111547,16.410668938603862
early_seir_infected_only,neural_ode_h2,11,0.1,3.2240668434780555,15.144826529940302
early_seir_infected_only,neural_ode_h2,11,0.1467799267622069,3.0751321909319316,13.936135914201031
early_seir_infected_only,neural_ode_h2,11,0.21544346900318834,2.926941118162558,12.784478230404797
early_seir_infected_only,neural_ode_h2,11,0.31622776601683794,2.7801089517577844,11.689455047545014
early_seir_infected_only,neural_ode_h2,11,0.46415888336127775,2.635939348876634,10.650330812956993
early_seir_infected_only,neural_ode_h2,11,0.6812920690579611,2.4968952442602195,9.665643382933455
early_seir_infected_only,neural_ode_h2,11,1.0,2.365853173683724,8.732864363542777
early_seir_infected_only,neural_ode_h2,11,1.4677992676220697,2.244581904056953,7.848523437761061
early_seir_infected_only,neural_ode_h2,11,2.1544346900318843,2.132492140910753,7.0088979247385295
early_seir_infected_only,neural_ode_h2,11,3.1622776601683795,2.0263893856794564,6.211001187524664
early_seir_infected_only,neural_ode_h2,11,4.641588833612779,1.921228551662336,5.453463830832873
early_seir_infected_only,neural_ode_h2,11,6.812920690579615,1.8114475314663854,4.736999010677469
early_seir_infected_only,neural_ode_h2,11,10.0,1.692443986997758,4.064315910670316
early_seir_infected_only,neural_ode_h2,11,14.677992676220699,1.5618035880369028,3.4395010447837544
early_seir_infected_only,neural_ode_h2,11,21.544346900318846,1.41984415473808,2.867045521633433
early_seir_infected_only,neural_ode_h2,11,31.622776601683793,1.2691810276155562,2.350848599680952
early_seir_infected_only,neural_ode_h2,11,46.4158883361278,1.113580613575792,1.8935447604729383
early_seir_infected_only,neural_ode_h2,11,68.12920690579611,0.9569494253191094,1.4962751675433037
early_seir_infected_only,neural_ode_h2,11,100.0,0.8031429531656384,1.1586992692929545
early_seir_infected_only,neural_ode_h2,12,0.01,4.256501239849355,24.544275843226316
early_seir_infected_only,neural_ode_h2,12,0.014677992676220698,4.121627673958615,22.936694548278126
early_seir_infected_only,neural_ode_h2,12,0.021544346900318832,3.9869258724785577,21.380779940470298
early_seir_infected_only,neural_ode_h2,12,0.03162277660168379,3.8498719046791714,19.876915599330253
