scenario,seed,criterion,mode,forecast_mse,log_score,coverage_90,mean_width_90,between_fraction,selected
missing_neural_feedback,0,ogic_p,average,2.7466766813443977e-07,-3.193014020433846,1.0,0.0538977456205623,0.09567760573848719,neural_ode_h2
missing_neural_feedback,1,aic,hard,1.5403573254881937e-05,-3.238748914013311,1.0,0.04977962751351006,0.0,tv_sir
missing_neural_feedback,1,aic,average,1.533076745515656e-05,-3.2386282411622727,1.0,0.04979555045832702,0.0006119365073868333,tv_sir
missing_neural_feedback,1,bic,hard,1.5403573254881937e-05,-3.238748914013311,1.0,0.04977962751351006,0.0,tv_sir
missing_neural_feedback,1,bic,average,1.540331302787005e-05,-3.2387484871580132,1.0,0.049779684200671574,2.1824703579887862e-06,tv_sir
missing_neural_feedback,1,gic_eff,hard,1.5403573254881937e-05,-3.238748914013311,1.0,0.04977962751351006,0.0,tv_sir
missing_neural_feedback,1,gic_eff,average,5.0381986231802114e-06,-3.164176921219725,1.0,0.0550778348663241,0.15924142911888842,tv_sir
missing_neural_feedback,1,gic_vol_050,hard,1.5403573254881937e-05,-3.238748914013311,1.0,0.04977962751351006,0.0,tv_sir
missing_neural_feedback,1,gic_vol_050,average,7.028310701440767e-06,-3.1570221402724354,1.0,0.05529765045424094,0.1633864154620929,tv_sir
missing_neural_feedback,1,ogic_p,hard,1.5403573254881937e-05,-3.238748914013311,1.0,0.04977962751351006,0.0,tv_sir
