seed,scenario,criterion,model,score,weight,selected
5,redundant_parameterization,gic_eff,Redundant-SIR,21.296719063223605,0.35797971211029805,1
5,redundant_parameterization,gic_eff,Duplicate-UDE,22.033272286689417,0.247695384521015,0
5,redundant_parameterization,gic_eff,TV-SIR,25.343962765773384,0.047316281945222735,0
5,redundant_parameterization,gic_aic,SIR,19.280715320525278,0.3097510798802352,0
5,redundant_parameterization,gic_aic,Redundant-SIR,19.239819987861903,0.31614996478923796,1
5,redundant_parameterization,gic_aic,Duplicate-UDE,19.61205746256992,0.2624598021863013,0
5,redundant_parameterization,gic_aic,TV-SIR,21.321709688034325,0.1116391531442255,0
5,redundant_parameterization,cv,SIR,2.309189469519098,0.2529343753558392,1
5,redundant_parameterization,cv,Redundant-SIR,2.309189469519088,0.25293437535584046,1
5,redundant_parameterization,cv,Duplicate-UDE,2.382688430791659,0.2438078922878408,0
5,redundant_parameterization,cv,TV-SIR,2.3299425875773334,0.25032335700047953,0
6,redundant_parameterization,aic,SIR,30.431342066488803,0.8011786633942922,1
6,redundant_parameterization,aic,Redundant-SIR,38.43134206648877,0.014674099084088829,0
6,redundant_parameterization,aic,Duplicate-UDE,46.13276672850838,0.00031203860701859733,0
6,redundant_parameterization,aic,TV-SIR,33.37543061535146,0.18383519891460037,0
6,redundant_parameterization,bic,SIR,32.52038694193565,0.9233526225698112,1
6,redundant_parameterization,bic,Redundant-SIR,44.69847669282931,0.002093770119205953,0
6,redundant_parameterization,bic,Duplicate-UDE,56.57799110574261,5.512203201046878e-06,0
6,redundant_parameterization,bic,TV-SIR,37.55352036624516,0.07454809510778186,0
6,redundant_parameterization,gic_eff,SIR,32.488943329698564,0.35265011450449013,0
6,redundant_parameterization,gic_eff,Redundant-SIR,32.42668995075263,0.3637995677113939,1
6,redundant_parameterization,gic_eff,Duplicate-UDE,33.190004172489694,0.24837655634345326,0
6,redundant_parameterization,gic_eff,TV-SIR,37.09929532434607,0.03517376144066267,0
6,redundant_parameterization,gic_aic,SIR,30.41068620805434,0.3204759435830652,0
6,redundant_parameterization,gic_aic,Redundant-SIR,30.369790875390933,0.32709638435727206,1
6,redundant_parameterization,gic_aic,Duplicate-UDE,30.768789348370195,0.267938009082895,0
6,redundant_parameterization,gic_aic,TV-SIR,33.07704224660702,0.08448966297676762,0
6,redundant_parameterization,cv,SIR,0.9363662771123066,0.254645315725378,1
6,redundant_parameterization,cv,Redundant-SIR,0.9363662771123145,0.254645315725377,1
6,redundant_parameterization,cv,Duplicate-UDE,1.0186340032083057,0.24438327575811084,0
6,redundant_parameterization,cv,TV-SIR,1.0027971163743887,0.24632609279113404,0
7,redundant_parameterization,aic,SIR,27.723449963760416,0.8581266971829419,1
7,redundant_parameterization,aic,Redundant-SIR,35.72344996376042,0.015717138706384855,0
7,redundant_parameterization,aic,Duplicate-UDE,43.72182955686057,0.00028810276422974084,0
7,redundant_parameterization,aic,TV-SIR,31.56248502005313,0.12586806134644354,0
7,redundant_parameterization,bic,SIR,29.81249483920726,0.9488721923844927,1
7,redundant_parameterization,bic,Redundant-SIR,41.990584590100966,0.0021516376244546183,0
7,redundant_parameterization,bic,Duplicate-UDE,54.167053934094795,4.882951462746164e-06,0
7,redundant_parameterization,bic,TV-SIR,35.74057477094682,0.048971287039590014,0
7,redundant_parameterization,gic_eff,SIR,29.78105122697018,0.37002670871992766,0
7,redundant_parameterization,gic_eff,Redundant-SIR,29.718797848024288,0.38172554364011957,1
7,redundant_parameterization,gic_eff,Duplicate-UDE,30.779067000841877,0.22465531669957203,0
7,redundant_parameterization,gic_eff,TV-SIR,35.28634972904774,0.02359243094038063,0
7,redundant_parameterization,gic_aic,SIR,27.702794105325953,0.3436557354960068,0
7,redundant_parameterization,gic_aic,Redundant-SIR,27.661898772662585,0.35075502793627045,1
7,redundant_parameterization,gic_aic,Duplicate-UDE,28.357852176722382,0.24767350127495574,0
7,redundant_parameterization,gic_aic,TV-SIR,31.264096651308684,0.05791573529276691,0
7,redundant_parameterization,cv,SIR,1.2006637507214228,0.2494349973078414,0
7,redundant_parameterization,cv,Redundant-SIR,1.20066375072142,0.24943499730784177,0
7,redundant_parameterization,cv,Duplicate-UDE,1.1928523174986487,0.25041112471793725,0
7,redundant_parameterization,cv,TV-SIR,1.190395821309432,0.25071888066637954,1
