scenario,seed,criterion,selected,truth,correct
missing_neural_feedback,19,gic_vol_100,ude_sir_h2,ude_sir_h2,1
missing_neural_feedback,19,ogic_e,tv_sir,ude_sir_h2,0
missing_time_varying_transmission,0,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,0,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,0,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,0,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,0,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,0,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,0,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,0,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,0,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,0,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,0,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,1,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,1,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,1,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,1,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,1,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,1,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,1,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,1,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,1,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,1,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,1,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,2,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,2,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,2,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,2,blocked_validation,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,2,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,2,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,2,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,2,gic_vol_025,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,2,gic_vol_050,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,2,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,2,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,3,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,3,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,3,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,3,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,3,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,3,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,3,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,3,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,3,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,3,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,3,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,4,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,4,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,4,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,4,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,4,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,4,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,4,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,4,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,4,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,4,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,4,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,5,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,5,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,5,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,5,blocked_validation,seir,tv_sir,0
missing_time_varying_transmission,5,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,5,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,5,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,5,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,5,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,5,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,5,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,6,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,6,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,6,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,6,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,6,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,6,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,6,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,6,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,6,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,6,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,6,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,7,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,7,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,7,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,7,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,7,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,7,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,7,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,7,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,7,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,7,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,7,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,8,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,8,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,8,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,8,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,8,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,8,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,8,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,8,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,8,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,8,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,8,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,9,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,9,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,9,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,9,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,9,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,9,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,9,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,9,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,9,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,9,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,9,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,10,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,10,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,10,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,10,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,10,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,10,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,10,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,10,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,10,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,10,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,10,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,11,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,11,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,11,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,11,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,11,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,11,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,11,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,11,gic_vol_025,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,11,gic_vol_050,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,11,gic_vol_100,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,11,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,12,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,12,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,12,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,12,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,12,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,12,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,12,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,12,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,12,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,12,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,12,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,13,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,13,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,13,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,13,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,13,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,13,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,13,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,13,gic_vol_025,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,13,gic_vol_050,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,13,gic_vol_100,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,13,ogic_e,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,14,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,14,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,14,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,14,blocked_validation,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,14,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,14,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,14,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,14,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,14,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,14,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,14,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,15,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,15,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,15,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,15,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,15,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,15,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,15,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,15,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,15,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,15,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,15,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,16,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,16,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,16,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,16,blocked_validation,seir,tv_sir,0
missing_time_varying_transmission,16,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,16,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,16,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,16,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,16,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,16,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,16,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,17,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,17,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,17,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,17,blocked_validation,tv_sir,tv_sir,1
missing_time_varying_transmission,17,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,17,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,17,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,17,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,17,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,17,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,17,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,18,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,18,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,18,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,18,blocked_validation,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,18,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,18,ogic_p,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,18,gic_eff,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,18,gic_vol_025,ude_sir_h2,tv_sir,0
missing_time_varying_transmission,18,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,18,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,18,ogic_e,tv_sir,tv_sir,1
missing_time_varying_transmission,19,aic,tv_sir,tv_sir,1
missing_time_varying_transmission,19,aicc,tv_sir,tv_sir,1
missing_time_varying_transmission,19,bic,tv_sir,tv_sir,1
missing_time_varying_transmission,19,blocked_validation,seir,tv_sir,0
missing_time_varying_transmission,19,waic_laplace,tv_sir,tv_sir,1
missing_time_varying_transmission,19,ogic_p,tv_sir,tv_sir,1
missing_time_varying_transmission,19,gic_eff,tv_sir,tv_sir,1
missing_time_varying_transmission,19,gic_vol_025,tv_sir,tv_sir,1
missing_time_varying_transmission,19,gic_vol_050,tv_sir,tv_sir,1
missing_time_varying_transmission,19,gic_vol_100,tv_sir,tv_sir,1
missing_time_varying_transmission,19,ogic_e,tv_sir,tv_sir,1
noisy_sir_overfit_risk,0,aic,sir,sir,1
noisy_sir_overfit_risk,0,aicc,sir,sir,1
noisy_sir_overfit_risk,0,bic,sir,sir,1
noisy_sir_overfit_risk,0,blocked_validation,sir,sir,1
noisy_sir_overfit_risk,0,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,0,ogic_p,seir,sir,0
noisy_sir_overfit_risk,0,gic_eff,seir,sir,0
noisy_sir_overfit_risk,0,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,0,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,0,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,0,ogic_e,seir,sir,0
noisy_sir_overfit_risk,1,aic,sir,sir,1
noisy_sir_overfit_risk,1,aicc,sir,sir,1
noisy_sir_overfit_risk,1,bic,sir,sir,1
noisy_sir_overfit_risk,1,blocked_validation,sir,sir,1
noisy_sir_overfit_risk,1,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,1,ogic_p,sir,sir,1
noisy_sir_overfit_risk,1,gic_eff,sir,sir,1
noisy_sir_overfit_risk,1,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,1,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,1,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,1,ogic_e,sir,sir,1
noisy_sir_overfit_risk,2,aic,seir,sir,0
noisy_sir_overfit_risk,2,aicc,sir,sir,1
noisy_sir_overfit_risk,2,bic,sir,sir,1
noisy_sir_overfit_risk,2,blocked_validation,seir,sir,0
noisy_sir_overfit_risk,2,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,2,ogic_p,seir,sir,0
noisy_sir_overfit_risk,2,gic_eff,seir,sir,0
noisy_sir_overfit_risk,2,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,2,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,2,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,2,ogic_e,seir,sir,0
noisy_sir_overfit_risk,3,aic,sir,sir,1
noisy_sir_overfit_risk,3,aicc,sir,sir,1
noisy_sir_overfit_risk,3,bic,sir,sir,1
noisy_sir_overfit_risk,3,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,3,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,3,ogic_p,sir,sir,1
noisy_sir_overfit_risk,3,gic_eff,sir,sir,1
noisy_sir_overfit_risk,3,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,3,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,3,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,3,ogic_e,sir,sir,1
noisy_sir_overfit_risk,4,aic,sir,sir,1
noisy_sir_overfit_risk,4,aicc,sir,sir,1
noisy_sir_overfit_risk,4,bic,sir,sir,1
noisy_sir_overfit_risk,4,blocked_validation,sir,sir,1
noisy_sir_overfit_risk,4,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,4,ogic_p,sir,sir,1
noisy_sir_overfit_risk,4,gic_eff,sir,sir,1
noisy_sir_overfit_risk,4,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,4,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,4,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,4,ogic_e,sir,sir,1
noisy_sir_overfit_risk,5,aic,sir,sir,1
noisy_sir_overfit_risk,5,aicc,sir,sir,1
noisy_sir_overfit_risk,5,bic,sir,sir,1
noisy_sir_overfit_risk,5,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,5,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,5,ogic_p,sir,sir,1
noisy_sir_overfit_risk,5,gic_eff,sir,sir,1
noisy_sir_overfit_risk,5,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,5,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,5,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,5,ogic_e,sir,sir,1
noisy_sir_overfit_risk,6,aic,sir,sir,1
noisy_sir_overfit_risk,6,aicc,sir,sir,1
noisy_sir_overfit_risk,6,bic,sir,sir,1
noisy_sir_overfit_risk,6,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,6,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,6,ogic_p,seir,sir,0
noisy_sir_overfit_risk,6,gic_eff,seir,sir,0
noisy_sir_overfit_risk,6,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,6,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,6,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,6,ogic_e,seir,sir,0
noisy_sir_overfit_risk,7,aic,sir,sir,1
noisy_sir_overfit_risk,7,aicc,sir,sir,1
noisy_sir_overfit_risk,7,bic,sir,sir,1
noisy_sir_overfit_risk,7,blocked_validation,seir,sir,0
noisy_sir_overfit_risk,7,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,7,ogic_p,seir,sir,0
noisy_sir_overfit_risk,7,gic_eff,seir,sir,0
noisy_sir_overfit_risk,7,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,7,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,7,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,7,ogic_e,seir,sir,0
noisy_sir_overfit_risk,8,aic,sir,sir,1
noisy_sir_overfit_risk,8,aicc,sir,sir,1
noisy_sir_overfit_risk,8,bic,sir,sir,1
noisy_sir_overfit_risk,8,blocked_validation,seir,sir,0
noisy_sir_overfit_risk,8,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,8,ogic_p,sir,sir,1
noisy_sir_overfit_risk,8,gic_eff,sir,sir,1
noisy_sir_overfit_risk,8,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,8,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,8,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,8,ogic_e,sir,sir,1
noisy_sir_overfit_risk,9,aic,seir,sir,0
noisy_sir_overfit_risk,9,aicc,seir,sir,0
noisy_sir_overfit_risk,9,bic,sir,sir,1
noisy_sir_overfit_risk,9,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,9,waic_laplace,seir,sir,0
noisy_sir_overfit_risk,9,ogic_p,seir,sir,0
noisy_sir_overfit_risk,9,gic_eff,sir,sir,1
noisy_sir_overfit_risk,9,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,9,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,9,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,9,ogic_e,ude_sir_h2,sir,0
noisy_sir_overfit_risk,10,aic,sir,sir,1
noisy_sir_overfit_risk,10,aicc,sir,sir,1
noisy_sir_overfit_risk,10,bic,sir,sir,1
noisy_sir_overfit_risk,10,blocked_validation,sir,sir,1
noisy_sir_overfit_risk,10,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,10,ogic_p,sir,sir,1
noisy_sir_overfit_risk,10,gic_eff,sir,sir,1
noisy_sir_overfit_risk,10,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,10,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,10,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,10,ogic_e,sir,sir,1
noisy_sir_overfit_risk,11,aic,tv_sir,sir,0
noisy_sir_overfit_risk,11,aicc,tv_sir,sir,0
noisy_sir_overfit_risk,11,bic,sir,sir,1
noisy_sir_overfit_risk,11,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,11,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,11,ogic_p,tv_sir,sir,0
noisy_sir_overfit_risk,11,gic_eff,tv_sir,sir,0
noisy_sir_overfit_risk,11,gic_vol_025,ude_sir_h2,sir,0
noisy_sir_overfit_risk,11,gic_vol_050,ude_sir_h2,sir,0
noisy_sir_overfit_risk,11,gic_vol_100,ude_sir_h2,sir,0
noisy_sir_overfit_risk,11,ogic_e,ude_sir_h2,sir,0
noisy_sir_overfit_risk,12,aic,sir,sir,1
noisy_sir_overfit_risk,12,aicc,sir,sir,1
noisy_sir_overfit_risk,12,bic,sir,sir,1
noisy_sir_overfit_risk,12,blocked_validation,seir,sir,0
noisy_sir_overfit_risk,12,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,12,ogic_p,sir,sir,1
noisy_sir_overfit_risk,12,gic_eff,sir,sir,1
noisy_sir_overfit_risk,12,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,12,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,12,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,12,ogic_e,sir,sir,1
noisy_sir_overfit_risk,13,aic,sir,sir,1
noisy_sir_overfit_risk,13,aicc,sir,sir,1
noisy_sir_overfit_risk,13,bic,sir,sir,1
noisy_sir_overfit_risk,13,blocked_validation,neural_ode_h2,sir,0
noisy_sir_overfit_risk,13,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,13,ogic_p,seir,sir,0
noisy_sir_overfit_risk,13,gic_eff,sir,sir,1
noisy_sir_overfit_risk,13,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,13,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,13,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,13,ogic_e,sir,sir,1
noisy_sir_overfit_risk,14,aic,seir,sir,0
noisy_sir_overfit_risk,14,aicc,seir,sir,0
noisy_sir_overfit_risk,14,bic,sir,sir,1
noisy_sir_overfit_risk,14,blocked_validation,seir,sir,0
noisy_sir_overfit_risk,14,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,14,ogic_p,seir,sir,0
noisy_sir_overfit_risk,14,gic_eff,seir,sir,0
noisy_sir_overfit_risk,14,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,14,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,14,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,14,ogic_e,seir,sir,0
noisy_sir_overfit_risk,15,aic,sir,sir,1
noisy_sir_overfit_risk,15,aicc,sir,sir,1
noisy_sir_overfit_risk,15,bic,sir,sir,1
noisy_sir_overfit_risk,15,blocked_validation,ude_sir_h2,sir,0
noisy_sir_overfit_risk,15,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,15,ogic_p,sir,sir,1
noisy_sir_overfit_risk,15,gic_eff,sir,sir,1
noisy_sir_overfit_risk,15,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,15,gic_vol_050,sir,sir,1
noisy_sir_overfit_risk,15,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,15,ogic_e,sir,sir,1
noisy_sir_overfit_risk,16,aic,seir,sir,0
noisy_sir_overfit_risk,16,aicc,seir,sir,0
noisy_sir_overfit_risk,16,bic,sir,sir,1
noisy_sir_overfit_risk,16,blocked_validation,ude_sir_h2,sir,0
noisy_sir_overfit_risk,16,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,16,ogic_p,seir,sir,0
noisy_sir_overfit_risk,16,gic_eff,seir,sir,0
noisy_sir_overfit_risk,16,gic_vol_025,seir,sir,0
noisy_sir_overfit_risk,16,gic_vol_050,seir,sir,0
noisy_sir_overfit_risk,16,gic_vol_100,seir,sir,0
noisy_sir_overfit_risk,16,ogic_e,seir,sir,0
noisy_sir_overfit_risk,17,aic,tv_sir,sir,0
noisy_sir_overfit_risk,17,aicc,sir,sir,1
noisy_sir_overfit_risk,17,bic,sir,sir,1
noisy_sir_overfit_risk,17,blocked_validation,tv_sir,sir,0
noisy_sir_overfit_risk,17,waic_laplace,tv_sir,sir,0
noisy_sir_overfit_risk,17,ogic_p,tv_sir,sir,0
noisy_sir_overfit_risk,17,gic_eff,tv_sir,sir,0
noisy_sir_overfit_risk,17,gic_vol_025,ude_sir_h2,sir,0
noisy_sir_overfit_risk,17,gic_vol_050,ude_sir_h2,sir,0
noisy_sir_overfit_risk,17,gic_vol_100,sir,sir,1
noisy_sir_overfit_risk,17,ogic_e,ude_sir_h2,sir,0
noisy_sir_overfit_risk,18,aic,sir,sir,1
noisy_sir_overfit_risk,18,aicc,sir,sir,1
noisy_sir_overfit_risk,18,bic,sir,sir,1
noisy_sir_overfit_risk,18,blocked_validation,ude_sir_h2,sir,0
noisy_sir_overfit_risk,18,waic_laplace,sir,sir,1
noisy_sir_overfit_risk,18,ogic_p,sir,sir,1
noisy_sir_overfit_risk,18,gic_eff,sir,sir,1
noisy_sir_overfit_risk,18,gic_vol_025,sir,sir,1
noisy_sir_overfit_risk,18,gic_vol_050,sir,sir,1
